condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
"BNT (V3, D1)","Migration, Neutrophil","Migration, Neutrophil...12","Migration, Neutrophil",1,-0.8,-1.0615768038417117,0.4123314065510597,0.9248554913294796,0.9248554913294796,61,"tags=100%, list=21%, signal=80%",,ImmuneGO_BTM_specific
"BNT (V3, D1)","Immune system, Process","Immune system, Process...13","Immune system, Process",4,0.5039014048202899,0.9821136115384015,0.5095541401273885,0.9248554913294796,0.9248554913294796,54,"tags=50%, list=18%, signal=41%",IFI27/CD300LD,ImmuneGO_BTM_specific
"BNT (V3, D1)",CD4 T cell surface signature Th2-stimulated (S7),CD4 T cell surface signature Th2-stimulated (S7),CD4 T cell surface signature Th2-stimulated (S7),1,-0.6745762711864407,-0.8951431523919519,0.6647398843930635,0.9248554913294796,0.9248554913294796,98,"tags=100%, list=33%, signal=67%",,ImmuneGO_BTM_specific
"BNT (V3, D1)","Migration, T cell","Migration, T cell","Migration, T cell",1,-0.6745762711864407,-0.8951431523919519,0.6647398843930635,0.9248554913294796,0.9248554913294796,98,"tags=100%, list=33%, signal=67%",,ImmuneGO_BTM_specific
"BNT (V3, D1)",B cell surface signature (S2),B cell surface signature (S2)...16,B cell surface signature (S2),1,0.6644067796610169,0.8913714204840301,0.6480331262939959,0.9248554913294796,0.9248554913294796,100,"tags=100%, list=34%, signal=66%",PDZK1IP1,ImmuneGO_BTM_specific
"BNT (V3, D1)",Antimicrobial peptide-mediated immune response,Antimicrobial peptide-mediated immune response,Antimicrobial peptide-mediated immune response,1,0.6610169491525424,0.8868236071142136,0.6583850931677019,0.9248554913294796,0.9248554913294796,101,"tags=100%, list=34%, signal=66%",LGALS3,ImmuneGO_BTM_specific
"BNT (V3, D1)","Chemotaxis, Eosinophil","Chemotaxis, Eosinophil...18","Chemotaxis, Eosinophil",1,0.6610169491525424,0.8868236071142136,0.6583850931677019,0.9248554913294796,0.9248554913294796,101,"tags=100%, list=34%, signal=66%",LGALS3,ImmuneGO_BTM_specific
"BNT (V3, D1)","Chemotaxis, Macrophage","Chemotaxis, Macrophage...19","Chemotaxis, Macrophage",1,0.6610169491525424,0.8868236071142136,0.6583850931677019,0.9248554913294796,0.9248554913294796,101,"tags=100%, list=34%, signal=66%",LGALS3,ImmuneGO_BTM_specific
"BNT (V3, D1)","Chemotaxis, Monocyte","Chemotaxis, Monocyte...20","Chemotaxis, Monocyte",1,0.6610169491525424,0.8868236071142136,0.6583850931677019,0.9248554913294796,0.9248554913294796,101,"tags=100%, list=34%, signal=66%",LGALS3,ImmuneGO_BTM_specific
"BNT (V3, D1)","Migration, Mononuclear cell","Migration, Mononuclear cell","Migration, Mononuclear cell",1,0.6610169491525424,0.8868236071142136,0.6583850931677019,0.9248554913294796,0.9248554913294796,101,"tags=100%, list=34%, signal=66%",LGALS3,ImmuneGO_BTM_specific
"BNT (V3, D1)",enriched in monocytes (I) (M4.15),enriched in monocytes (I) (M4.15)...22,enriched in monocytes (I) (M4.15),1,0.6610169491525424,0.8868236071142136,0.6583850931677019,0.9248554913294796,0.9248554913294796,101,"tags=100%, list=34%, signal=66%",LGALS3,ImmuneGO_BTM_specific
"BNT (V3, D1)",enriched in monocytes (IV) (M118.0),enriched in monocytes (IV) (M118.0)...23,enriched in monocytes (IV) (M118.0),1,0.6610169491525424,0.8868236071142136,0.6583850931677019,0.9248554913294796,0.9248554913294796,101,"tags=100%, list=34%, signal=66%",LGALS3,ImmuneGO_BTM_specific
"BNT (V3, D1)","Complement, Pathway","Complement, Pathway","Complement, Pathway",1,0.623728813559322,0.8367976600462322,0.7536231884057971,0.9380677126341866,0.9380677126341866,112,"tags=100%, list=38%, signal=62%",GPLD1,ImmuneGO_BTM_specific
"BNT (V3, D1)","Migration, Leukocyte","Migration, Leukocyte","Migration, Leukocyte",1,0.5864406779661018,0.7867717129782511,0.8074534161490683,0.9380677126341866,0.9380677126341866,123,"tags=100%, list=42%, signal=59%",ADD2,ImmuneGO_BTM_specific
"BNT (V3, D1)","Tethering or roling, Leukocyte","Tethering or roling, Leukocyte...26","Tethering or roling, Leukocyte",1,0.5864406779661018,0.7867717129782511,0.8074534161490683,0.9380677126341866,0.9380677126341866,123,"tags=100%, list=42%, signal=59%",ADD2,ImmuneGO_BTM_specific
"BNT (V3, D1)",enriched in antigen presentation (I) (M71),enriched in antigen presentation (I) (M71)...27,enriched in antigen presentation (I) (M71),1,-0.5898305084745763,-0.7826879824934654,0.8208092485549133,0.9380677126341866,0.9380677126341866,123,"tags=100%, list=42%, signal=59%",,ImmuneGO_BTM_specific
"BNT (V3, D1)",enriched in monocytes (II) (M11.0),enriched in monocytes (II) (M11.0)...28,enriched in monocytes (II) (M11.0),1,-0.5898305084745763,-0.7826879824934654,0.8208092485549133,0.9380677126341866,0.9380677126341866,123,"tags=100%, list=42%, signal=59%",,ImmuneGO_BTM_specific
"BNT (V3, D1)","Differentiation, T cell","Differentiation, T cell","Differentiation, T cell",1,0.5627118644067797,0.7549370193895357,0.8633540372670807,0.9526665238809167,0.9526665238809167,130,"tags=100%, list=44%, signal=56%",GPR89A,ImmuneGO_BTM_specific
"BNT (V3, D1)","Differentiation, B cell, Memory","Differentiation, B cell, Memory","Differentiation, B cell, Memory",1,0.5322033898305085,0.7140066990611874,0.9296066252587992,0.9645232815964523,0.9645232815964523,139,"tags=100%, list=47%, signal=53%",ST3GAL1,ImmuneGO_BTM_specific
"BNT (V3, D1)","Extravasation, Neutrophil","Extravasation, Neutrophil...31","Extravasation, Neutrophil",2,0.35750236294126925,0.5730724301953791,0.9371069182389937,0.9645232815964523,0.9645232815964523,50,"tags=50%, list=17%, signal=42%",PRTN3,ImmuneGO_BTM_specific
"BNT (V3, D1)",immune activation - generic cluster (M37.0),immune activation - generic cluster (M37.0)...32,immune activation - generic cluster (M37.0),3,0.2786151478219369,0.5057244742236905,0.9645232815964523,0.9645232815964523,0.9645232815964523,101,"tags=67%, list=34%, signal=44%",PRTN3/LGALS3,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)",Cellular response to Interferon II,Cellular response to Interferon II...33,Cellular response to Interferon II,1,0.9326923076923077,1.231753286528766,0.1685185185185185,0.4212962962962963,0.4212962962962963,8,"tags=100%, list=8%, signal=93%",CCL3L1,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Chemotaxis, Eosinophil","Chemotaxis, Eosinophil...34","Chemotaxis, Eosinophil",1,0.9326923076923077,1.231753286528766,0.1685185185185185,0.4212962962962963,0.4212962962962963,8,"tags=100%, list=8%, signal=93%",CCL3L1,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Chemotaxis, Lymphocyte","Chemotaxis, Lymphocyte...35","Chemotaxis, Lymphocyte",1,0.9326923076923077,1.231753286528766,0.1685185185185185,0.4212962962962963,0.4212962962962963,8,"tags=100%, list=8%, signal=93%",CCL3L1,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Chemotaxis, Monocyte","Chemotaxis, Monocyte...36","Chemotaxis, Monocyte",1,0.9326923076923077,1.231753286528766,0.1685185185185185,0.4212962962962963,0.4212962962962963,8,"tags=100%, list=8%, signal=93%",CCL3L1,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil...37","Chemotaxis, Neutrophil",1,0.9326923076923077,1.231753286528766,0.1685185185185185,0.4212962962962963,0.4212962962962963,8,"tags=100%, list=8%, signal=93%",CCL3L1,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)",Immune response,Immune response...38,Immune response,1,0.9326923076923077,1.231753286528766,0.1685185185185185,0.4212962962962963,0.4212962962962963,8,"tags=100%, list=8%, signal=93%",CCL3L1,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)",immune activation - generic cluster (M37.0),immune activation - generic cluster (M37.0)...39,immune activation - generic cluster (M37.0),2,-0.7184466019417476,-1.1089983988911372,0.3689839572192513,0.6365583025111933,0.6365583025111934,32,"tags=100%, list=30%, signal=71%",CD177,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)",Monocyte surface signature (S4),Monocyte surface signature (S4)...40,Monocyte surface signature (S4),2,-0.6796116504854369,-1.0490525394916161,0.45454545454545453,0.6365583025111933,0.6365583025111934,36,"tags=100%, list=34%, signal=67%",CLEC12A,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Extravasation, Neutrophil","Extravasation, Neutrophil...41","Extravasation, Neutrophil",1,-0.7884615384615384,-1.0463307776560784,0.4668094218415418,0.6365583025111933,0.6365583025111934,24,"tags=100%, list=23%, signal=78%",,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)",Innate immune response,Innate immune response...42,Innate immune response,1,-0.7884615384615384,-1.0463307776560784,0.4668094218415418,0.6365583025111933,0.6365583025111934,24,"tags=100%, list=23%, signal=78%",,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Migration, Neutrophil","Migration, Neutrophil...43","Migration, Neutrophil",1,-0.7884615384615384,-1.0463307776560784,0.4668094218415418,0.6365583025111933,0.6365583025111934,24,"tags=100%, list=23%, signal=78%",,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Immune system, Process","Immune system, Process...44","Immune system, Process",2,-0.6152599234326442,-0.9497188352545225,0.5704099821746881,0.7130124777183601,0.7130124777183601,24,"tags=100%, list=23%, signal=79%",CD177,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Activation, Lymphocyte","Activation, Lymphocyte","Activation, Lymphocyte",1,-0.5769230769230769,-0.7656078860898134,0.85224839400428265,0.85224839400428265,0.85224839400428265,46,"tags=100%, list=44%, signal=57%",,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Clearance, Neutrophil","Clearance, Neutrophil","Clearance, Neutrophil",1,-0.5769230769230769,-0.7656078860898134,0.85224839400428265,0.85224839400428265,0.85224839400428265,46,"tags=100%, list=44%, signal=57%",,ImmuneGO_BTM_specific
"ChAd-BNT (V3, D1)","Differentiation, NK cell","Differentiation, NK cell","Differentiation, NK cell",1,-0.5769230769230769,-0.7656078860898134,0.85224839400428265,0.85224839400428265,0.85224839400428265,46,"tags=100%, list=44%, signal=57%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",Memory B cell surface signature (S9),Memory B cell surface signature (S9)...48,Memory B cell surface signature (S9),2,-0.8401362475625772,-1.2818116437571052,0.10562180579216354,0.8290478615071284,0.8290478615071284,5,"tags=100%, list=2%, signal=99%",NLGN4Y,ImmuneGO_BTM_specific
"ChAd (V2, D1)",B cell surface signature (S2),B cell surface signature (S2)...49,B cell surface signature (S2),3,-0.7411288904043338,-1.2654939080308774,0.15079365079365079,0.8290478615071284,0.8290478615071284,5,"tags=67%, list=2%, signal=66%",NT5E/NLGN4Y,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Immune system, Process","Immune system, Process...50","Immune system, Process",3,-0.730480492629181,-1.2473115342370373,0.17777777777777778,0.8290478615071284,0.8290478615071284,2,"tags=67%, list=1%, signal=67%",ZNF683/TREML4,ImmuneGO_BTM_specific
"ChAd (V2, D1)",Innate immune response,Innate immune response...51,Innate immune response,4,-0.6692335261179068,-1.2350585265468725,0.19171779141104295,0.8290478615071284,0.8290478615071284,2,"tags=100%, list=1%, signal=101%",CFH/ZNF683/TREML4,ImmuneGO_BTM_specific
"ChAd (V2, D1)","PRR, TLR, Pathway","PRR, TLR, Pathway","PRR, TLR, Pathway",1,-0.8497854077253219,-1.1264180619541104,0.3013698630136986,0.8290478615071284,0.8290478615071284,37,"tags=100%, list=16%, signal=85%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",signaling in T cells (II) (M35.1),signaling in T cells (II) (M35.1)...53,signaling in T cells (II) (M35.1),1,-0.8497854077253219,-1.1264180619541104,0.3013698630136986,0.8290478615071284,0.8290478615071284,37,"tags=100%, list=16%, signal=85%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)","APP, MHC II, exogenous peptide","APP, MHC II, exogenous peptide...54","APP, MHC II, exogenous peptide",1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Clearance, Immune complex, Monocytes, Macrophages","Clearance, Immune complex, Monocytes, Macrophages","Clearance, Immune complex, Monocytes, Macrophages",1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Differentiation, Immune response, B cell, Mature","Differentiation, Immune response, B cell, Mature","Differentiation, Immune response, B cell, Mature",1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Differentiation, folicular B cell","Differentiation, folicular B cell","Differentiation, folicular B cell",1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Fc-gR signaling, phagocytosis","Fc-gR signaling, phagocytosis","Fc-gR signaling, phagocytosis",1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Ig, Immune response","Ig, Immune response...59","Ig, Immune response",1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in B cells (II) (M47.1),enriched in B cells (II) (M47.1)...60,enriched in B cells (II) (M47.1),1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in B cells (III) (M47.2),enriched in B cells (III) (M47.2)...61,enriched in B cells (III) (M47.2),1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in B cells (V) (M47.4),enriched in B cells (V) (M47.4),enriched in B cells (V) (M47.4),1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in naive and memory B cells (M83),enriched in naive and memory B cells (M83),enriched in naive and memory B cells (M83),1,0.8283261802575107,1.1012389957613316,0.34012219959266804,0.8290478615071284,0.8290478615071284,41,"tags=100%, list=18%, signal=83%",FCGR2B,ImmuneGO_BTM_specific
"ChAd (V2, D1)",Adaptive Immune response,Adaptive Immune response...64,Adaptive Immune response,1,-0.8111587982832618,-1.0752172409561964,0.3776908023483366,0.8340122199592669,0.8340122199592669,46,"tags=100%, list=20%, signal=81%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",Activated (LPS) dendritic cell surface signature (S11),Activated (LPS) dendritic cell surface signature (S11)...65,Activated (LPS) dendritic cell surface signature (S11),1,-0.776824034334764,-1.0297054000691617,0.45792563600782776,0.8340122199592669,0.8340122199592669,54,"tags=100%, list=23%, signal=77%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",viral sensing & immunity; IRF2 targets network (I) (M111.0),viral sensing & immunity; IRF2 targets network (I) (M111.0)...66,viral sensing & immunity; IRF2 targets network (I) (M111.0),1,-0.776824034334764,-1.0297054000691617,0.45792563600782776,0.8340122199592669,0.8340122199592669,54,"tags=100%, list=23%, signal=77%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in activated dendritic cells (II) (M165),enriched in activated dendritic cells (II) (M165)...67,enriched in activated dendritic cells (II) (M165),1,0.7682403433476395,1.0213563743071417,0.46028513238289204,0.8340122199592669,0.8340122199592669,55,"tags=100%, list=24%, signal=77%",ST3GAL6,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in monocytes (IV) (M118.0),enriched in monocytes (IV) (M118.0)...68,enriched in monocytes (IV) (M118.0),1,0.7682403433476395,1.0213563743071417,0.46028513238289204,0.8340122199592669,0.8340122199592669,55,"tags=100%, list=24%, signal=77%",ST3GAL6,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Extravasation, T cell","Extravasation, T cell","Extravasation, T cell",1,-0.759656652360515,-1.0069494796256442,0.49510763209393344,0.8340122199592669,0.8340122199592669,58,"tags=100%, list=25%, signal=76%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",signaling in T cells (I) (M35.0),signaling in T cells (I) (M35.0),signaling in T cells (I) (M35.0),1,-0.7553648068669528,-1.001260499514765,0.50293542074364,0.8340122199592669,0.8340122199592669,59,"tags=100%, list=25%, signal=75%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in monocytes (II) (M11.0),enriched in monocytes (II) (M11.0)...71,enriched in monocytes (II) (M11.0),1,0.7424892703862661,0.9871209651124889,0.5132382892057027,0.8340122199592669,0.8340122199592669,61,"tags=100%, list=26%, signal=74%",AOAH,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Signaling, T cell","Signaling, T cell...72","Signaling, T cell",2,-0.6229195044640542,-0.9503999812672734,0.596252129471891,0.8352902804957598,0.8352902804957599,46,"tags=100%, list=20%, signal=81%",ZNF683,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in T cells (I) (M7.0),enriched in T cells (I) (M7.0)...73,enriched in T cells (I) (M7.0),1,-0.6995708154506438,-0.9273037580733334,0.6262230919765166,0.8352902804957598,0.8352902804957599,72,"tags=100%, list=31%, signal=70%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",T cell activation (I) (M7.1),T cell activation (I) (M7.1)...74,T cell activation (I) (M7.1),1,0.6866952789699571,0.9129442451907412,0.6558044806517311,0.8352902804957598,0.8352902804957599,74,"tags=100%, list=32%, signal=69%",PTPN22,ImmuneGO_BTM_specific
"ChAd (V2, D1)",regulation of antigen presentation and immune response (M5.0),regulation of antigen presentation and immune response (M5.0)...75,regulation of antigen presentation and immune response (M5.0),1,0.6866952789699571,0.9129442451907412,0.6558044806517311,0.8352902804957598,0.8352902804957599,74,"tags=100%, list=32%, signal=69%",PTPN22,ImmuneGO_BTM_specific
"ChAd (V2, D1)","plasma cells & B cells, immunoglobulins (M156.0)","plasma cells & B cells, immunoglobulins (M156.0)...76","plasma cells & B cells, immunoglobulins (M156.0)",1,-0.6652360515021459,-0.8817919171862987,0.6908023483365949,0.8352902804957598,0.8352902804957599,80,"tags=100%, list=34%, signal=66%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)","plasma cells, immunoglobulins (M156.1)","plasma cells, immunoglobulins (M156.1)...77","plasma cells, immunoglobulins (M156.1)",1,-0.6652360515021459,-0.8817919171862987,0.6908023483365949,0.8352902804957598,0.8352902804957599,80,"tags=100%, list=34%, signal=66%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",T cell activation (III) (M7.4),T cell activation (III) (M7.4),T cell activation (III) (M7.4),1,0.6609442060085837,0.8787088359960885,0.6985743380855397,0.8352902804957598,0.8352902804957599,80,"tags=100%, list=34%, signal=66%",ZMYND11,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Activation, Complement","Activation, Complement","Activation, Complement",1,-0.630901287553648,-0.8362800762992638,0.7710371819960861,0.8352902804957598,0.8352902804957599,88,"tags=100%, list=38%, signal=63%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)","Complement, Alternative pathway","Complement, Alternative pathway","Complement, Alternative pathway",1,-0.630901287553648,-0.8362800762992638,0.7710371819960861,0.8352902804957598,0.8352902804957599,88,"tags=100%, list=38%, signal=63%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",complement activation (I) (M112.0),complement activation (I) (M112.0),complement activation (I) (M112.0),1,-0.630901287553648,-0.8362800762992638,0.7710371819960861,0.8352902804957598,0.8352902804957599,88,"tags=100%, list=38%, signal=63%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",complement activation (II) (M112.1),complement activation (II) (M112.1),complement activation (II) (M112.1),1,-0.630901287553648,-0.8362800762992638,0.7710371819960861,0.8352902804957598,0.8352902804957599,88,"tags=100%, list=38%, signal=63%",,ImmuneGO_BTM_specific
"ChAd (V2, D1)",immune activation - generic cluster (M37.0),immune activation - generic cluster (M37.0)...83,immune activation - generic cluster (M37.0),2,-0.540028490749236,-0.8239316056308921,0.768313458262351,0.8352902804957598,0.8352902804957599,50,"tags=100%, list=21%, signal=79%",FOLR3,ImmuneGO_BTM_specific
"ChAd (V2, D1)",enriched in NK cells (I) (M7.2),enriched in NK cells (I) (M7.2)...84,enriched in NK cells (I) (M7.2),2,-0.4276367775011901,-0.6524534589360915,0.9540034071550255,0.9791087599748947,0.9791087599748947,72,"tags=100%, list=31%, signal=70%",GZMH,ImmuneGO_BTM_specific
"ChAd (V2, D1)",DC surface signature (S5),DC surface signature (S5)...85,DC surface signature (S5),2,0.38789144862921165,0.6345086073803167,0.9421686746987952,0.9791087599748947,0.9791087599748947,32,"tags=50%, list=14%, signal=44%",TMEM158,ImmuneGO_BTM_specific
"ChAd (V2, D1)",Immune response,Immune response...86,Immune response,2,-0.377652786346764,-0.5761919453434129,0.9812606473594548,0.9812606473594548,0.9812606473594548,60,"tags=100%, list=26%, signal=75%",TNFSF9,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),enriched in T cells (I) (M7.0),enriched in T cells (I) (M7.0)...87,enriched in T cells (I) (M7.0),5,0.5102040816326531,1.3940983126650228,0.13897280966767372,0.9196940726577437,0.9196940726577437,29,"tags=100%, list=54%, signal=51%",GZMH/NKG7/GZMK/GZMA/CCL5,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),enriched in NK cells (receptor activation) (M61.2),enriched in NK cells (receptor activation) (M61.2),enriched in NK cells (receptor activation) (M61.2),1,0.9433962264150944,1.2255781754781818,0.17118997912317327,0.9196940726577437,0.9196940726577437,4,"tags=100%, list=7%, signal=94%",KLRD1,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),Adaptive Immune response,Adaptive Immune response...89,Adaptive Immune response,1,-0.9245283018867925,-1.223066991823268,0.18546845124282982,0.9196940726577437,0.9196940726577437,6,"tags=100%, list=11%, signal=91%",,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),"Costimulation, CD4+, abT cell","Costimulation, CD4+, abT cell","Costimulation, CD4+, abT cell",1,-0.9245283018867925,-1.223066991823268,0.18546845124282982,0.9196940726577437,0.9196940726577437,6,"tags=100%, list=11%, signal=91%",,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),"Formation, Immunological synapse","Formation, Immunological synapse","Formation, Immunological synapse",1,-0.9245283018867925,-1.223066991823268,0.18546845124282982,0.9196940726577437,0.9196940726577437,6,"tags=100%, list=11%, signal=91%",,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),"Ig, Humoral immune response","Ig, Humoral immune response","Ig, Humoral immune response",1,-0.9245283018867925,-1.223066991823268,0.18546845124282982,0.9196940726577437,0.9196940726577437,6,"tags=100%, list=11%, signal=91%",,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),"Immune system, Process","Immune system, Process...93","Immune system, Process",1,-0.9245283018867925,-1.223066991823268,0.18546845124282982,0.9196940726577437,0.9196940726577437,6,"tags=100%, list=11%, signal=91%",,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),DC surface signature (S5),DC surface signature (S5)...94,DC surface signature (S5),1,-0.9056603773584906,-1.1981064409697317,0.21223709369024857,0.9196940726577437,0.9196940726577437,7,"tags=100%, list=13%, signal=89%",,ImmuneGO_BTM_specific
Varicella Zoster/LA (D1),Resting dendritic cell surface signature (S10),Resting dendritic cell surface signature (S10)...95,Resting dendritic cell surface signature (S10),1,-0.9056603773584906,-1.1981064409697317,0.21223709369024857,0.9196940726577437,0.9196940726577437,7,"tags=100%, list=13%, signal=89%",,ImmuneGO_BTM_specific
