condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
"I (D26, severe)",DENDRITIC CELL,DENDRITIC CELL...11,DENDRITIC CELL,12,-0.31568599653188906,-1.0018237136579753,0.46041666666666664,0.7536666666666666,0.584561403508772,1295,"tags=42%, list=24%, signal=32%",ZBTB46/CCR1/CCL5/EPS8/CCR7,Immune_GO_T2G_general
"I (D26, severe)",EOSINOPHIL,EOSINOPHIL...12,EOSINOPHIL,3,-0.5107458456946196,-0.9947514896537566,0.476,0.7536666666666666,0.584561403508772,892,"tags=67%, list=17%, signal=56%",CCL5/FCER1A,Immune_GO_T2G_general
"I (D26, severe)",MACROPHAGE,MACROPHAGE...13,MACROPHAGE,7,-0.3481490851089107,-0.9074347406602696,0.5784114052953157,0.7623456790123457,0.5912930474333983,1012,"tags=43%, list=19%, signal=35%",TMEM229B/CCL5/SFTPD,Immune_GO_T2G_general
"I (D26, severe)",NK CELL,NK CELL...14,NK CELL,12,-0.2720410215575105,-0.863317186945681,0.6395833333333333,0.7623456790123457,0.5912930474333983,1148,"tags=33%, list=21%, signal=26%",GATA3/CORO1A/GZMB/AXL,Immune_GO_T2G_general
"I (D26, severe)",ARPP,ARPP...15,ARPP,36,0.1953494024633911,0.8459642855043947,0.6981891348088531,0.7623456790123457,0.5912930474333983,388,"tags=14%, list=7%, signal=13%",NFKBIA/S100A12/FLT1/TNFAIP3/CCL20,Immune_GO_T2G_general
"I (D26, severe)",B CELL,B CELL...16,B CELL,52,0.17727996398388451,0.8458693941452851,0.7222222222222222,0.7623456790123457,0.5912930474333983,1412,"tags=35%, list=26%, signal=26%",CH25H/NFKBIA/BMX/TNFAIP3/FLT3/BCL6/PTX3/IL10/CD38/FCER1G/SOS2/RBPJ/HHEX/PRKCE/JAK3/BCL3/BCL10/TPD52,Immune_GO_T2G_general
"I (D26, severe)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...17,IMMUNOGLOBULIN MEDIATED RESPONSE,52,0.17727996398388451,0.8458693941452851,0.7222222222222222,0.7623456790123457,0.5912930474333983,1412,"tags=35%, list=26%, signal=26%",CH25H/NFKBIA/BMX/TNFAIP3/FLT3/BCL6/PTX3/IL10/CD38/FCER1G/SOS2/RBPJ/HHEX/PRKCE/JAK3/BCL3/BCL10/TPD52,Immune_GO_T2G_general
"I (D26, severe)",INFLAMMATION,INFLAMMATION...18,INFLAMMATION,8,-0.29864339426888087,-0.8147164837997277,0.6931106471816284,0.7623456790123457,0.5912930474333983,407,"tags=50%, list=8%, signal=46%",CD68/PRDX2/CD6/IL5RA,Immune_GO_T2G_general
"I (D26, severe)",COMPLEMENT,COMPLEMENT...19,COMPLEMENT,5,0.21571686298658574,0.48878595405274844,0.9901185770750988,0.9901185770750988,0.767959007149661,1105,"tags=40%, list=20%, signal=32%",CR1/CD55,Immune_GO_T2G_general
"BNT-I (D10, severe)",ANTIMICROBIAL,ANTIMICROBIAL...20,ANTIMICROBIAL,18,0.6233430474588855,2.160515608219117,2.867875110011597e-4,0.0029046634836697844,0.0017701550315993148,363,"tags=44%, list=6%, signal=42%",PRTN3/DEFA4/BPI/S100A7/RNASE3/AZU1/CAMP/S100A12,Immune_GO_T2G_general
"BNT-I (D10, severe)",NEUTROPHIL,NEUTROPHIL...21,NEUTROPHIL,28,0.5406871227521258,2.1230080948568206,4.5863107636891334e-4,0.0029046634836697844,0.0017701550315993148,1225,"tags=54%, list=19%, signal=44%",PRTN3/ELANE/CTSG/CD177/AZU1/CAMP/IL18RAP/ANXA3/S100A12/CXCL3/CCL20/IL15/FCER1G/F2RL1/CXCL2,Immune_GO_T2G_general
"BNT-I (D10, severe)",ANTIVIRAL & IFN,ANTIVIRAL & IFN...22,ANTIVIRAL & IFN,39,0.48402774121788383,2.0361317446548184,3.8558070611074627e-4,0.0029046634836697844,0.0017701550315993148,1832,"tags=67%, list=29%, signal=48%",IFI27/GBP6/IFIT1/MX1/OAS2/IFITM3/IFITM1/GBP1/IFIT2/EIF2AK2/CCL20/RNF135/STAT2/CASP1/IFITM2/GBP2/STAT1/SP100/HDAC4/TLR4/IL10RB/CD58/IFNGR2/TBKBP1/IFNGR1/STXBP3,Immune_GO_T2G_general
"BNT-I (D10, severe)",GENERAL,GENERAL...23,GENERAL,199,0.2904615253777371,1.6682911271239733,9.95348220457926e-4,0.004727904047175149,0.0028812711644834706,1262,"tags=33%, list=20%, signal=28%",IFI27/PRTN3/DEFA4/CEACAM8/ELANE/CTSG/CD177/LCN2/BPI/OLR1/S100A7/TARM1/GBP6/IFIT1/RNASE3/IL1R2/AZU1/MX1/IFI6/HP/CAMP/TNFRSF17/IL18RAP/DDX60/FLT3/FCGR1A/OAS2/IFITM3/TRIM22/S100A12/HMGB2/APOBEC3A/IL10/IFITM1/PARP9/GBP1/IL1R1/IFIT2/EIF2AK2/LILRA6/BCL6/CFB/CXCL3/CR1/CCL20/PRKCE/RNF135/IFI35/RNASE4/CEBPB/IL15/IFITM2/GBP2/IL27/BTNL8/WFDC3/FAS/IL1RN/TAP1/ALOX5/FCER1G/F2RL1/CXCL2/BST1/SELL/ZC3HAV1,Immune_GO_T2G_general
"BNT-I (D10, severe)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...24,CELLULAR ADAPTIVE IMMUNE SYSTEM,124,-0.2777277019987218,-1.5995409022693137,0.002650778103713515,0.010072956794111357,0.006138644029652351,1386,"tags=36%, list=22%, signal=29%",PRKCQ/CTLA4/PIK3R1/GPR183/ITGB7/LFNG/MAPT/S1PR1/CD160/CD247/DPP4/TOX/BCL2/SKAP1/RAG1/IL7/KLRK1/ITK/CD1C/SPN/ZAP70/NLRC3/RASGRP1/CRTAM/PLCG1/RORA/GATA3/CD28/CD8B/TESPA1/GZMM/GPR15/CCR7/CX3CR1/TCF7/CD3G/THEMIS/CD6/ZFPM1/IL7R/CD40LG/EOMES/RORC/ZNF683/FCER1A,Immune_GO_T2G_general
"BNT-I (D10, severe)",T CELL,T CELL...25,T CELL,102,-0.3029038931439982,-1.6660902992798514,0.0036490944928360383,0.011555465893980788,0.007042112179157268,1386,"tags=39%, list=22%, signal=31%",PRKCQ/CTLA4/PIK3R1/GPR183/ITGB7/LFNG/S1PR1/CD160/CD247/DPP4/TOX/BCL2/SKAP1/RAG1/IL7/KLRK1/ITK/CD1C/SPN/ZAP70/NLRC3/RASGRP1/CRTAM/PLCG1/GATA3/CD28/CD8B/TESPA1/GZMM/GPR15/CCR7/TCF7/CD3G/THEMIS/CD6/IL7R/CD40LG/EOMES/ZNF683/FCER1A,Immune_GO_T2G_general
"BNT-I (D10, severe)",HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...26,HUMORAL ADAPTIVE IMMUNE SYSTEM,87,0.33245415565598146,1.673298638484984,0.005260673877143476,0.01427897195224658,0.008701866563695976,1390,"tags=37%, list=22%, signal=29%",CH25H/PRTN3/DEFA4/CTSG/BPI/S100A7/RNASE3/AZU1/CAMP/FLT3/BMX/S100A12/IL10/EPHB2/NFKBIA/BCL6/CXCL3/CCL20/PRKCE/RNASE4/CD38/GAPT/WFDC3/ALOX5/FCER1G/CXCL2/HHEX/BST1/HDAC4/ADM/JAK3/ADAM17,Immune_GO_T2G_general
"BNT-I (D10, severe)",NK CELL,NK CELL...27,NK CELL,13,-0.5505571925507021,-1.735302464096298,0.011285500009652888,0.026803062522925608,0.01633427632976076,891,"tags=46%, list=14%, signal=40%",KLRK1/KLRC2/RASGRP1/GATA3/XCL1/KLRF2,Immune_GO_T2G_general
"BNT-I (D10, severe)",MAST CELL,MAST CELL...28,MAST CELL,8,-0.5363455164253024,-1.4273626168511016,0.1087866108786611,0.22677541277103638,0.13820108257514685,862,"tags=50%, list=13%, signal=43%",PTGDS/RASGRP1/CLNK/FCER1A,Immune_GO_T2G_general
"BNT-I (D10, severe)",MONOCYTE,MONOCYTE...29,MONOCYTE,9,0.48964151011103263,1.370192444937317,0.12209302325581395,0.22677541277103638,0.13820108257514685,885,"tags=44%, list=14%, signal=38%",CTSG/AZU1/S100A12/CCL20,Immune_GO_T2G_general
"BNT-I (D10, severe)",EOSINOPHIL,EOSINOPHIL...30,EOSINOPHIL,6,-0.5740392113133865,-1.3598940420301846,0.13129102844638948,0.22677541277103638,0.13820108257514685,1050,"tags=67%, list=16%, signal=56%",CCL4/CCL5/XCL1/FCER1A,Immune_GO_T2G_general
"BNT-I (D10, severe)",ARPP,ARPP...31,ARPP,42,0.2893672412626779,1.2308975040592536,0.19223985890652556,0.3043797766019988,0.1854946006992791,1208,"tags=33%, list=19%, signal=27%",CTSG/AZU1/BATF2/S100A12/MAP2K6/NFKBIA/CCL20/PRKCE/RNF135/IFI35/CASP1/PIK3AP1/JMJD6/ALOX5,Immune_GO_T2G_general
"BNT-I (D10, severe)",INFLAMMATION,INFLAMMATION...32,INFLAMMATION,8,0.42674093684692266,1.158089301176213,0.26717557251908397,0.3904873752201996,0.2379701455635566,428,"tags=38%, list=7%, signal=35%",ELANE/HMGB2/IL10,Immune_GO_T2G_general
"BNT-I (D10, severe)",T HELPER CELLS,T HELPER CELLS...33,T HELPER CELLS,18,-0.3271272071006167,-1.1441406447752462,0.3075221238938053,0.41735145385587863,0.2543416062279593,733,"tags=28%, list=11%, signal=25%",SPN/RORA/GATA3/ZFPM1/RORC,Immune_GO_T2G_general
"BNT-I (D10, severe)",MACROPHAGE,MACROPHAGE...34,MACROPHAGE,12,0.3400203747882211,1.0322707688140054,0.44609665427509293,0.5386943799818384,0.3282902038670484,1449,"tags=42%, list=23%, signal=32%",AZU1/PRKCE/IFI35/JMJD6/TLR4,Immune_GO_T2G_general
"BNT-I (D10, severe)",B CELL,B CELL...35,B CELL,55,0.2150823096838771,0.9836473687312225,0.48198970840480276,0.5386943799818384,0.3282902038670484,1449,"tags=29%, list=23%, signal=23%",CH25H/FLT3/BMX/IL10/EPHB2/NFKBIA/BCL6/PRKCE/CD38/GAPT/FCER1G/HHEX/HDAC4/JAK3/ADAM17/TLR4,Immune_GO_T2G_general
"BNT-I (D10, severe)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...36,IMMUNOGLOBULIN MEDIATED RESPONSE,55,0.2150823096838771,0.9836473687312225,0.48198970840480276,0.5386943799818384,0.3282902038670484,1449,"tags=29%, list=23%, signal=23%",CH25H/FLT3/BMX/IL10/EPHB2/NFKBIA/BCL6/PRKCE/CD38/GAPT/FCER1G/HHEX/HDAC4/JAK3/ADAM17/TLR4,Immune_GO_T2G_general
"BNT-I (D10, severe)",DENDRITIC CELL,DENDRITIC CELL...37,DENDRITIC CELL,12,-0.27218983408966024,-0.8304542505692237,0.646551724137931,0.6824712643678161,0.4159104658197218,1346,"tags=42%, list=21%, signal=33%",F2R/GPR183/ZBTB46/CCL5/CCR7,Immune_GO_T2G_general
"BNT-I (D10, severe)",COMPLEMENT,COMPLEMENT...38,COMPLEMENT,9,-0.2919964582334438,-0.8095113283764873,0.6872427983539094,0.6872427983539094,0.41881832586664847,379,"tags=22%, list=6%, signal=21%",SUSD4/CFH,Immune_GO_T2G_general
"BNT-I (D26, severe)",NEUTROPHIL,NEUTROPHIL...39,NEUTROPHIL,5,0.8248557944415312,1.889759759393621,9.913726028002022e-4,0.01685333424760344,0.014609701514950349,339,"tags=100%, list=18%, signal=82%",CAMP/S100A12/ANXA3/CXCL2/IL18RAP,Immune_GO_T2G_general
"BNT-I (D26, severe)",ANTIMICROBIAL,ANTIMICROBIAL...40,ANTIMICROBIAL,6,0.7550869873985149,1.8417774968009804,0.0031545477590794392,0.026813655952175233,0.02324403611953271,333,"tags=83%, list=17%, signal=69%",BPI/CAMP/S100A12/CXCL2/BCL3,Immune_GO_T2G_general
"BNT-I (D26, severe)",GENERAL,GENERAL...41,GENERAL,43,-0.37349158102962804,-1.7913584991732148,0.00905972500645649,0.05133844170325344,0.04450391231241784,264,"tags=42%, list=14%, signal=37%",CD79B/HLA-DPA1/SPN/ADD2/PRF1/CXCR5/IL7/CR2/CLEC10A/CFH/CCR7/S1PR1/CD1B/CD79A/FASLG/CX3CR1/EOMES/ADORA1,Immune_GO_T2G_general
"BNT-I (D26, severe)",ARPP,ARPP...42,ARPP,8,0.47908265410537365,1.3364185264267483,0.1592920353982301,0.49095337508698683,0.4255942570413508,482,"tags=62%, list=25%, signal=47%",NFKBIA/S100A12/JMJD6/BCL10/MAPKAPK2,Immune_GO_T2G_general
"BNT-I (D26, severe)",COMPLEMENT,COMPLEMENT...43,COMPLEMENT,3,-0.6611480169400852,-1.2881314599622566,0.1732776617954071,0.49095337508698683,0.4255942570413508,174,"tags=67%, list=9%, signal=61%",CR2/CFH,Immune_GO_T2G_general
"BNT-I (D26, severe)",MONOCYTE,MONOCYTE...44,MONOCYTE,1,0.9304029304029304,1.2233513284640614,0.15555555555555556,0.49095337508698683,0.4255942570413508,134,"tags=100%, list=7%, signal=93%",S100A12,Immune_GO_T2G_general
"BNT-I (D26, severe)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...45,CELLULAR ADAPTIVE IMMUNE SYSTEM,33,-0.2787300499151856,-1.2391649889189615,0.2234762979683973,0.5427281522089649,0.4704764167755733,248,"tags=27%, list=13%, signal=24%",SPN/PRF1/IL7/CR2/CCR7/S1PR1/ZFPM1/CX3CR1/EOMES,Immune_GO_T2G_general
"BNT-I (D26, severe)",MAST CELL,MAST CELL...46,MAST CELL,2,0.7188481675392671,1.186260851637387,0.2681992337164751,0.5699233716475095,0.494051220004033,539,"tags=100%, list=28%, signal=72%",S100A12/SLC15A4,Immune_GO_T2G_general
"BNT-I (D26, severe)",MACROPHAGE,MACROPHAGE...47,MACROPHAGE,1,0.8503401360544218,1.1180798136974688,0.3151515151515151,0.5952861952861952,0.5160375686691476,287,"tags=100%, list=15%, signal=85%",JMJD6,Immune_GO_T2G_general
"BNT-I (D26, severe)",HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...48,HUMORAL ADAPTIVE IMMUNE SYSTEM,22,0.2723523256817679,1.0567546810487771,0.4011090573012939,0.6185031185031185,0.536163694058431,178,"tags=23%, list=9%, signal=21%",NFKBIA/BPI/CAMP/S100A12/CXCL2,Immune_GO_T2G_general
"BNT-I (D26, severe)",T CELL,T CELL...49,T CELL,27,-0.24957557850880976,-1.0451690600332046,0.401330376940133,0.6185031185031185,0.536163694058431,248,"tags=26%, list=13%, signal=23%",SPN/PRF1/IL7/CR2/CCR7/S1PR1/EOMES,Immune_GO_T2G_general
"BNT-I (D26, severe)",DENDRITIC CELL,DENDRITIC CELL...50,DENDRITIC CELL,2,-0.5882165554807474,-0.9947487311038985,0.5093555093555093,0.6185031185031185,0.536163694058431,148,"tags=100%, list=8%, signal=92%",CCR7,Immune_GO_T2G_general
"BNT-I (D26, severe)",B CELL,B CELL...51,B CELL,16,-0.2652803085806376,-0.9554097507480346,0.5,0.6185031185031185,0.536163694058431,264,"tags=31%, list=14%, signal=27%",CD79B/CXCR5/IL7/CR2/CD79A,Immune_GO_T2G_general
"BNT-I (D26, severe)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...52,IMMUNOGLOBULIN MEDIATED RESPONSE,16,-0.2652803085806376,-0.9554097507480346,0.5,0.6185031185031185,0.536163694058431,264,"tags=31%, list=14%, signal=27%",CD79B/CXCR5/IL7/CR2/CD79A,Immune_GO_T2G_general
"BNT-I (D26, severe)",T HELPER CELLS,T HELPER CELLS...53,T HELPER CELLS,5,-0.3796778386324259,-0.8961605722609954,0.579175704989154,0.6563991323210412,0.5690147277086426,248,"tags=60%, list=13%, signal=52%",MEN1/SPN/ZFPM1,Immune_GO_T2G_general
"BNT-I (D26, severe)",INFLAMMATION,INFLAMMATION...54,INFLAMMATION,1,0.642595499738357,0.8449243145972257,0.7333333333333333,0.7555555555555555,0.6549707602339181,684,"tags=100%, list=36%, signal=64%",RBPJ,Immune_GO_T2G_general
"BNT-I (D26, severe)",ANTIVIRAL & IFN,ANTIVIRAL & IFN...55,ANTIVIRAL & IFN,6,-0.2982869814962649,-0.748374090598339,0.7555555555555555,0.7555555555555555,0.6549707602339181,250,"tags=33%, list=13%, signal=29%",HLA-DPA1/FASLG,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",ANTIMICROBIAL,ANTIMICROBIAL...56,ANTIMICROBIAL,6,0.8888094179821503,2.3056854834168856,6.068078455007968e-6,1.0922541219014343e-4,7.664941206325855e-5,36,"tags=83%, list=4%, signal=80%",PRTN3/DEFA4/AZU1/CAMP/BPI,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",B CELL,B CELL...57,B CELL,16,-0.6981111124986077,-2.2690248890679885,2.3294397009037852e-5,1.397663820542271e-4,9.808167161700147e-5,198,"tags=81%, list=24%, signal=63%",CD79B/LAX1/MPL/IL7R/CD40LG/CD19/CXCR5/BANK1/MS4A1/PAX5/CD79A/CR2/CD22,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...58,IMMUNOGLOBULIN MEDIATED RESPONSE,16,-0.6981111124986077,-2.2690248890679885,2.3294397009037852e-5,1.397663820542271e-4,9.808167161700147e-5,198,"tags=81%, list=24%, signal=63%",CD79B/LAX1/MPL/IL7R/CD40LG/CD19/CXCR5/BANK1/MS4A1/PAX5/CD79A/CR2/CD22,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",GENERAL,GENERAL...59,GENERAL,29,0.40063435695227595,1.8263544004744605,0.009111834788103311,0.0410032565464649,0.028774215120326248,44,"tags=31%, list=5%, signal=30%",PRTN3/DEFA4/CEACAM8/LCN2/AZU1/OLR1/CAMP/BPI/TARM1,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",NEUTROPHIL,NEUTROPHIL...60,NEUTROPHIL,5,0.7429630202493334,1.7869644455371214,0.01593786020732148,0.05737629674635733,0.04026406789218059,113,"tags=80%, list=14%, signal=69%",PRTN3/AZU1/CAMP/LGALS3,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",COMPLEMENT,COMPLEMENT...61,COMPLEMENT,2,-0.8776009791921665,-1.4486050004868722,0.03937013628541378,0.11811040885624136,0.08288449744297638,103,"tags=100%, list=13%, signal=88%",CR2,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",MACROPHAGE,MACROPHAGE...62,MACROPHAGE,2,0.8641370869033047,1.42763396192466,0.07467258475407029,0.19201521793903792,0.13474752136072835,113,"tags=100%, list=14%, signal=86%",AZU1/LGALS3,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...63,HUMORAL ADAPTIVE IMMUNE SYSTEM,23,-0.3510858118583252,-1.2627349344543342,0.1966966966966967,0.4425675675675676,0.3105737316263632,198,"tags=57%, list=24%, signal=44%",CD79B/LAX1/MPL/IL7R/CD40LG/CD19/CXCR5/BANK1/MS4A1/PAX5/CD79A/CR2/CD22,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",MONOCYTE,MONOCYTE...64,MONOCYTE,3,0.5975052998524388,1.1828973860891148,0.26618705035971224,0.47913669064748204,0.33623627413858387,113,"tags=67%, list=14%, signal=58%",AZU1/LGALS3,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...65,CELLULAR ADAPTIVE IMMUNE SYSTEM,12,0.34867237671938595,1.1820919524379578,0.2657894736842105,0.47913669064748204,0.33623627413858387,40,"tags=25%, list=5%, signal=24%",DEFA4/AZU1/CD24,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",DENDRITIC CELL,DENDRITIC CELL...66,DENDRITIC CELL,3,-0.608660110258531,-1.147025239544664,0.30256410256410254,0.4951048951048951,0.3474420316525579,165,"tags=67%, list=20%, signal=53%",CCR7/ARHGEF5,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",MAST CELL,MAST CELL...67,MAST CELL,1,0.8068459657701712,1.0856055890361422,0.3649789029535865,0.5474683544303798,0.384188318898512,159,"tags=100%, list=19%, signal=81%",SLC15A4,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",T CELL,T CELL...68,T CELL,9,-0.36453019224132394,-0.9713709236995061,0.5133333333333333,0.7107692307692307,0.4987854251012146,169,"tags=56%, list=21%, signal=45%",IL7R/CCR7/CD40LG/S1PR1/CR2,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",ANTIVIRAL & IFN,ANTIVIRAL & IFN...69,ANTIVIRAL & IFN,2,0.5520195838433293,0.9119871343173113,0.5981524249422633,0.731012658227848,0.5129913391072617,368,"tags=100%, list=45%, signal=55%",CDC42/MYO1C,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",NK CELL,NK CELL...70,NK CELL,1,0.6723716381418092,0.9046713241967851,0.6497890295358649,0.731012658227848,0.5129913391072617,269,"tags=100%, list=33%, signal=67%",CEBPG,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",ARPP,ARPP...71,ARPP,7,-0.3633922116104349,-0.8949995657251454,0.612141652613828,0.731012658227848,0.5129913391072617,175,"tags=57%, list=21%, signal=45%",MPL/CCR7/ARHGEF5/KLRC3,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",T HELPER CELLS,T HELPER CELLS...72,T HELPER CELLS,2,0.4614443084455324,0.7623484470900805,0.7967667436489607,0.8436353756283114,0.5920248250023238,442,"tags=100%, list=54%, signal=46%",MTOR/MEN1,Immune_GO_T2G_general
"BNT-I-BNT (D51, mild)",EOSINOPHIL,EOSINOPHIL...73,EOSINOPHIL,2,-0.340638733439831,-0.5622725866539899,0.9718804920913884,0.9718804920913884,0.682021397958869,175,"tags=50%, list=21%, signal=39%",MPL,Immune_GO_T2G_general
