condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
"BBIBP (V3, D07)",B CELL,B CELL...11,B CELL,153,-0.27620805232016044,-1.0083242569854491,0.4231536926147705,0.7109477124183007,0.6695906432748538,2823,"tags=11%, list=11%, signal=10%",IL9R/GATA3/IRF2BP2/IFNE/GPR183/LBP/TICAM1/BCL6/BCL3/SHLD3/CDH17/CHRNA4/CH25H/NFKBIA/RAG1/PTX3/TNFAIP3,Immune_GO_T2G_general
"BBIBP (V3, D07)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...12,IMMUNOGLOBULIN MEDIATED RESPONSE,153,-0.27620805232016044,-1.0083242569854491,0.4231536926147705,0.7109477124183007,0.6695906432748538,2823,"tags=11%, list=11%, signal=10%",IL9R/GATA3/IRF2BP2/IFNE/GPR183/LBP/TICAM1/BCL6/BCL3/SHLD3/CDH17/CHRNA4/CH25H/NFKBIA/RAG1/PTX3/TNFAIP3,Immune_GO_T2G_general
"BBIBP (V3, D07)",T CELL,T CELL...13,T CELL,225,-0.25265375402989215,-0.9704588538303252,0.5155642023346303,0.7535169111044596,0.7096835173837016,2963,"tags=11%, list=12%, signal=9%",LGALS1/PPP2CA/FKBP1B/PDE4D/GATA3/JMJD6/MAP3K8/NFKBID/IFNE/B2M/GPR183/BCL6/PSMB11/PDE4B/CD80/FCER1A/VTCN1/CCL3/RAG1/CD83/CCL20/IL2/IL12B/BTNL3,Immune_GO_T2G_general
"BBIBP (V3, D07)",INFLAMMATION,INFLAMMATION...14,INFLAMMATION,21,-0.34520147164469067,-0.9155360038818734,0.5756385068762279,0.7639816633922724,0.7195395167683452,8460,"tags=62%, list=34%, signal=41%",LIPA/FOSL2/HMGB2/HMGB1/CD6/PNMA1/CD68/SIRT2/IL31RA/IL1RN/NOTCH1/IL20RB/ELANE,Immune_GO_T2G_general
"BBIBP (V3, D07)",EOSINOPHIL,EOSINOPHIL...15,EOSINOPHIL,21,-0.33923713406786166,-0.8997175145664136,0.6031434184675835,0.7639816633922724,0.7195395167683452,3026,"tags=33%, list=12%, signal=29%",LGALS3/CCL3L1/CCL7/FCER1A/CCL18/CCL3/CCL23,Immune_GO_T2G_general
"BBIBP (V3, D07)",COMPLEMENT,COMPLEMENT...16,COMPLEMENT,28,0.28922766395609395,0.8072124804217993,0.7908366533864541,0.9078121367123925,0.8550031204493447,6990,"tags=46%, list=28%, signal=33%",CFHR3/C4A/FPR2/C4B/MASP1/C4BPB/C7/C1S/CR2/FPR1/MASP2/GPLD1/CR1,Immune_GO_T2G_general
"BBIBP (V3, D07)",MAST CELL,MAST CELL...17,MAST CELL,24,0.28469622622222013,0.7681602736085905,0.8122529644268774,0.9078121367123925,0.8550031204493447,6824,"tags=33%, list=28%, signal=24%",KITLG/CPLX2/CHGA/KIT/CLNK/CBL/SERPINB9/PIK3CG,Immune_GO_T2G_general
"BBIBP (V3, D07)",DENDRITIC CELL,DENDRITIC CELL...18,DENDRITIC CELL,29,-0.2608268302181591,-0.7363402503951499,0.87,0.9183333333333333,0.8649122807017545,2877,"tags=17%, list=12%, signal=15%",RELB/CDC42/ALOX5/CXCR4/GPR183,Immune_GO_T2G_general
"BBIBP (V3, D07)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...19,CELLULAR ADAPTIVE IMMUNE SYSTEM,279,-0.2087664327403198,-0.8197213536973516,0.9719438877755511,0.9719438877755511,0.915404215633483,2963,"tags=10%, list=12%, signal=9%",LGALS1/RELB/PPP2CA/FKBP1B/PDE4D/PTGER4/GATA3/JMJD6/MAP3K8/NFKBID/IFNE/B2M/GPR183/BCL6/PSMB11/PDE4B/BCL3/CD80/FCER1A/VTCN1/CCL3/RAG1/CD83/CCL20/IL2/IL12B/BTNL3,Immune_GO_T2G_general
"BBIBP (V3, D14)",MONOCYTE,MONOCYTE...20,MONOCYTE,30,-0.4528383040411574,-1.3055498425539172,0.05571873756328754,0.4909928034518425,0.4909928034518425,1583,"tags=33%, list=6%, signal=31%",S100A12/RPS19/LGALS3/CCL4/CCL23/CSF1/CCL18/CCL3L1/CCL3/CCL20,Immune_GO_T2G_general
"BBIBP (V3, D14)",MAST CELL,MAST CELL...21,MAST CELL,24,0.59243438283236,1.2236035113599228,0.12090163934426229,0.4909928034518425,0.4909928034518425,2882,"tags=17%, list=12%, signal=15%",GPR15LG/CPLX2/KITLG/SLC18A2,Immune_GO_T2G_general
"BBIBP (V3, D14)",EOSINOPHIL,EOSINOPHIL...22,EOSINOPHIL,21,-0.3759742905219634,-1.1606964360829177,0.14028365812909785,0.4909928034518425,0.4909928034518425,1228,"tags=29%, list=5%, signal=27%",LGALS3/CCL4/CCL23/CCL18/CCL3L1/CCL3,Immune_GO_T2G_general
"BBIBP (V3, D14)",T HELPER CELLS,T HELPER CELLS...23,T HELPER CELLS,31,-0.36288338471415,-1.0061268108598538,0.1183075573443919,0.4909928034518425,0.4909928034518425,1810,"tags=26%, list=7%, signal=24%",RELB/CEBPB/PTGER4/GATA3/GPR183/BCL6/BCL3/ATP7A,Immune_GO_T2G_general
"BBIBP (V3, D14)",DENDRITIC CELL,DENDRITIC CELL...24,DENDRITIC CELL,29,-0.2883886095838461,-0.8346235213974528,0.43256186318808415,1,1,4828,"tags=38%, list=20%, signal=31%",TGFBR2/ARHGEF5/IRF8/SPI1/CCR1/CXCR1/CDC42/CXCR4/RELB/ALOX5/GPR183,Immune_GO_T2G_general
"BBIBP (V3, D14)",COMPLEMENT,COMPLEMENT...25,COMPLEMENT,28,0.35861947221370727,0.7492928195714869,0.9009193054136875,1,1,8191,"tags=39%, list=33%, signal=26%",C6/CFHR1/C4B/MASP1/C7/C4BPB/C4A/CFHR3/C1S/CLU/GPLD1,Immune_GO_T2G_general
"BBIBP (V3, D14)",MACROPHAGE,MACROPHAGE...26,MACROPHAGE,35,0.31296087617075036,0.6659463697231783,0.9603658536585366,1,1,7335,"tags=29%, list=30%, signal=20%",EDNRB/ADGRF5/SAA1/LBP/MMP2/ROR2/IL13/CXCL17/AZU1/IL33,Immune_GO_T2G_general
"BBIBP (V3, D14)",NK CELL,NK CELL...27,NK CELL,40,0.3101279076029675,0.6653131077423068,0.9593908629441624,1,1,2167,"tags=8%, list=9%, signal=7%",IL12B/RAET1G/IFNE,Immune_GO_T2G_general
"BBIBP (V3, D14)",INFLAMMATION,INFLAMMATION...28,INFLAMMATION,21,-0.21151770969675993,-0.6529910634916366,0.9487179487179487,1,1,3107,"tags=48%, list=13%, signal=42%",IL31RA/RBPJ/SIRT2/CD6/CD68/RASGRP1/HMGB2/ELANE/FOSL2/IL1RN,Immune_GO_T2G_general
"BBIBP (V3, D14)",HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...29,HUMORAL ADAPTIVE IMMUNE SYSTEM,245,0.28294763977341075,0.6474392097367083,1,1,1,4927,"tags=14%, list=20%, signal=11%",NKX3-2/CHRNA4/WFDC13/WNT3A/NKX2-3/SFTPA1/CXCL6/BCAR1/CXCL12/EPB42/CST9/WFDC10B/NKX2-5/F2/IFNE/WFDC9/PRTN3/REG3G/REG3A/REG1B/CXCL14/WNT4/FZD9/SPAG11B/DEFB1/C4B/NOTCH1/RAG2/BMX/LBP/HTN3/HTN1/WFDC11/CCL8,Immune_GO_T2G_general
"BBIBP (V3, D14)",ANTIMICROBIAL,ANTIMICROBIAL...30,ANTIMICROBIAL,55,0.28815572622846336,0.6310614651482996,0.9808660624370594,1,1,5518,"tags=29%, list=22%, signal=23%",CXCL6/CXCL12/CST9/F2/PRTN3/REG3G/REG3A/REG1B/CXCL14/SPAG11B/DEFB1/HTN3/HTN1/CCL8/DEFA3/H2BC12L,Immune_GO_T2G_general
"BBIBP (V3, D14)",ANTIVIRAL & IFN,ANTIVIRAL & IFN...31,ANTIVIRAL & IFN,96,0.24642657076406874,0.5528375232959827,1,1,1,2484,"tags=7%, list=10%, signal=7%",IL12B/IFNL4/CLDN1/GBP7/IFNE/NMBR/IFNL2,Immune_GO_T2G_general
"BBIBP (V3, D14)",B CELL,B CELL...32,B CELL,153,0.20624056492149273,0.4675929762061938,1,1,1,4229,"tags=7%, list=17%, signal=6%",CHRNA4/WNT3A/SFTPA1/BCAR1/IFNE/WNT4/FZD9/C4B/RAG2/BMX/LBP,Immune_GO_T2G_general
"BBIBP (V3, D14)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...33,IMMUNOGLOBULIN MEDIATED RESPONSE,153,0.20624056492149273,0.4675929762061938,1,1,1,4229,"tags=7%, list=17%, signal=6%",CHRNA4/WNT3A/SFTPA1/BCAR1/IFNE/WNT4/FZD9/C4B/RAG2/BMX/LBP,Immune_GO_T2G_general
"BBIBP (V3, D28)",MACROPHAGE,MACROPHAGE...34,MACROPHAGE,35,-0.48771373278256425,-1.4364124342757687,0.03849147954806879,0.629139072847682,0.6273963053328686,5234,"tags=43%, list=21%, signal=34%",PLCG2/CRTC3/MMP2/RPL13A/LGALS3/CCL2/B4GALT1/SAA1/JMJD6/TICAM1/LBP/CSF1/ADGRF5/CCL3/EDN2,Immune_GO_T2G_general
"BBIBP (V3, D28)",ARPP,ARPP...35,ARPP,128,-0.34003839285677856,-1.2469176516290268,0.07276995305164319,0.629139072847682,0.6273963053328686,5234,"tags=28%, list=21%, signal=22%",PLCG2/RPS19/CRTC3/TIRAP/RAB11FIP2/CTSS/MMP2/RPL13A/RELB/LGALS3/CCL2/FOSL1/KLRC3/CCL4/CCL7/LSM14A/CDC42/B4GALT1/SAA1/REG3G/BCL10/GPR183/JMJD6/TICAM1/CTSG/LBP/CCL18/CSF1/TNFAIP3/CCL3L1/ADGRF5/NFKBIA/ITGB6/CCL3/CCL20/EDN2,Immune_GO_T2G_general
"BBIBP (V3, D28)",NEUTROPHIL,NEUTROPHIL...36,NEUTROPHIL,83,-0.3608472494075786,-1.239967352071512,0.09933774834437085,0.629139072847682,0.6273963053328686,2857,"tags=20%, list=12%, signal=18%",CXCL3/CTSG/PRTN3/PDE4B/LBP/EDN3/CAMP/FCAR/CCL18/ELANE/CSF1/CCL3L1/CCL3/CCL20/CXCL2/CXCL8/EDN2,Immune_GO_T2G_general
"BBIBP (V3, D28)",MAST CELL,MAST CELL...37,MAST CELL,24,0.4439199853172706,1.1765346289071557,0.2545126353790614,0.882640586797066,0.880195599022005,4080,"tags=17%, list=17%, signal=14%",KITLG/CPLX2/CHGA/GPR15LG,Immune_GO_T2G_general
"BBIBP (V3, D28)",HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...38,HUMORAL ADAPTIVE IMMUNE SYSTEM,245,-0.28313502951545233,-1.10553477075546,0.18882978723404256,0.882640586797066,0.880195599022005,2918,"tags=16%, list=12%, signal=14%",GPR183/RPL39/CXCL3/CXCL12/BCL3/TICAM1/CTSG/HLA-G/WFDC9/REG3A/WFDC13/PRTN3/NTS/GATA3/BCL6/LBP/IRF2BP2/SHLD3/WFDC3/ADM/CHRNA4/CAMP/NFKB2/IL9/NKX3-2/CCL18/RAG2/CD83/PTX3/TNFAIP3/NFKBIA/CH25H/NKX2-5/CCL20/CXCL2/BPI/CXCL8/CLEC4G,Immune_GO_T2G_general
"BBIBP (V3, D28)",B CELL,B CELL...39,B CELL,153,-0.28040825345596,-1.04947026215377,0.3251833740831296,0.882640586797066,0.880195599022005,2764,"tags=12%, list=11%, signal=11%",CAMLG/GPR183/BCL3/TICAM1/HLA-G/GATA3/BCL6/LBP/IRF2BP2/SHLD3/CHRNA4/IL9/RAG2/PTX3/TNFAIP3/NFKBIA/CH25H/CLEC4G,Immune_GO_T2G_general
"BBIBP (V3, D28)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...40,IMMUNOGLOBULIN MEDIATED RESPONSE,153,-0.28040825345596,-1.04947026215377,0.3251833740831296,0.882640586797066,0.880195599022005,2764,"tags=12%, list=11%, signal=11%",CAMLG/GPR183/BCL3/TICAM1/HLA-G/GATA3/BCL6/LBP/IRF2BP2/SHLD3/CHRNA4/IL9/RAG2/PTX3/TNFAIP3/NFKBIA/CH25H/CLEC4G,Immune_GO_T2G_general
"BBIBP (V3, D28)",INFLAMMATION,INFLAMMATION...41,INFLAMMATION,21,-0.38284124836143185,-1.0110657836852746,0.4310722100656455,0.925054704595186,0.9224922261891052,6802,"tags=43%, list=28%, signal=31%",CD68/RBPJ/SIRT2/HMGB2/RASGRP1/FOSL2/IL31RA/IL1RN/ELANE,Immune_GO_T2G_general
"BBIBP (V3, D28)",GENERAL,GENERAL...42,GENERAL,517,-0.2336628867520257,-0.9835795273267073,0.5364431486880467,0.925054704595186,0.9224922261891052,3063,"tags=12%, list=12%, signal=11%",PTGER4/GPR183/CTSK/IL31RA/LILRA5/RPL39/TARM1/CXCL3/BPIFC/CXCL12/FCGR2C/IL1RN/BCL3/MAP3K8/TICAM1/PTN/CTSG/HLA-G/WFDC9/REG3A/WFDC13/PRTN3/PDE4B/VPREB1/NTS/GATA3/BCL6/LBP/CRHR1/IL12A/WFDC3/ADM/AIMP1/CAMP/BAG6/IGSF6/IL9/FCAR/IFNL2/CSF3/SUSD4/CCL18/ELANE/CSF1/RNF19B/CD83/FGL1/C6/RGS1/VTCN1/CEACAM20/CCL3L1/GEM/CFB/ITGB6/CCL3/CCL20/CXCL2/BPI/CXCL8/HMSD/HLA-DMA/CLEC4G,Immune_GO_T2G_general
"BBIBP (V3, D28)",MONOCYTE,MONOCYTE...43,MONOCYTE,30,-0.3360730292735257,-0.9628601230500822,0.49130434782608695,0.925054704595186,0.9224922261891052,1605,"tags=33%, list=7%, signal=31%",LGALS3/CCL2/CCL4/CCL7/CTSG/CCL18/CSF1/CCL3L1/CCL3/CCL20,Immune_GO_T2G_general
"BBIBP (V3, D28)",ANTIMICROBIAL,ANTIMICROBIAL...44,ANTIMICROBIAL,55,-0.29139814742644193,-0.9454614053516415,0.5807127882599581,0.925054704595186,0.9224922261891052,2918,"tags=40%, list=12%, signal=35%",CXCL9/REG1B/LGALS3/GNLY/RPL30/LYZ/FAU/REG3G/RPL39/CXCL3/CXCL12/BCL3/REG3A/PRTN3/NTS/ADM/CAMP/CCL18/CCL20/CXCL2/BPI/CXCL8,Immune_GO_T2G_general
"BBIBP (V3, D28)",T HELPER CELLS,T HELPER CELLS...45,T HELPER CELLS,31,-0.31195042227691183,-0.9019793146281235,0.6086956521739131,0.925054704595186,0.9224922261891052,3063,"tags=19%, list=12%, signal=17%",PTGER4/GPR183/BCL3/GATA3/BCL6/ATP7A,Immune_GO_T2G_general
"BBIBP (V3, D28)",ANTIVIRAL & IFN,ANTIVIRAL & IFN...46,ANTIVIRAL & IFN,96,-0.25093130526326474,-0.8825592353204871,0.7494356659142212,0.925054704595186,0.9224922261891052,4812,"tags=27%, list=20%, signal=22%",STAT1/HLA-DPA1/GBP2/ADAMTS13/IFITM1/KIF5B/CD58/AIF1/RPL13A/CCL2/CCL4/CCL7/CDC42/IFI27/ACOD1/IRF1/VIM/CLDN1/IFNL4/FCAR/IFNL2/CCL18/WNT5A/CCL3L1/CCL3/CCL20,Immune_GO_T2G_general
"BBIBP (V3, D28)",COMPLEMENT,COMPLEMENT...47,COMPLEMENT,28,0.31411874849668986,0.8546189692143256,0.6915887850467289,0.925054704595186,0.9224922261891052,4428,"tags=29%, list=18%, signal=23%",CFHR3/C4B/CLU/CFHR1/C1S/C4BPB/FPR2/MASP1,Immune_GO_T2G_general
"BBIBP (V3, D28)",NK CELL,NK CELL...48,NK CELL,40,0.281174792021446,0.8257120159097339,0.7617328519855595,0.925054704595186,0.9224922261891052,4903,"tags=20%, list=20%, signal=16%",IL12B/RAET1G/PBX1/KIR3DL1/EMP2/KLRF2/TYRO3/IFNE,Immune_GO_T2G_general
"BBIBP (V3, D28)",EOSINOPHIL,EOSINOPHIL...49,EOSINOPHIL,21,-0.30287067726366945,-0.7998672556144847,0.7789934354485777,0.925054704595186,0.9224922261891052,4890,"tags=38%, list=20%, signal=31%",VAMP2/LGALS3/CCL2/CCL4/CCL7/CCL18/CCL3L1/CCL3,Immune_GO_T2G_general
"BBIBP (V3, D28)",T CELL,T CELL...50,T CELL,225,-0.21982183366071,-0.8600387057017392,0.8810126582278481,0.9846612062546538,0.9819336128855274,5320,"tags=28%, list=22%, signal=23%",NCAPH2/AKT1/MYO1G/KLRK1/CCNB2/KDELR1/ABL1/NCK1/STAT5B/KLRC1/ZFP36L2/SOX4/JAG1/DDOST/BAX/FAS/TOX/PDE4D/TAP2/PTPN11/SRF/CD44/RPL22/PLCG2/ZNF683/DTX1/LGALS1/F2RL1/CD3G/HPRT1/GZMM/ZFP36L1/BCAR1/RASGRP1/FOSL2/CD247/CCL2/BRAF/CD80/BCL10/IL2/GPR15/RPS6/CTNNB1/GNL1/PPP2CA/EGR1/IRF1/GPR183/CXCL12/JMJD6/MAP3K8/NFKBID/PDE4B/GATA3/BCL6/RAG2/CD83/VTCN1/PSMB11/CCL3/CCL20/BTNL3/CLEC4G,Immune_GO_T2G_general
"BBIBP (V3, D28)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...51,CELLULAR ADAPTIVE IMMUNE SYSTEM,279,-0.18279685011765745,-0.7254672555367994,1,1,0.997229916897507,5234,"tags=17%, list=21%, signal=13%",PLCG2/ZNF683/DTX1/LGALS1/F2RL1/CD3G/HPRT1/GZMM/AIF1/ZFP36L1/BCAR1/RASGRP1/RELB/FOSL2/CD247/CCL2/BRAF/CD80/BCL10/IL2/GPR15/RPS6/CTNNB1/GNL1/PPP2CA/EGR1/IRF1/PTGER4/GPR183/CXCL12/JMJD6/BCL3/MAP3K8/NFKBID/PDE4B/GATA3/BCL6/HAND2/ATP7A/RAG2/CD83/VTCN1/PSMB11/CCL3/CCL20/BTNL3/CLEC4G,Immune_GO_T2G_general
"BBIBP (V3, D28)",DENDRITIC CELL,DENDRITIC CELL...52,DENDRITIC CELL,29,0.20228688193998495,0.5581954834617943,0.9815837937384899,1,0.997229916897507,10014,"tags=52%, list=41%, signal=31%",CXCR2/HLA-DRB3/F2R/EPS8/CCR2/CCR7/ALOX5/DOCK8/BATF2/NLRP12/CCL5/LAG3/ZBTB46/PSEN1/CCR1,Immune_GO_T2G_general
"BNT (V1, D6)",MACROPHAGE,MACROPHAGE...53,MACROPHAGE,35,0.604126876583447,1.4263934245096677,0.04666460259967501,0.8866274493938252,0.8841714176780529,2807,"tags=17%, list=9%, signal=16%",CXCL17/ADGRF5/LBP/IL33/IL13/EDN2,Immune_GO_T2G_general
"BNT (V1, D6)",COMPLEMENT,COMPLEMENT...54,COMPLEMENT,31,0.5431239405318856,1.2692836724377738,0.14178302900107412,1,0.997229916897507,5921,"tags=29%, list=19%, signal=24%",MASP2/FPR3/CFB/C4B/MASP1/C7/MBL2/C6/C4BPB,Immune_GO_T2G_general
"BNT (V1, D6)",MAST CELL,MAST CELL...55,MAST CELL,24,0.48232399455714675,1.081175246806816,0.3641364136413641,1,0.997229916897507,883,"tags=8%, list=3%, signal=8%",CHGA/GPR15LG,Immune_GO_T2G_general
"BNT (V1, D6)",EOSINOPHIL,EOSINOPHIL...56,EOSINOPHIL,21,0.4902132577489297,1.080390267937224,0.3828125,1,0.997229916897507,2028,"tags=24%, list=6%, signal=22%",EPX/CX3CL1/CCL1/CCL24/SCG2,Immune_GO_T2G_general
"BNT (V1, D6)",B CELL,B CELL...57,B CELL,154,0.4009284889340344,1.046332986174783,0.3913913913913914,1,0.997229916897507,6126,"tags=10%, list=19%, signal=8%",CHRNA4/IL11/LBP/BCAR1/CHRNB2/WNT4/FZD9/C4B/WNT3A/MBL2/PLPP4/C17orf99/CHRNA7/SFTPA1/EPHB2/MPL,Immune_GO_T2G_general
"BNT (V1, D6)",IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...58,IMMUNOGLOBULIN MEDIATED RESPONSE,154,0.4009284889340344,1.046332986174783,0.3913913913913914,1,0.997229916897507,6126,"tags=10%, list=19%, signal=8%",CHRNA4/IL11/LBP/BCAR1/CHRNB2/WNT4/FZD9/C4B/WNT3A/MBL2/PLPP4/C17orf99/CHRNA7/SFTPA1/EPHB2/MPL,Immune_GO_T2G_general
"BNT (V1, D6)",ANTIMICROBIAL,ANTIMICROBIAL...59,ANTIMICROBIAL,49,0.4254145962511615,1.0340564766958766,0.4392819429778247,1,0.997229916897507,3373,"tags=14%, list=11%, signal=13%",CXCL3/CXCL12/CCL1/F2/PRSS3/REG1B/CXCL5,Immune_GO_T2G_general
"BNT (V1, D6)",HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...60,HUMORAL ADAPTIVE IMMUNE SYSTEM,238,0.3688783755699856,0.9760825293803238,0.602,1,0.997229916897507,6126,"tags=12%, list=19%, signal=10%",CXCL3/CHRNA4/CXCL12/IL11/LBP/BCAR1/CCL1/CHRNB2/WNT4/F2/PRSS3/NKX2-3/REG1B/FZD9/C4B/CXCL5/WNT3A/WFDC11/MBL2/PLPP4/C17orf99/CHRNA7/PF4V1/SFTPA1/CST9/EPHB2/CXCL9/MPL,Immune_GO_T2G_general
