condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
"ChAd (V2, D7)","Chemotaxis, NK cell, mature","Chemotaxis, NK cell, mature","Chemotaxis, NK cell, mature",1,-0.9466666666666667,-1.2649469887419382,0.10816326530612246,0.1845138055222089,0.1845138055222089,6,"tags=100%, list=8%, signal=93%",,Immune_GO_T2G_specfic
"ChAd (V2, D7)","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil...46","Chemotaxis, Neutrophil",1,-0.9466666666666667,-1.2649469887419382,0.10816326530612246,0.1845138055222089,0.1845138055222089,6,"tags=100%, list=8%, signal=93%",,Immune_GO_T2G_specfic
"ChAd (V2, D7)",Eosinophil,Eosinophil...47,Eosinophil,1,-0.9466666666666667,-1.2649469887419382,0.10816326530612246,0.1845138055222089,0.1845138055222089,6,"tags=100%, list=8%, signal=93%",,Immune_GO_T2G_specfic
"ChAd (V2, D7)",Monocyte,Monocyte...48,Monocyte,1,-0.9466666666666667,-1.2649469887419382,0.10816326530612246,0.1845138055222089,0.1845138055222089,6,"tags=100%, list=8%, signal=93%",,Immune_GO_T2G_specfic
"ChAd (V2, D7)",Natural Killer Cell,Natural Killer Cell...49,Natural Killer Cell,1,-0.9466666666666667,-1.2649469887419382,0.10816326530612246,0.1845138055222089,0.1845138055222089,6,"tags=100%, list=8%, signal=93%",,Immune_GO_T2G_specfic
"ChAd (V2, D7)",Neutrophil,Neutrophil...50,Neutrophil,1,-0.9466666666666667,-1.2649469887419382,0.10816326530612246,0.1845138055222089,0.1845138055222089,6,"tags=100%, list=8%, signal=93%",,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)","Immune system, Process","Immune system, Process...51","Immune system, Process",63,0.5013906390602241,2.1022941846411514,1.982033783159784e-5,0.0039046065528247744,0.003755432431250117,1108,"tags=60%, list=29%, signal=43%",IFI27/GBP1/CFB/IL31RA/IDO1/IFI6/FCGR1A/IFIT1/OAS2/MX1/EIF2AK2/IFIT2/CLEC6A/PARP9/MX2/IFITM3/AXL/DDX60/RNF213/IFI35/IL27/KLRK1/NLRP9/MASP2/TAP1/GBP2/LILRB4/MCOLN2/LACC1/LGALS9/LILRB1/LILRB2/ADAR/CD300C/HLA-DPA1/TAP2/BST2/SYK,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil...52","Chemotaxis, Neutrophil",17,-0.642651604681822,-2.086914341702203,7.00553875076268e-4,0.023001518898337465,0.022122753949776888,366,"tags=65%, list=10%, signal=59%",XCL1/TGFB2/CXCL3/CXCR2/CXCL8/CCL20/PF4V1/CXCR1/CXCL5/CXCL6/CXCL1,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)",Antiviral and Interferon,Antiviral and Interferon...53,Antiviral and Interferon,28,0.5872184714265521,2.0811114152809393,3.0038003408426573e-4,0.023001518898337465,0.022122753949776888,452,"tags=43%, list=12%, signal=38%",IFI27/CCL2/GBP1/IFIT1/OAS2/MX1/RAB43/EIF2AK2/IFIT2/IFITM3/STAT2/STAT1,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)",Neutrophil,Neutrophil...54,Neutrophil,23,-0.5855608426012412,-2.057161014413608,5.919118066344658e-4,0.023001518898337465,0.022122753949776888,366,"tags=52%, list=10%, signal=47%",XCL1/TGFB2/CXCL3/MPL/CXCR2/CXCL8/CCL20/PF4V1/CXCR1/CXCL5/CXCL6/CXCL1,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)",Antiviral innate immune response,Antiviral innate immune response,Antiviral innate immune response,7,0.8181940976558174,1.9262003381280481,4.0342453779311266e-4,0.023001518898337465,0.022122753949776888,207,"tags=57%, list=5%, signal=54%",IFIT1/MX1/EIF2AK2/IFIT2,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)","Signaling, Interferon I, Pathway","Signaling, Interferon I, Pathway...56","Signaling, Interferon I, Pathway",7,0.8100161888060103,1.9069478272179718,6.720826281889075e-4,0.023001518898337465,0.022122753949776888,452,"tags=71%, list=12%, signal=63%",IFI27/OAS2/IFITM3/STAT2/STAT1,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)",Humoral adaptive immune system,Humoral adaptive immune system...57,Humoral adaptive immune system,52,-0.42426763114397115,-1.8317293600548883,0.0015123779299383855,0.037242306524732746,0.0358194772880144,570,"tags=37%, list=15%, signal=32%",CASP3/KIT/TNFAIP3/CD79A/PIK3R1/XCL1/CXCR5/PBX1/CXCL3/WFDC3/MPL/CXCL8/CCL20/ADGRG3/PF4V1/CXCL5/CXCL6/CXCL1/PI3,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)",Innate immune response,Innate immune response...58,Innate immune response,51,0.43971611153002643,1.772923010810913,0.0013684716516373923,0.037242306524732746,0.0358194772880144,541,"tags=39%, list=14%, signal=34%",IFI27/DEFB1/GBP1/CFB/IFI6/FCGR1A/IFIT1/OAS2/MX1/EIF2AK2/IFIT2/CLEC6A/PARP9/MX2/IFITM3/AXL/DDX60/IFI35/TRIM22/IL27,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)",Immune response,Immune response...59,Immune response,44,-0.4414186334603578,-1.8459226825607018,0.0027547446901990623,0.06029830044102392,0.057994625056822374,468,"tags=48%, list=12%, signal=42%",TNFSF9/PIK3R1/CEBPB/PKHD1L1/XCL1/IL2/RGS1/CXCR4/CXCR5/TNFSF4/CXCL3/CXCR2/CXCL8/CCL20/BMP6/PF4V1/CXCR1/CXCL5/CXCL6/IL1R2/CXCL1,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)","Activation, Neutrophil","Activation, Neutrophil...60","Activation, Neutrophil",4,-0.8703515215607026,-1.749490028592634,0.0043128903452925894,0.08496393980226401,0.08171792233185958,157,"tags=100%, list=4%, signal=96%",CXCR2/CXCL8/CXCL6,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)","Chemotaxis, Dendritic cell","Chemotaxis, Dendritic cell...61","Chemotaxis, Dendritic cell",6,-0.7762292926636866,-1.8274705582856863,0.005730714255950917,0.10263188258384826,0.09871086756661866,858,"tags=100%, list=23%, signal=78%",CCL5/CCR7/CXCR4/CXCR2/CXCR1,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)","Extravasation, Th cell","Extravasation, Th cell","Extravasation, Th cell",1,0.9971113445378151,1.342243758495823,0.009835682692622211,0.16146912420388132,0.15530025304140332,12,"tags=100%, list=0%, signal=100%",CCL2,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)",Antimicrobial immune response,Antimicrobial immune response...63,Antimicrobial immune response,12,-0.6116449263900346,-1.8021897548768957,0.013481208325913914,0.18969986001464578,0.18245244350860937,366,"tags=67%, list=10%, signal=60%",XCL1/CXCL3/CXCL8/CCL20/PF4V1/CXCL5/CXCL6/CXCL1,Immune_GO_T2G_specfic
"ChAd-BNT (V2, D3)",Antimicrobial peptide-mediated immune response,Antimicrobial peptide-mediated immune response...64,Antimicrobial peptide-mediated immune response,12,-0.6116449263900346,-1.8021897548768957,0.013481208325913914,0.18969986001464578,0.18245244350860937,366,"tags=67%, list=10%, signal=60%",XCL1/CXCL3/CXCL8/CCL20/PF4V1/CXCL5/CXCL6/CXCL1,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil...65","Chemotaxis, Neutrophil",13,-0.7166991414536277,-2.4855645858826274,0.0020646545364546593,0.03854021801382031,0.029943527780161145,246,"tags=77%, list=7%, signal=72%",LGALS3/C5AR1/CXCL1/PDE4B/CXCL3/CCL4/CXCL8/CCL3/CXCL2/CCL20,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)",T helper cell,T helper cell...66,T helper cell,6,-0.9049440847557386,-2.3783559587381173,2.3923738675645667e-4,0.03854021801382031,0.029943527780161145,330,"tags=100%, list=10%, signal=90%",RELB/GPR183/CEBPB/BCL6/BCL3,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)",Dendritic cell,Dendritic cell...67,Dendritic cell,6,-0.8834608593290171,-2.3218941750022206,8.167864100260191e-4,0.03854021801382031,0.029943527780161145,403,"tags=100%, list=12%, signal=88%",RELB/CDC42/GPR183/CCR1/CXCR4,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Antigen receptors, processing and presentation","Antigen receptors, processing and presentation...68","Antigen receptors, processing and presentation",26,-0.5873242253234179,-2.1932471830957176,0.001578912480867854,0.03854021801382031,0.029943527780161145,246,"tags=54%, list=7%, signal=50%",LGALS3/CD14/RELB/CDC42/GPR183/CCR1/TICAM1/FOSL1/CXCR4/NFKBIA/TNFAIP3/CCL4/CCL3/CCL20,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)",Immune response,Immune response...69,Immune response,32,-0.5516143860887434,-1.9677381574754933,0.0017205811853126234,0.03854021801382031,0.029943527780161145,330,"tags=62%, list=10%, signal=57%",PTGER4/NRROS/CD28/FCGRT/C5AR1/PTAFR/GPR183/CEBPB/CCR1/RGS1/IL1RN/CXCL1/CXCR4/CXCL3/OSM/CCL4/CXCL8/CCL3/CXCL2/CCL20,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Chemotaxis, Dendritic cell","Chemotaxis, Dendritic cell...70","Chemotaxis, Dendritic cell",3,-0.9614819170832108,-1.863634552620537,0.0014788014183733094,0.03854021801382031,0.029943527780161145,135,"tags=100%, list=4%, signal=96%",CCR1/CXCR4,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)",General,General...71,General,68,-0.38856854963400445,-1.7019905503520503,7.812922314347819e-4,0.03854021801382031,0.029943527780161145,343,"tags=47%, list=10%, signal=43%",IFI30/PTGER4/NRROS/CD28/SLC15A3/LGALS3/CD14/FCGRT/C5AR1/PTAFR/GPR183/CEBPB/CCR1/BCL6/RGS1/IL1RN/ADM/TICAM1/RNF19B/APOBEC3A/CXCL1/BCL3/CXCR4/PDE4B/CD83/CXCL3/OSM/CCL4/CXCL8/CCL3/CXCL2/CCL20,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Migration, T cell","Migration, T cell...72","Migration, T cell",1,-0.9994122832794593,-1.338436838053487,0.0020331677966271846,0.03854021801382031,0.029943527780161145,4,"tags=100%, list=0%, signal=100%",,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Migration, Thymocyte","Migration, Thymocyte...73","Migration, Thymocyte",1,-0.9994122832794593,-1.338436838053487,0.0020331677966271846,0.03854021801382031,0.029943527780161145,4,"tags=100%, list=0%, signal=100%",,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Differentiation, Th2 cell","Differentiation, Th2 cell...74","Differentiation, Th2 cell",2,-0.9750146972369194,-1.6161445899829279,0.002717429089686876,0.0415025533697632,0.03224509159054284,88,"tags=100%, list=3%, signal=97%",BCL3,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Formation, Germinal center","Formation, Germinal center...75","Formation, Germinal center",2,-0.9750146972369194,-1.6161445899829279,0.002717429089686876,0.0415025533697632,0.03224509159054284,88,"tags=100%, list=3%, signal=97%",BCL3,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Chemotaxis, Granulocyte","Chemotaxis, Granulocyte...76","Chemotaxis, Granulocyte",1,-0.9982368498383779,-1.3368626694700663,0.004307297248627986,0.0603021614807918,0.04685130340612898,8,"tags=100%, list=0%, signal=100%",,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Chemotaxis, T cell","Chemotaxis, T cell...77","Chemotaxis, T cell",2,-0.961199294532628,-1.5932447420090972,0.005773784028252884,0.07461505513434497,0.05797159672091965,135,"tags=100%, list=4%, signal=96%",CCL3,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Activation, Neutrophil","Activation, Neutrophil...78","Activation, Neutrophil",1,-0.9973552747575668,-1.3356820430325007,0.006589750694526789,0.07907700833432146,0.061438277151979075,11,"tags=100%, list=0%, signal=100%",,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)",Humoral immune response,Humoral immune response...79,Humoral immune response,4,-0.8552941176470589,-1.8237480244586266,0.00913756141734781,0.0948389123942471,0.07368436802560552,497,"tags=100%, list=15%, signal=86%",CD28/GPR183/CD83,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)",Humoral adaptive immune system,Humoral adaptive immune system...80,Humoral adaptive immune system,40,-0.4066993765521507,-1.3949542505874348,0.01016131204224076,0.0948389123942471,0.07368436802560552,154,"tags=38%, list=5%, signal=36%",IRF2BP2/GPR183/BCL6/ADM/TICAM1/CXCL1/BCL3/CD83/CXCL3/NFKBIA/TNFAIP3/CXCL8/PTX3/CXCL2/CCL20,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","PRR, NOD","PRR, NOD...81","PRR, NOD",1,-0.995004407875404,-1.3325337058656592,0.009840989144591828,0.0948389123942471,0.07368436802560552,19,"tags=100%, list=1%, signal=99%",,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Tolerance, Induction, LPS","Tolerance, Induction, LPS...82","Tolerance, Induction, LPS",1,-0.995004407875404,-1.3325337058656592,0.009840989144591828,0.0948389123942471,0.07368436802560552,19,"tags=100%, list=1%, signal=99%",,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Chemotaxis, Monocyte","Chemotaxis, Monocyte...83","Chemotaxis, Monocyte",5,-0.784475900983204,-1.8870588259500418,0.011662559111539132,0.09849108644600309,0.07652189673749614,15,"tags=80%, list=0%, signal=80%",LGALS3/CCL4/CCL3/CCL20,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","Chemotaxis, Lymphocyte","Chemotaxis, Lymphocyte...84","Chemotaxis, Lymphocyte",4,-0.8375856379147892,-1.7859881424934154,0.01172512933880989,0.09849108644600309,0.07652189673749614,15,"tags=75%, list=0%, signal=75%",CCL4/CCL3/CCL20,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","PRR, NOD1","PRR, NOD1...85","PRR, NOD1",1,-0.9935351160740523,-1.3305659951363833,0.013984497011109013,0.1118759760888721,0.08692118442995077,24,"tags=100%, list=1%, signal=99%",,Immune_GO_T2G_specfic
"ZF2001 (V3, D07)","PRR, TLR, Pathway","PRR, TLR, Pathway...86","PRR, TLR, Pathway",3,-0.8994413407821229,-1.7433816808765206,0.015247460596430628,0.1155524714404241,0.08977760938980321,346,"tags=100%, list=10%, signal=90%",TICAM1/FOSL1,Immune_GO_T2G_specfic
