genes,condition,log2fold_change,direction,meta_p,fdr,bioprocess
B2M,"I (D26, severe)",-0.9907624960213416,NEUTRAL,8.701528520111657e-4,0.029778470035249346,Immune
B4GALT1,"ChAd (V1, D7)",0.2220821688514782,NEUTRAL,1.6077248824945673e-4,0.00893933695499931,Immune
B4GALT1,"ChAd-BNT (V2, D3)",-0.3327929362282583,NEUTRAL,7.230223804569376e-6,8.70953494463998e-4,Immune
B4GALT1,"ChAd-BNT (V2, D7)",-0.3458384537947544,NEUTRAL,6.947261529633708e-5,0.004843469497414971,Immune
B4GALT1,"I (D10, moderate)",1.1016125040163502,UP,5.240480986907243e-5,0.0039218575841989045,Immune
B4GALT1,"ZF2001 (V3, D07)",-0.5239278630866709,NEUTRAL,1.169946177958734e-5,0.0012612389647198281,Immune
BANK1,"ChAd (V1, D3)",-0.5482287160858724,NEUTRAL,4.19290859100177e-8,1.3782820372226383e-5,Immune
BANK1,"ChAd-BNT (V2, D3)",-0.4406220736678737,NEUTRAL,4.2981083019677177e-4,0.018114594694317317,Immune
BANK1,I (D1),-2.5594040867888515,DOWN,4.610475696311038e-5,0.003572689046994022,Immune
BANK1,"I (D10, severe)",2.0344061773236706,UP,0.0014846613136650132,0.04297548481701381,Immune
BATF2,"ChAd (V1, D3)",1.8289138342053912,UP,1.0210063847295595e-11,1.1240860776952513e-8,Immune
BATF2,"ChAd-BNT (V2, D3)",1.4554370533527914,UP,1.4922035312136159e-5,0.0015258766949246719,Immune
BATF2,"ChAd-BNT (V2, D7)",-1.2979410567229452,DOWN,0.00114979022850233,0.03620728444201247,Immune
BAX,"ChAd (V1, D3)",0.28223530385707624,NEUTRAL,1.6271402470820303e-5,0.001633378996377545,Immune
BAX,"ZF2001 (V3, D07)",-0.37292555307619585,NEUTRAL,6.708955763129106e-4,0.024804520164372255,Immune
BCAR1,"BNT-MO (V3, D1)",2.20905959532731,UP,0.001174438022472776,0.03675167217371393,Immune
BCL10,"BNT-I (D26, severe)",-1.016221345207668,DOWN,5.622610172181613e-4,0.021925681864348588,Immune
BCL10,"ChAd-BNT (V2, D7)",-0.37457692629877176,NEUTRAL,4.320700203488322e-4,0.018181519497586236,Immune
BCL10,"I (D10, moderate)",0.8211352350367156,NEUTRAL,0.0011076567432556968,0.03525775957418692,Immune
BCL10,"I (D26, moderate)",-0.9305270604203272,NEUTRAL,2.2196901172194536e-4,0.011336060144462121,Immune
BCL10,"I (D26, severe)",-0.9505878500522885,NEUTRAL,0.0012438108784836,0.03816912675463377,Immune
BCL3,"BBIBP (V3, D07)",-0.848154068054063,NEUTRAL,1.1539547107194584e-4,0.007011750408992256,Immune
BCL3,"BBIBP (V3, D14)",-1.0104079319668609,DOWN,4.417834419103979e-6,5.975459842821191e-4,Immune
BCL3,"ChAd-BNT (V2, D7)",-0.7934160780154902,NEUTRAL,2.258009350850844e-7,5.5702323257948685e-5,Immune
BCL3,"I (D26, moderate)",-1.5960194702965762,DOWN,3.3341832015576733e-4,0.0151281142796523,Immune
BCL3,"I (D26, severe)",-1.8547779675409053,DOWN,3.576254832228738e-4,0.015924681457512073,Immune
BCL3,"ZF2001 (V3, D07)",-1.5080569009676663,DOWN,8.469746730736403e-12,9.570319148294942e-9,Immune
BCL6,"BBIBP (V3, D07)",-0.7430543828215918,NEUTRAL,3.947451492278097e-4,0.017073889403958032,Immune
BCL6,"BBIBP (V3, D14)",-0.7381951360914947,NEUTRAL,4.3133265723399936e-4,0.018156938725795182,Immune
BCL6,"BBIBP (V3, D28)",-0.6810774174927664,NEUTRAL,0.0011616512519101,0.036477965600763995,Immune
BCL6,"ChAd-BNT (V2, D7)",-0.8438051979684312,NEUTRAL,1.0523879585195408e-6,1.9448067930285645e-4,Immune
BCL6,"I (D26, moderate)",-1.9454065921531294,DOWN,6.383553879902442e-4,0.02396379736731125,Immune
BCL6,"I (D26, severe)",-2.3654786964523926,DOWN,3.771566808026095e-4,0.016534217511730436,Immune
BCL6,"ZF2001 (V3, D07)",-1.1004310309255805,DOWN,1.5854867044266653e-7,4.153061226969892e-5,Immune
BMP6,"ChAd-BNT (V2, D3)",-1.598521813642206,DOWN,7.627216587631894e-17,2.7810621140859137e-13,Immune
BMP6,"ChAd-BNT (V2, D7)",-1.3154906037838616,DOWN,4.494950983556419e-9,2.082750697156471e-6,Immune
BMX,"I (D26, severe)",-2.6499891271411897,DOWN,0.0013603856090593656,0.04057347486011548,Immune
BPI,"BNT-I (D26, mild)",-4.873696198009488,DOWN,4.162229030676078e-5,0.0033039274285276443,Immune
BPI,"BNT-I (D26, severe)",-3.7151782105337015,DOWN,2.5157027354772818e-5,0.002256635732463417,Immune
BPI,"I (D26, moderate)",-3.2152410385582697,DOWN,1.9757728109602173e-5,0.0018858982239421227,Immune
BPI,"I (D26, severe)",-4.392745413727405,DOWN,6.648214003423745e-7,1.345569275777067e-4,Immune
BPI,"I (D51, severe)",-3.2005503581732446,DOWN,2.7657516505693414e-4,0.013248306193127096,Immune
BRAF,"BNT-I-BNT (D51, severe)",-1.334574878476493,DOWN,1.071197908354846e-6,1.9714970147087353e-4,Immune
BRAF,"ChAd (V1, D3)",-0.2745140207520899,NEUTRAL,6.2582769170926695e-6,7.813464721834403e-4,Immune
BRAF,"I (D10, moderate)",0.7918075688346997,NEUTRAL,4.7456012822136955e-6,6.322273290002121e-4,Immune
BSG,"ZF2001 (V3, D07)",-0.5320085014656049,NEUTRAL,2.443932904684471e-4,0.012127190349290117,Immune
BST1,"ChAd (V1, D3)",0.4144203958325686,NEUTRAL,9.858565868484868e-5,0.006239486930507306,Immune
BST1,"I (D26, severe)",-1.733600005447728,DOWN,6.038739257025334e-4,0.023067336728118355,Immune
BST2,"ChAd (V1, D3)",0.4542169986660538,NEUTRAL,1.1044683872791415e-5,0.0012083776399039344,Immune
BST2,"ChAd (V1, D7)",-0.340812379932867,NEUTRAL,9.002907947553866e-4,0.03049392902693188,Immune
BST2,"ChAd-BNT (V2, D3)",0.4380831347170824,NEUTRAL,7.05014659036966e-4,0.02569335256817284,Immune
BTK,"ChAd (V1, D3)",0.41669031793272343,NEUTRAL,1.9261091723876195e-9,1.011069736276901e-6,Immune
BTK,"ChAd-BNT (V2, D3)",0.3370222265917263,NEUTRAL,1.0433113538693106e-4,0.006508396874426121,Immune
BTLA,"ChAd-BNT (V2, D7)",0.5989908100074136,NEUTRAL,6.175323797798979e-5,0.004441496580011521,Immune
BTN3A2,"ChAd (V1, D3)",0.2445535906807715,NEUTRAL,5.670667941210966e-4,0.022060066859541,Immune
BTN3A2,"ChAd (V2, D7)",-1.0324859957375685,DOWN,7.80993672628096e-4,0.027625775251615994,Immune
BTNL3,"BNT-I (D10, mild)",-12.041638520735999,DOWN,0.0011861520340112725,0.03699733623199976,Immune
BTNL3,BNT-I (D4),-11.207162944092884,DOWN,2.407201436421224e-4,0.011990739349293218,Immune
BTNL3,"ChAd (V2, D3)",-6.584603640532283,DOWN,8.339102054517782e-4,0.028894897181381586,Immune
BTNL3,"I (D26, severe)",-12.395989162937003,DOWN,5.4440629678463665e-6,7.015204592688161e-4,Immune
BTNL3,I-I (D5),-11.779201117347233,DOWN,1.1368460658271132e-4,0.006932765474617143,Immune
BTNL8,"BNT-I (D26, mild)",-2.6862710514932835,DOWN,0.001503372582629193,0.04332924267037698,Immune
BTNL8,"ChAd-BNT (V2, D7)",-2.264697682437723,DOWN,3.211339972475608e-5,0.0027150786872793173,Immune
BTNL9,"BNT-I (D10, severe)",1.9563170916522297,UP,2.5158104870885223e-4,0.012376322836283265,Immune
BTNL9,"I (D26, moderate)",2.505111999578858,UP,2.1123536024493962e-6,3.378130186483939e-4,Immune
C1R,"BNT-I (D26, severe)",-1.4485577906750609,DOWN,2.483948151085408e-5,0.0022346128393814194,Immune
C1R,"ChAd (V1, D7)",0.3543603698873967,NEUTRAL,7.371139788032485e-6,8.84556368732955e-4,Immune
C1R,"I (D26, moderate)",-1.183062867241866,DOWN,4.861759789070912e-5,0.0037133825144979016,Immune
C1R,"I (D26, severe)",-1.7425448440540081,DOWN,4.2896477573631294e-7,9.426694846043466e-5,Immune
C1R,"I (D51, moderate)",-1.3622138818636256,DOWN,6.869918850549878e-5,0.004801592772023342,Immune
C1R,"I (D51, severe)",-1.2582875114108654,DOWN,2.268581319378496e-4,0.011516629475272499,Immune
C4B,"ZF2001 (V3, D07)",1.9061606480545408,UP,4.2644304103092e-4,0.018019119192421724,Immune
C4BPB,"ZF2001 (V3, D07)",1.7489641943897574,UP,2.112139164247509e-7,5.2721229137153444e-5,Immune
C5AR1,"ChAd-BNT (V2, D7)",-0.8256324101994215,NEUTRAL,6.57800931725921e-5,0.004644441029982419,Immune
C5AR1,"I (D10, moderate)",0.9192787456051523,NEUTRAL,3.263800121381956e-4,0.014913727550357367,Immune
C5AR1,"I (D26, severe)",-1.265730722214262,DOWN,2.276368542930956e-5,0.002097021846699007,Immune
C5AR1,"ZF2001 (V3, D07)",-0.7647313506464808,NEUTRAL,5.36597063038081e-4,0.02120135385089708,Immune
C7,"ZF2001 (V3, D07)",1.846640529237222,UP,0.00124604230966398,0.03821410055803429,Immune
CACNB4,"ChAd (V1, D3)",-0.957204093564174,NEUTRAL,1.0642561354617056e-9,6.081598347176261e-7,Immune
CACNB4,"ZF2001 (V3, D07)",1.1737863054523257,UP,2.8873834566421723e-6,4.307317312272807e-4,Immune
CAMLG,"BNT-I (D26, mild)",-0.7002480371303136,NEUTRAL,2.712312412301675e-4,0.01306370535702203,Immune
CAMLG,"BNT-I (D26, severe)",-0.8977604081943158,NEUTRAL,5.269401506225783e-10,3.349847378888981e-7,Immune
CAMLG,"BNT-I (D51, severe)",-0.9396227687831036,NEUTRAL,1.1755207100552555e-6,2.1259203283027585e-4,Immune
CAMLG,"BNT-I-BNT (D51, severe)",-0.624128327268781,NEUTRAL,0.001122227479698493,0.035594874955041815,Immune
CAMLG,"I (D26, moderate)",-0.8241673792938984,NEUTRAL,1.976899976915644e-11,1.9522319718911935e-8,Immune
CAMLG,"I (D26, severe)",-0.8366393555341969,NEUTRAL,6.13876288108683e-9,2.7118714470134285e-6,Immune
CAMLG,"I (D51, moderate)",-0.9393278660980108,NEUTRAL,7.535734741118444e-11,6.158650676732628e-8,Immune
CAMLG,"I (D51, severe)",-0.8721838646675542,NEUTRAL,1.3660278762834861e-9,7.573234580714309e-7,Immune
CAMLG,"ZF2001 (V3, D14)",-0.8712377261425914,NEUTRAL,4.5306890723154064e-4,0.018796500744061632,Immune
CAMP,"BNT (V2, D1)",0.556675323252895,NEUTRAL,4.7793933774249286e-4,0.019535151707838296,Immune
CAMP,"BNT-I (D26, mild)",-4.208482662608875,DOWN,3.400819564325433e-5,0.002835075944593177,Immune
CAMP,"BNT-I (D26, severe)",-2.7389326670783,DOWN,2.7759560251985763e-4,0.013280503668574785,Immune
CAMP,"I (D26, moderate)",-3.047340486270459,DOWN,2.3107749303050516e-6,3.613763048833265e-4,Immune
CAMP,"I (D26, severe)",-3.5388260399778706,DOWN,2.7382688529970075e-6,4.129711066317334e-4,Immune
CAMP,"I (D51, severe)",-3.045362036870242,DOWN,5.3218397121944396e-5,0.003963248865510043,Immune
CASP1,"ChAd (V1, D3)",0.5431576412723648,NEUTRAL,1.851122240458783e-10,1.345784323253049e-7,Immune
CASP1,"ChAd-BNT (V2, D3)",0.45098096152966055,NEUTRAL,2.356219678495335e-5,0.0021519708437638015,Immune
CASP1,"I (D26, moderate)",-1.5733868399977622,DOWN,0.0016819948863871375,0.046771095224661434,Immune
CASP3,"ChAd (V1, D7)",0.3946618925085025,NEUTRAL,1.0137044426020888e-8,4.1602298674462115e-6,Immune
CASP3,"ChAd-BNT (V2, D3)",-0.5228265432490907,NEUTRAL,1.796480190597618e-9,9.541181774624898e-7,Immune
CASP3,"ChAd-BNT (V2, D7)",-0.42550370043295765,NEUTRAL,2.950784004883684e-5,0.0025509804879571725,Immune
CASP4,"ChAd (V1, D3)",0.2118358448475222,NEUTRAL,0.00172692168345468,0.04758765285790161,Immune
CASP4,"ChAd-BNT (V2, D3)",0.3523162033719564,NEUTRAL,3.1194344699746665e-5,0.002657521015150839,Immune
CASP6,"ChAd-BNT (V2, D7)",0.36149918386761815,NEUTRAL,5.999206102923257e-5,0.004344491153387372,Immune
CASP6,"I (D26, moderate)",1.065922042649443,UP,4.414101234067223e-6,5.97211455119401e-4,Immune
CAV1,"ChAd (V1, D7)",3.4809175649643618,UP,9.489221614468426e-56,2.998660454723324e-50,Immune
CAV1,"ChAd-BNT (V2, D7)",2.398715854805386,UP,1.405849711561996e-13,2.61328441059748e-10,Immune
CBL,"ChAd (V1, D7)",-0.16533258397664427,NEUTRAL,6.693919951020744e-4,0.024768653393258018,Immune
CBL,"ChAd (V2, D7)",0.7074490433951227,NEUTRAL,8.274434258406422e-4,0.028747526075012696,Immune
CBL,"ChAd-BNT (V2, D3)",0.25733225373332,NEUTRAL,2.6214213196246352e-5,0.0023274744234041893,Immune
CBL,I-I (D5),-0.8870189654771653,NEUTRAL,8.490759926027678e-4,0.029267420702587664,Immune
CCL2,"ChAd-BNT (V2, D3)",2.4902807839667305,UP,3.1504954756540416e-8,1.087667833694472e-5,Immune
CCL2,"ChAd-BNT (V2, D7)",-2.0078885944285347,DOWN,1.760934465638854e-4,0.00955473244648244,Immune
CCL20,"BBIBP (V3, D14)",-2.6557333286896436,DOWN,1.5420749564772662e-5,0.001564052040563319,Immune
CCL20,"BBIBP (V3, D28)",-2.145319893504692,DOWN,3.8441013212039905e-4,0.016754580380806072,Immune
CCL20,"ChAd-BNT (V2, D3)",-1.411403279385502,DOWN,2.792039565008105e-7,6.599132736122036e-5,Immune
CCL20,"ChAd-BNT (V2, D7)",-1.6734114833245577,DOWN,2.437763681598e-7,5.912128839069372e-5,Immune
CCL20,"I (D10, moderate)",5.335880747572635,UP,6.844143914329656e-10,4.183360514382151e-7,Immune
CCL20,"ZF2001 (V3, D07)",-3.827286544029903,DOWN,1.0862710605812686e-8,4.419775867482037e-6,Immune
CCL23,"I (D10, severe)",-5.457266360189059,DOWN,0.0011999236585432638,0.03727481573811664,Immune
CCL3,"BBIBP (V3, D07)",-1.1879135070248608,DOWN,0.00145078973641209,0.042321962480864235,Immune
CCL3,"BBIBP (V3, D14)",-2.2312207469879044,DOWN,2.573146220343516e-9,1.2947965249237159e-6,Immune
CCL3,"BBIBP (V3, D28)",-1.87442902333912,DOWN,5.33813216889181e-7,1.1260928787015983e-4,Immune
CCL3,"I (D10, moderate)",2.1659516974543713,UP,6.07663952482231e-6,7.634219293614592e-4,Immune
CCL3,"ZF2001 (V3, D07)",-2.9210908167353127,DOWN,1.0440472803672096e-14,2.5249457826045982e-11,Immune
CCL3,"ZF2001 (V3, D28)",-1.3379074745551636,DOWN,3.398573419145982e-4,0.015343201921006681,Immune
CCL3L1,"ChAd (V1, D3)",-1.0959505152254578,DOWN,3.445603450603279e-5,0.0028637268608547885,Immune
CCL3L1,"ChAd-BNT (V2, D7)",-1.4056359111435754,DOWN,3.2217582470619923e-4,0.014778605869927696,Immune
CCL3L1,"I (D10, moderate)",3.3422032896545875,UP,0.0010856403629393894,0.03476942882045076,Immune
CCL4,"ChAd (V1, D7)",-0.6535541685124114,NEUTRAL,5.011463318739457e-4,0.020201000743688427,Immune
CCL4,"ChAd-BNT (V2, D7)",-1.136985371371922,DOWN,4.159946195646496e-5,0.003302668413317969,Immune
CCL4,"I (D10, moderate)",2.9607364061334533,UP,2.9998451589370174e-10,2.0504082245282123e-7,Immune
CCL4,"ZF2001 (V3, D07)",-2.2461167314386934,DOWN,1.4329069505998816e-5,0.0014792833281222371,Immune
CCL5,BNT-I (D1),1.2943773464554975,UP,0.00144308316905393,0.042167215787500795,Immune
CCL5,"ChAd-BNT (V2, D3)",-0.4627245947120876,NEUTRAL,4.068348213530839e-4,0.017431436055951006,Immune
CCL7,"ChAd-BNT (V2, D7)",-2.9198974623754688,DOWN,1.6338861791245882e-4,0.009043956381268588,Immune
CCNB2,"ChAd (V1, D3)",0.8056145938971445,NEUTRAL,3.251645356479675e-9,1.5800246450513673e-6,Immune
CCNB2,"ChAd (V1, D7)",1.3937174679986275,UP,4.174840915077185e-25,4.826630316039497e-21,Immune
CCNB2,"ChAd-BNT (V2, D3)",0.9534381482515772,NEUTRAL,1.7366601233487882e-8,6.588196345727258e-6,Immune
CCNB2,"ChAd-BNT (V2, D7)",1.3234721742769766,UP,1.8719914524178477e-11,1.8709054075788382e-8,Immune
CCNB2,"I (D51, moderate)",-2.0661890984550624,DOWN,8.143927265622217e-4,0.028418630018304265,Immune
CCND3,"ChAd (V1, D3)",0.25210981705586616,NEUTRAL,0.00118911884290568,0.03706548413790641,Immune
CCND3,"I (D26, moderate)",-1.1717067276941857,DOWN,7.85591986166376e-4,0.027736145611199685,Immune
CCND3,"I (D51, moderate)",-1.3074945313594633,DOWN,0.0013356750238102339,0.04007527444551125,Immune
CCR1,"ChAd (V1, D3)",0.5172102897317012,NEUTRAL,0.00119061526914737,0.03708856921527601,Immune
CCR1,"ChAd-BNT (V2, D7)",-1.379120946639071,DOWN,3.858979277372406e-9,1.8219090605148733e-6,Immune
CCR1,"ZF2001 (V3, D07)",-1.0306333156011245,DOWN,1.0385986337167494e-5,0.0011522686313141398,Immune
CCR2,"BNT-I (D10, mild)",3.681443670917645,UP,1.6535113170084215e-4,0.009119602792102709,Immune
CCR7,"BNT-I (D26, severe)",2.2547557611986955,UP,3.2876882766065145e-4,0.014978842405213307,Immune
CCR7,"ChAd-BNT (V2, D3)",-0.5057310317580244,NEUTRAL,1.7650583873941072e-4,0.009572177893002395,Immune
CCR7,"I (D26, moderate)",3.156088866085245,UP,4.34672409453517e-9,2.0269482158511196e-6,Immune
CCR7,"I (D26, severe)",3.2681640735637094,UP,1.9246315719833333e-7,4.8759784807675355e-5,Immune
CCR7,"I (D51, moderate)",2.162716286295034,UP,5.712241910179493e-4,0.022183955134694497,Immune
CCR7,"I (D51, severe)",2.5790152173305674,UP,3.985432300648237e-5,0.0031973818877677213,Immune
CD14,"I (D10, severe)",-2.2256513138068406,DOWN,9.773734884564598e-10,5.660174660354194e-7,Immune
CD14,"ZF2001 (V3, D07)",-0.7216966696637154,NEUTRAL,7.604179661426787e-4,0.027104223323345736,Immune
CD151,"BNT-I (D26, mild)",-1.686404922583497,DOWN,2.2076310052277038e-4,0.011292114779362107,Immune
CD151,"ChAd-BNT (V2, D7)",-0.4810231363294417,NEUTRAL,0.0016257822295880303,0.04570911060098184,Immune
CD151,"I (D10, severe)",-2.2697793479368316,DOWN,5.451008152209915e-11,4.697881999514724e-8,Immune
CD151,"I (D26, moderate)",-0.9443865372072686,NEUTRAL,0.0010983970443572454,0.035063083857114964,Immune
CD151,"ZF2001 (V3, D07)",-0.8969503851863181,NEUTRAL,8.998775094692535e-4,0.03048577021576638,Immune
CD160,"ChAd (V1, D7)",-0.4001370712806679,NEUTRAL,0.00124353831341639,0.03816382165958037,Immune
CD164,"I (D26, moderate)",-0.6144486266419223,NEUTRAL,0.0016552450346235378,0.04625827158705965,Immune
CD164,"ZF2001 (V3, D14)",-0.32784028955977335,NEUTRAL,3.369717088662091e-4,0.015243415393952017,Immune
CD177,"BNT-I (D26, mild)",-6.628682484285078,DOWN,4.488823110977588e-5,0.0034995876434967795,Immune
CD177,"BNT-I (D26, severe)",-5.370585061759967,DOWN,8.35464244791663e-6,9.714677404779064e-4,Immune
CD177,BNT-I (D4),4.254545582926044,UP,0.00152507106964789,0.043745561530112845,Immune
CD177,"I (D26, moderate)",-4.511730583801899,DOWN,1.183970109130391e-5,0.0012724504328623766,Immune
CD177,"I (D26, severe)",-8.216380488269122,DOWN,2.2742570524274027e-11,2.2022915680278637e-8,Immune
CD177,"I (D51, severe)",-3.7475444567869465,DOWN,0.0018256716537512375,0.04941294177321861,Immune
