cond1	cond2	shared	not_shared_cond1	not_shared_cond2	total_genes_cond1	total_genes_cond2	genes_names	percentage_shared_cond1	percentage_shared_cond2	pvalue	qvalue	vaccine	covid_other	microbe_type	target_pathogen_disease	disease_vac	type	regimen	day_total	day_month	month	week	dose	infection
BBIBP (V3, D14)	ZF2001 (V3, D07)	2	2	81	4	83	IDO2,CCL3	50	2.41	0.00168067226890757	0.00168067226890757	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D14)	ZF2001 (V3, D14)	2	2	11	4	13	WNT4,IDO2	50	15.38	0.0571428571428572	0.0571428571428572	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D14)	ZF2001 (V3, D28)	1	3	8	4	9	CCL3	25	11.11	0.0181818181818182	0.0181818181818182	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	BNT (V1, D6)	0	1	2	1	2	NA	0	0	0.333333333333333	0.333333333333333	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT (V2, D1)	0	1	48	1	48	NA	0	0	0.0204081632653061	0.0204081632653061	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT (V3, D1)	0	1	62	1	62	NA	0	0	0.0158730158730159	0.0158730158730159	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I (D1)	0	1	67	1	67	NA	0	0	0.0147058823529412	0.0147058823529412	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I (D10, mild)	0	1	277	1	277	NA	0	0	0.0035971223021583	0.0035971223021583	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I (D10, severe)	1	0	268	1	269	CXCL8	100	0.37	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I (D26, mild)	0	1	160	1	160	NA	0	0	0.00621118012422359	0.00621118012422359	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I (D26, severe)	0	1	35	1	35	NA	0	0	0.0277777777777778	0.0277777777777778	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I (D3)	0	1	50	1	50	NA	0	0	0.0196078431372549	0.0196078431372549	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I (D4)	0	1	6	1	6	NA	0	0	0.142857142857143	0.142857142857143	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I-BNT (D51, mild)	0	1	35	1	35	NA	0	0	0.0277777777777778	0.0277777777777778	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-I-BNT (D51, severe)	0	1	7	1	7	NA	0	0	0.125	0.125	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	BNT-MO (V3, D1)	0	1	91	1	91	NA	0	0	0.0108695652173913	0.0108695652173913	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd (V1, D3)	1	0	72	1	73	CXCL8	100	1.37	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd (V1, D6)	0	1	40	1	40	NA	0	0	0.024390243902439	0.024390243902439	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd (V1, D7)	0	1	18	1	18	NA	0	0	0.0526315789473684	0.0526315789473684	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd (V2, D1)	0	1	59	1	59	NA	0	0	0.0166666666666666	0.0166666666666666	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd (V2, D3)	0	1	5	1	5	NA	0	0	0.166666666666667	0.166666666666667	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd (V2, D7)	0	1	1	1	1	NA	0	0	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd-BNT (V2, D3)	0	1	81	1	81	NA	0	0	0.0121951219512195	0.0121951219512195	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd-BNT (V2, D7)	1	0	55	1	56	CXCL8	100	1.79	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ChAd-BNT (V3, D1)	0	1	106	1	106	NA	0	0	0.00934579439252336	0.00934579439252336	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	I (D10, moderate)	1	0	199	1	200	CXCL8	100	0.5	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	I (D10, severe)	0	1	227	1	227	NA	0	0	0.00438596491228072	0.00438596491228072	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	I (D26, moderate)	0	1	137	1	137	NA	0	0	0.00724637681159419	0.00724637681159419	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	I (D26, severe)	0	1	214	1	214	NA	0	0	0.00465116279069765	0.00465116279069765	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	I (D51, moderate)	0	1	5	1	5	NA	0	0	0.166666666666667	0.166666666666667	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	I (D51, severe)	1	0	170	1	171	CXCL8	100	0.58	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	I-I (D1)	0	1	7	1	7	NA	0	0	0.125	0.125	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ZF2001 (V3, D07)	1	0	82	1	83	CXCL8	100	1.2	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ZF2001 (V3, D14)	1	0	12	1	13	CXCL8	100	7.69	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BBIBP (V3, D28)	ZF2001 (V3, D28)	1	0	8	1	9	CXCL8	100	11.11	1	1	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	BNT (V2, D1)	1	1	47	2	48	IFI27	50	2.08	0.0408163265306123	0.0408163265306123	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT (V3, D1)	1	1	61	2	62	IFI27	50	1.61	0.0317460317460318	0.0317460317460318	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I (D1)	0	2	67	2	67	NA	0	0	4.2625745950554e-4	4.2625745950554e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I (D10, mild)	1	1	276	2	277	IFI27	50	0.36	0.00719424460431656	0.00719424460431656	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I (D10, severe)	1	1	268	2	269	IFI27	50	0.37	0.00740740740740736	0.00740740740740736	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I (D26, mild)	0	2	160	2	160	NA	0	0	7.66812361015257e-5	7.66812361015257e-5	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I (D26, severe)	0	2	35	2	35	NA	0	0	0.0015015015015015	0.0015015015015015	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I (D3)	0	2	50	2	50	NA	0	0	7.5414781297134e-4	7.5414781297134e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I (D4)	0	2	6	2	6	NA	0	0	0.0357142857142857	0.0357142857142857	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I-BNT (D51, mild)	0	2	35	2	35	NA	0	0	0.0015015015015015	0.0015015015015015	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-I-BNT (D51, severe)	0	2	7	2	7	NA	0	0	0.0277777777777778	0.0277777777777778	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	BNT-MO (V3, D1)	0	2	91	2	91	NA	0	0	2.3375409069658e-4	2.3375409069658e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd (V1, D3)	1	1	72	2	73	IFI27	50	1.37	0.027027027027027	0.027027027027027	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd (V1, D6)	2	0	38	2	40	IFI27,IGLV3-10	100	5	1	1	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd (V1, D7)	1	1	17	2	18	IFI27	50	5.56	0.105263157894737	0.105263157894737	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd (V2, D1)	1	1	58	2	59	IFI27	50	1.69	0.0333333333333334	0.0333333333333334	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd (V2, D3)	0	2	5	2	5	NA	0	0	0.0476190476190476	0.0476190476190476	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd (V2, D7)	0	2	1	2	1	NA	0	0	0.333333333333333	0.333333333333333	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd-BNT (V2, D3)	1	1	80	2	81	IFI27	50	1.23	0.024390243902439	0.024390243902439	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd-BNT (V2, D7)	0	2	56	2	56	NA	0	0	6.0496067755595e-4	6.0496067755595e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ChAd-BNT (V3, D1)	0	2	106	2	106	NA	0	0	1.7307026652821e-4	1.7307026652821e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	I (D10, moderate)	1	1	199	2	200	IFI27	50	0.5	0.00995024875621892	0.00995024875621892	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	I (D10, severe)	1	1	226	2	227	IFI27	50	0.44	0.0087719298245614	0.0087719298245614	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	I (D26, moderate)	0	2	137	2	137	NA	0	0	1.0426441455531e-4	1.0426441455531e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	I (D26, severe)	1	1	213	2	214	IFI27	50	0.47	0.0093023255813953	0.0093023255813953	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	I (D51, moderate)	0	2	5	2	5	NA	0	0	0.0476190476190476	0.0476190476190476	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	I (D51, severe)	0	2	171	2	171	NA	0	0	6.7213335125689e-5	6.7213335125689e-5	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	I-I (D1)	0	2	7	2	7	NA	0	0	0.0277777777777778	0.0277777777777778	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ZF2001 (V3, D07)	0	2	83	2	83	NA	0	0	2.8011204481792e-4	2.8011204481792e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ZF2001 (V3, D14)	0	2	13	2	13	NA	0	0	0.00952380952380952	0.00952380952380952	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V1, D6)	ZF2001 (V3, D28)	0	2	9	2	9	NA	0	0	0.0181818181818182	0.0181818181818182	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	BNT (V3, D1)	41	7	21	48	62	IFIT1,OAS2,ACOD1,FAS,CLEC6A,BATF2,MX1,IL27,IL31RA,EDNRB,STAT1,STAT2,IRF1,DDX60,CXCL9,GBP2,IFITM3,TAP1,TAP2,IDO1,CFB,IDO2,IFI27,IFI35,IFI6,IFIT2,CCL2,EIF2AK2,RIGI,CCL8,FCGR1A,PARP9,GBP6,GBP7,GCH1,PML,LIF,GBP1,TRIM22,TNFSF10,RNF213	85.42	66.13	0.092041847529117	0.092041847529117	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I (D1)	1	47	66	48	67	CD276	2.08	1.49	1.7799829370878699e-31	1.7799829370878699e-31	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I (D10, mild)	24	24	253	48	277	IFIT1,OAS2,FAS,BATF2,MX1,STAT2,IRF9,DDX60,GBP2,IFITM3,TAP1,CFB,IFI27,IFI35,IFI6,TRIM21,EIF2AK2,FCGR1A,PARP9,GBP6,GCH1,PML,GBP1,TRIM22	50	8.66	1.6773303105517e-22	1.6773303105517e-22	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I (D10, severe)	28	20	241	48	269	IFIT1,OAS2,FAS,BATF2,MX1,IL27,EDNRB,STAT1,STAT2,DDX60,GBP2,IFITM3,TAP1,CFB,IFI27,IFI35,IFI6,IFIT2,TRIM21,EIF2AK2,FCGR1A,PARP9,GBP6,PML,GBP1,TRIM22,TNFSF10,RNF213	58.33	10.41	4.83037554762493e-18	4.83037554762493e-18	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I (D26, mild)	1	47	159	48	160	CCL2	2.08	0.62	5.04906927794329e-46	5.04906927794329e-46	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I (D26, severe)	0	48	35	48	35	NA	0	0	3.25114807676571e-24	3.25114807676571e-24	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I (D3)	6	42	44	48	50	EDNRB,IRF1,CXCL17,GBP2,FCGR1A,GBP6	12.5	12	4.4345826597782994e-20	4.4345826597782994e-20	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I (D4)	0	48	6	48	6	NA	0	0	3.87189224988495e-8	3.87189224988495e-8	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I-BNT (D51, mild)	0	48	35	48	35	NA	0	0	3.25114807676571e-24	3.25114807676571e-24	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-I-BNT (D51, severe)	0	48	7	48	7	NA	0	0	4.92786286348991e-9	4.92786286348991e-9	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	BNT-MO (V3, D1)	41	7	50	48	91	IFIT1,OAS2,ACOD1,FAS,CLEC6A,BATF2,MX1,IL27,IL31RA,BST2,STAT1,STAT2,IRF1,IRF9,DDX60,CXCL9,GBP2,IFITM3,TAP1,TAP2,IDO1,IDO2,IFI35,IFI6,IFIT2,TRIM21,CCL2,EIF2AK2,RIGI,CCL8,FCGR1A,PARP9,GBP6,GBP7,GCH1,PML,LIF,GBP1,TRIM22,TNFSF10,RNF213	85.42	45.05	0.00532216807399276	0.00532216807399276	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd (V1, D3)	25	23	48	48	73	IFIT1,OAS2,CLEC6A,BATF2,MX1,IL27,IL31RA,EDNRB,STAT1,DDX60,CXCL9,IFITM3,IDO1,CFB,IDO2,IFI27,IFI35,IFI6,CD276,CCL2,FCGR1A,PARP9,GBP7,GBP1,TNFSF10	52.08	34.25	7.2150807453214504e-9	7.2150807453214504e-9	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd (V1, D6)	1	47	39	48	40	IFI27	2.08	2.5	4.80544105561236e-24	4.80544105561236e-24	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd (V1, D7)	1	47	17	48	18	IFI27	2.08	5.56	9.6365050734662e-15	9.6365050734662e-15	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd (V2, D1)	38	10	21	48	59	IFIT1,OAS2,CLEC6A,BATF2,MX1,IL27,IL31RA,BST2,STAT1,STAT2,IRF9,DDX60,GBP2,IFITM3,TAP1,TAP2,IDO1,CFB,IDO2,IFI27,IFI35,IFI6,IFIT2,TRIM21,CCL2,EIF2AK2,RIGI,CCL8,FCGR1A,PARP9,GBP6,GCH1,PML,LIF,GBP1,TRIM22,TNFSF10,RNF213	79.17	64.41	0.0258678042915703	0.0258678042915703	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd (V2, D3)	0	48	5	48	5	NA	0	0	3.48470302489646e-7	3.48470302489646e-7	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd (V2, D7)	0	48	1	48	1	NA	0	0	0.0204081632653061	0.0204081632653061	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd-BNT (V2, D3)	33	15	48	48	81	IFIT1,OAS2,CLEC6A,BATF2,MX1,IL27,IL31RA,BST2,STAT1,STAT2,DDX60,CXCL9,GBP2,IFITM3,TAP1,IDO1,CFB,IDO2,IFI27,IFI35,IFI6,IFIT2,CCL2,EIF2AK2,CCL8,FCGR1A,PARP9,GBP7,GCH1,GBP1,TRIM22,TNFSF10,RNF213	68.75	40.74	1.67145692166123e-5	1.67145692166123e-5	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd-BNT (V2, D7)	6	42	50	48	56	IFIT1,BATF2,IFIT2,CCL2,CCL8,FCGR1A	12.5	10.71	1.3003988288258e-21	1.3003988288258e-21	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	ChAd-BNT (V3, D1)	40	8	66	48	106	IFIT1,OAS2,FAS,CLEC6A,BATF2,MX1,IL27,IL31RA,BST2,STAT1,STAT2,IRF1,IRF9,DDX60,CXCL9,GBP2,IFITM3,TAP1,TAP2,IDO1,CFB,IDO2,IFI35,IFI6,IFIT2,TRIM21,CCL2,EIF2AK2,RIGI,CCL8,FCGR1A,PARP9,GBP6,GCH1,PML,LIF,GBP1,TRIM22,TNFSF10,RNF213	83.33	37.74	6.8566614633797e-4	6.8566614633797e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	I (D10, moderate)	24	24	176	48	200	IFIT1,OAS2,CLEC6A,BATF2,MX1,EDNRB,STAT2,DDX60,GBP2,TAP1,CFB,IFI27,IFI35,IFI6,IFIT2,EIF2AK2,FCGR1A,PARP9,GBP6,GCH1,PML,GBP1,TRIM22,TNFSF10	50	12	2.8191883128362896e-19	2.8191883128362896e-19	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	I (D10, severe)	7	41	220	48	227	IL31RA,IDO1,IFI27,CCL2,EIF2AK2,PARP9,TRIM22	14.58	3.08	1.73486911342891e-41	1.73486911342891e-41	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V2, D1)	I (D26, moderate)	2	46	135	48	137	CLEC6A,EDNRB	4.17	1.46	2.56917910598375e-41	2.56917910598375e-41	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
