cond1	cond2	shared	not_shared_cond1	not_shared_cond2	total_genes_cond1	total_genes_cond2	genes_names	percentage_shared_cond1	percentage_shared_cond2	pvalue	qvalue	vaccine	covid_other	microbe_type	target_pathogen_disease	disease_vac	type	regimen	day_total	day_month	month	week	dose	infection
BNT-I (D3)	MONOV INFLUENZA A (D1)	80	768	534	848	614	AANAT,ACSL1,ANKRD22,AQP9,BCL2A1,MCEMP1,CLEC4D,CLEC4E,CLEC5A,CXCL16,DRAM1,DSC2,DYSF,EGR3,FAM110B,FAM20A,GBP1P1,GBP5,GCA,GLT1D1,GPR84,GRINA,HBEGF,ICAM1,KCNJ15,KREMEN1,LACTB,LMNB1,LPCAT2,MIR22HG,MUC1,NAMPT,NCF1C,OPLAH,PFKFB3,PLBD1,PLEKHG6,PSTPIP2,RAB20,S100A8,S100A9,SECTM1,MSRB1,SOCS3,SOD2,SORT1,SRGN,STX11,TLR2,TREM1,TRIB1,WDFY3-AS2,ADGRD1,MYO10,PIM1,SLC2A3,ADCY3,VPS9D1,LIMK2,LMTK2,C4BPA,CACNA1E,CAPNS2,CD59,CEACAM1,CTRL,EFCAB2,EPB41L5,FCER2,HLA-DRB5,IL18R1,KLF5,LIPM,MAFF,NRN1,P2RY14,RCVRN,REC8,SLC26A8,TLR5	9.43	13.03	1.32389730862586e-293	1.82554054258092e-293	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	MONOV INFLUENZA A (D1)	5	843	139	848	144	C2orf27A,MIR22HG,ZMYND15,MXI1,CTRL	0.59	3.47	7.722645558950629e-165	4.942537412626809e-165	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	MONOV INFLUENZA A (D1)	10	838	318	848	328	ASGR2,TLR2,ITGA9,FCMR,PRDM11,BTN3A3,CREG1,FCER2,FCRL2,RNF144A	1.18	3.05	2.51815982867966e-277	3.03440976330696e-277	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	MONOV INFLUENZA A (D1)	6	842	100	848	106	CREB5,FOS,HSPA6,STEAP4,FCMR,PROS1	0.71	5.66	7.457337508551449e-129	3.84876207189466e-129	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	MONOV INFLUENZA A (D1)	226	622	626	848	852	ATG9B,FXYD2,NOG,NRCAM,OCM,ACVRL1,AIM2,AK4,ALDH1A1,ANKRD22,APOBEC3B,APOL1,APOL2,APOL4,APOL6,BMAL2,ATF3,BCL2A1,SMCO4,C1QA,C1QB,C2,C3AR1,CARD16,CARD17P,CASP5,CCRL2,CD274,CDC42EP2,CDCP1,CDHR5,CES1,CMPK2,CXCL10,DDO,DHRS9,DMXL2,DOCK4,DRAM1,DTX3L,DUSP1,EGR2,EGR3,EPSTI1,ETV7,EXOC3L1,FAM110B,FAM20A,CALHM6,FBXO6,FCGR1BP,FFAR2,FGL2,FOS,FRMD3,GBP1P1,GBP3,GBP4,GBP5,GM2A,GPR84,HBEGF,HERC5,HORMAD1,ICAM1,IFI44,IFI44L,IFIH1,IFIT3,IL1B,IRF7,ISG15,JAK2,KCNJ15,KCNJ2,KREMEN1,LACTB,LAMP3,LAP3,LHFPL2,LILRB5,LMNB1,LPCAT2,MSR1,MT2A,MTHFD2,MUC1,MYOF,NCF1C,NGFR,NMI,NOD2,NPC2,OAS1,OAS3,OASL,ODF3B,P2RX7,PARP14,PLSCR1,PRRG4,PSME2,PSME2P2,PSTPIP2,RAB20,RAB39A,RSAD2,RTP4,RUFY4,SAMD4A,SAMD9L,SCARF1,SCO2,SDC3,SECTM1,SEMA6B,SEPTIN4,SERPING1,SIGLEC1,SIGLEC11,SIGLEC16,SLAMF8,SLC1A3,SLC6A12,SMTNL1,SNX10,SOCS3,SORT1,SQOR,STX11,TCN2,TFEC,TMEM150B,TMEM51,TNFAIP2,TNFAIP6,TNFSF13B,TRAFD1,TRIB1,TRPV4,TYMP,UBE2L6,VAMP5,WARS1,XAF1,ZMYND15,SNAI1,ARHGEF4,DCST1,TRIM69,C1QC,IRF1-AS1,C5orf58,CACNA1A,FAM225A,GAS6,IGHEP2,ISG20,LGALS3BP,LINC00189,PLAAT4,SLC12A8,SUCNR1,TIFA,USP18,ZBP1,ADAMTSL4-AS1,VPS9D1,DOC2A,DUSP5,IFIT5,LIMK2,PPARGC1A,RNU7-40P,SAMD9,SP140,TRANK1,XRN1,ASPHD2,DDIAS,RMI2,TMEM268,CACNA1E,CAPNS2,CEACAM1,CTRL,DDX60L,DHX58,EFCAB2,FANCA,CMTR1,GADD45B,GADD45G,GALM,GRAMD1B,IFI16,KLF5,KPTN,LY6E,MAFF,MICB,MOV10,NAPA,NRN1,NT5C3A,NUB1,P2RY14,PARP10,PARP12,PDCD1LG2,PLSCR2,POLB,RBCK1,REC8,RHBDF2,RIPK2,RSPH9,SLC26A8,SOCS1,SPATS2L,TIMM10,TRIM5,TRIM6,TTC26,WDFY1,ZCCHC2	26.65	26.53	6.345692239533108e-223	5.529764603401618e-223	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	MONOV INFLUENZA A (D1)	123	725	462	848	585	NRCAM,SHANK1,ACVRL1,ADAMTSL4,ADAP2,AIM2,ANKRD22,APOBEC3B,APOL4,ATF5,BATF3,BLVRA,SMCO4,C1QA,C1QB,C2,C3AR1,CASP5,CD300E,CES1,CMPK2,CTSL,CXCL10,CXCR2P1,DDO,DHRS9,EPB41L3,EPSTI1,ETV7,EXOC3L1,FAM20A,FBXO6,FCN1,FRMD3,GBP1P1,GBP4,GBP5,GPBAR1,HCAR2,GPR84,HSPA6,IFI44,IFI44L,IFIT3,IGF2BP3,IL4I1,IRF7,ISG15,LAMP3,LAP3,LILRB5,LMO2,LRRC4,MARCO,MS4A4A,MSR1,MT2A,MYOF,NEXN,NGFR,NLRC4,OAS1,OAS3,OASL,ODF3B,PKMYT1,PLEKHO1,PLSCR1,PSME2,PSTPIP2,RAB39A,RSAD2,RTP4,RUFY4,SAMD4A,SDC3,SDSL,SECTM1,SERPINA1,SERPING1,SIGLEC1,SIGLEC11,SLAMF8,SLC31A2,SLC6A12,TCN2,TGM2,TRPV4,TYMP,UBE2L6,VAMP5,XAF1,ZNF703,ANGPT1,CEBPA,FOXO6,COLEC12,LGI4,CHST13,HMOX1,IGSF23,PDK4,SHISA4,SPP1,C1QC,FAM225A,KLHDC7B,LGALS3BP,MYO7B,PLAC8,SLC12A8,USP18,CYP4F22,ADGRV1,HIC1,PPARGC1A,C4BPA,HERC6,LIPM,LY6E,PDCD1LG2,SPATS2L,CCR3	14.5	21.03	4.227744091143951e-239	4.04309265870656e-239	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	MONOV INFLUENZA A (D1)	3	845	122	848	125	EPSTI1,PKMYT1,DERL3	0.35	2.4	3.6514831579773693e-153	2.1866159935691998e-153	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	MONOV INFLUENZA A (D1)	8	840	242	848	250	ANKRD22,APOBEC3B,APOL4,CXCL10,GBP1P1,PKMYT1,SEMA6B,SPP1	0.94	3.2	2.7140922414060093e-235	2.5327375535481493e-235	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	MONOV INFLUENZA A (D1)	151	697	523	848	674	MMP15,NOG,AIM2,ANKRD22,APOL1,APOL2,APOL6,ATF3,C1QB,C2,CARD16,CARD17P,CASP5,CD274,CD300E,CDC42EP2,CDHR5,CMPK2,CXCL10,DHRS9,DOCK4,DTX3L,EPB41L3,EPSTI1,ETV7,EXOC3L1,CALHM6,FAM72A,FBXO6,FCGR1BP,FFAR2,FGL2,FRMD3,GBP1P1,GBP3,GBP4,GBP5,GNB4,GPR84,HERC5,HORMAD1,HSPA7,IFI44,IFI44L,IFIH1,IFIT3,IRF7,ISG15,LACTB,LAMP3,LAP3,LHFPL2,LINC00482,MARCO,MSR1,MT2A,MYOF,NCF1B,NCF1C,NEXN,NMI,OAS1,OAS3,OASL,ODF3B,PARP14,PLSCR1,PRLR,PRRG4,PSME2,PSME2P2,PSTPIP2,RAB39A,RSAD2,RTP4,RUFY4,SAMD4A,SAMD9L,SCARB2,SCARF1,SCO2,SDC3,SEPTIN4,SERPING1,SIGLEC1,SLAMF8,SLC1A3,SLC6A12,TCN2,TFEC,TNFAIP6,TNFSF13B,TRAFD1,TYMP,UBE2L6,VAMP5,WARS1,XAF1,ZEB2-AS1,C1QC,IRF1-AS1,GSN-AS1,CACNA1A,FAM225A,IGHEP2,ISG20,LGALS3BP,USP18,ZBP1,IFIT5,MTND6P5,RNU7-40P,SAMD9,SP140,XRN1,RMI2,TMEM268,CACNA1E,CEACAM1,CTRL,DDX60L,DHX58,FAM111A,CMTR1,GALM,GRAMD1B,HERC6,IFI16,MATCAP1,KPTN,LY6E,MOV10,NRN1,NUB1,P2RY14,PARP12,PDCD1LG2,PLSCR2,REC8,RHBDF2,RSPH9,SOCS1,SPATS2L,STOML1,TIMM10,TRIM38,TRIM5,TRIM6,TTC26,WDFY1,ZCCHC2	17.81	22.4	1.2969833307698098e-240	1.2547844991403798e-240	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	MONOV INFLUENZA A (D1)	10	838	186	848	196	HORMAD1,RASGEF1B,SCO2,SLC24A4,SMTNL1,TYMP,LRP3,IER5L,GSN-AS1,ADAMTSL4-AS1	1.18	5.1	1.40370460467772e-194	1.0613202785520498e-194	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	MONOV INFLUENZA A (D1)	1	847	7	848	8	RASGEF1B	0.12	12.5	1.23723368620504e-16	1.6567387165725e-17	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
