"source","target","value","type"
"BNT (V2, D1)","TRIM21",1,"Directed"
"BNT (V2, D1)","CD276",1,"Directed"
"BNT (V2, D1)","CCL2",1,"Directed"
"BNT (V2, D1)","EIF2AK2",1,"Directed"
"BNT (V2, D1)","TRIM5",1,"Directed"
"BNT (V2, D1)","TRIM6",1,"Directed"
"BNT (V2, D1)","RIGI",1,"Directed"
"BNT (V2, D1)","RIPK2",1,"Directed"
"BNT (V2, D1)","CCL8",1,"Directed"
"BNT (V2, D1)","FCGR1A",1,"Directed"
"BNT (V2, D1)","PARP9",1,"Directed"
"BNT (V2, D1)","C2",1,"Directed"
"BNT (V2, D1)","GBP6",1,"Directed"
"BNT (V2, D1)","PDCD1LG2",1,"Directed"
"BNT (V2, D1)","CD274",1,"Directed"
"BNT (V2, D1)","ISG15",1,"Directed"
"BNT (V2, D1)","FCGR1BP",1,"Directed"
"BNT (V2, D1)","C1QA",1,"Directed"
"BNT (V2, D1)","C1QB",1,"Directed"
"BNT (V2, D1)","C1QC",1,"Directed"
"BNT (V2, D1)","OASL",1,"Directed"
"BNT (V2, D1)","GBP7",1,"Directed"
"BNT (V2, D1)","GCH1",1,"Directed"
"BNT (V2, D1)","PML",1,"Directed"
"BNT (V2, D1)","CCL25",1,"Directed"
"BNT (V2, D1)","RSAD2",1,"Directed"
"BNT (V2, D1)","LIF",1,"Directed"
"BNT (V2, D1)","GBP1",1,"Directed"
"BNT (V2, D1)","OAS1",1,"Directed"
"BNT (V2, D1)","SAMD9",1,"Directed"
"BNT (V2, D1)","TRIM22",1,"Directed"
"BNT (V2, D1)","LAMP3",1,"Directed"
"BNT (V2, D1)","P2RX7",1,"Directed"
"BNT (V2, D1)","GBP5",1,"Directed"
"BNT (V2, D1)","TNFSF10",1,"Directed"
"BNT (V2, D1)","TNFSF13B",1,"Directed"
"BNT (V2, D1)","OAS3",1,"Directed"
"BNT (V2, D1)","TLR7",1,"Directed"
"BNT (V2, D1)","PARP14",1,"Directed"
"BNT (V2, D1)","DTX3L",1,"Directed"
"BNT (V2, D1)","TIFA",1,"Directed"
"BNT (V2, D1)","NMI",1,"Directed"
"BNT (V2, D1)","IRF7",1,"Directed"
"BNT (V2, D1)","RNF213",1,"Directed"
"BNT (V2, D1)","GEM",-1,"Directed"
"BNT (V2, D1)","GBP4",1,"Directed"
"BNT (V2, D1)","HERC5",1,"Directed"
"BNT (V3, D1)","GBP1",1,"Directed"
"BNT (V3, D1)","IFITM3",1,"Directed"
"BNT (V3, D1)","CCL2",1,"Directed"
"BNT (V3, D1)","TNFSF10",1,"Directed"
"BNT (V3, D1)","CFB",1,"Directed"
"BNT (V3, D1)","IFITM1",1,"Directed"
"BNT (V3, D1)","RSAD2",1,"Directed"
"BNT (V3, D1)","HP",1,"Directed"
"BNT (V3, D1)","PML",1,"Directed"
"BNT (V3, D1)","FOSL1",1,"Directed"
"BNT (V3, D1)","CXCL9",1,"Directed"
"BNT (V3, D1)","PARP14",1,"Directed"
"BNT (V3, D1)","GBP2",1,"Directed"
"BNT (V3, D1)","FAS",1,"Directed"
"BNT (V3, D1)","DEFA3",1,"Directed"
"BNT (V3, D1)","CTSL",1,"Directed"
"BNT (V3, D1)","CXCL11",1,"Directed"
"BNT (V3, D1)","MX1",1,"Directed"
"BNT (V3, D1)","OAS3",1,"Directed"
"BNT (V3, D1)","DDX60",1,"Directed"
"BNT (V3, D1)","APOBEC3B",1,"Directed"
"BNT (V3, D1)","IFIT1",1,"Directed"
"BNT (V3, D1)","DEFA1",1,"Directed"
"BNT (V3, D1)","CCL8",1,"Directed"
"BNT (V3, D1)","IFI27",1,"Directed"
"BNT (V3, D1)","MAFB",1,"Directed"
"BNT (V3, D1)","TLR7",1,"Directed"
"BNT (V3, D1)","ENPP1",-1,"Directed"
"BNT (V3, D1)","TRIM5",1,"Directed"
"BNT (V3, D1)","IFIT2",1,"Directed"
"BNT (V3, D1)","CRISP3",1,"Directed"
"BNT (V3, D1)","C2",1,"Directed"
"BNT (V3, D1)","IFI6",1,"Directed"
"BNT (V3, D1)","IFI35",1,"Directed"
"BNT (V3, D1)","TAP2",1,"Directed"
"BNT (V3, D1)","TRIM6",1,"Directed"
"BNT (V3, D1)","RIGI",1,"Directed"
"BNT (V3, D1)","DHX58",1,"Directed"
"BNT (V3, D1)","CCL3",1,"Directed"
"BNT (V3, D1)","PRTN3",1,"Directed"
"BNT (V3, D1)","TIFA",1,"Directed"
"BNT (V3, D1)","LAMP3",1,"Directed"
"BNT (V3, D1)","GCH1",1,"Directed"
"BNT (V3, D1)","CCL3L1",1,"Directed"
"BNT (V3, D1)","CCL3L3",1,"Directed"
"BNT (V3, D1)","FCGR1A",1,"Directed"
"BNT (V3, D1)","PIK3AP1",1,"Directed"
"BNT (V3, D1)","APOL1",1,"Directed"
"BNT (V3, D1)","IDO2",1,"Directed"
"BNT (V3, D1)","OAS1",1,"Directed"
"BNT (V3, D1)","LCN2",1,"Directed"
"BNT (V3, D1)","CPLX2",-1,"Directed"
"BNT (V3, D1)","BATF2",1,"Directed"
"BNT (V3, D1)","IDO1",1,"Directed"
"BNT (V3, D1)","IL31RA",1,"Directed"
"BNT (V3, D1)","GBP5",1,"Directed"
"BNT (V3, D1)","CLEC6A",1,"Directed"
"BNT (V3, D1)","RAB20",1,"Directed"
"BNT (V3, D1)","BMX",1,"Directed"
"BNT (V3, D1)","GBP7",1,"Directed"
"BNT (V3, D1)","OASL",1,"Directed"
"BNT (V3, D1)","OLR1",1,"Directed"
"BNT (V3, D1)","IFI30",1,"Directed"
"BNT (V3, D1)","EIF2AK2",1,"Directed"
"BNT (V3, D1)","SERPING1",1,"Directed"
"BNT (V3, D1)","C1QB",1,"Directed"
"BNT (V3, D1)","TRIM22",1,"Directed"
"BNT (V3, D1)","XCR1",-1,"Directed"
"BNT (V3, D1)","TAP1",1,"Directed"
"BNT (V3, D1)","GBP6",1,"Directed"
"BNT (V3, D1)","FCN2",1,"Directed"
"BNT (V3, D1)","C1QA",1,"Directed"
"BNT (V3, D1)","ICAM1",1,"Directed"
"BNT (V3, D1)","TNFSF13B",1,"Directed"
"BNT (V3, D1)","IL27",1,"Directed"
"BNT (V3, D1)","PARP9",1,"Directed"
"BNT (V3, D1)","IFIT3",1,"Directed"
"BNT (V3, D1)","RNF213",1,"Directed"
"BNT (V3, D1)","ANXA3",1,"Directed"
"BNT (V3, D1)","ACOD1",1,"Directed"
"BNT (V3, D1)","ISG15",1,"Directed"
"BNT (V3, D1)","IFIT5",1,"Directed"
"BNT (V3, D1)","FCGR1BP",1,"Directed"
"BNT (V3, D1)","ZBP1",1,"Directed"
"BNT (V3, D1)","IRF1",1,"Directed"
"BNT (V3, D1)","CD274",1,"Directed"
"BNT (V3, D1)","HOXA3",-1,"Directed"
"BNT (V3, D1)","PSMB9",1,"Directed"
"BNT (V3, D1)","ISG20",1,"Directed"
"BNT (V3, D1)","GBP4",1,"Directed"
"BNT (V3, D1)","DEFA1B",1,"Directed"
"BNT (V3, D1)","IFI16",1,"Directed"
"BNT (V3, D1)","HERC5",1,"Directed"
"BNT (V3, D1)","EDNRB",1,"Directed"
"BNT (V3, D1)","CYBB",1,"Directed"
"BNT (V3, D1)","RIPK2",1,"Directed"
"BNT (V3, D1)","LIF",1,"Directed"
"BNT (V3, D1)","IL4I1",1,"Directed"
"BNT (V3, D1)","LTF",1,"Directed"
"BNT (V3, D1)","STAT2",1,"Directed"
"BNT (V3, D1)","FFAR2",1,"Directed"
"BNT (V3, D1)","TNFSF15",1,"Directed"
"BNT (V3, D1)","OAS2",1,"Directed"
"BNT (V3, D1)","CXCL10",1,"Directed"
"BNT (V3, D1)","C1QC",1,"Directed"
"BNT (V3, D1)","NUB1",1,"Directed"
"BNT (V3, D1)","C3AR1",1,"Directed"
"BNT (V3, D1)","DTX3L",1,"Directed"
"BNT (V3, D1)","P2RX7",1,"Directed"
"BNT (V3, D1)","CEACAM8",1,"Directed"
"BNT (V3, D1)","PDCD1LG2",1,"Directed"
"BNT (V3, D1)","STAT1",1,"Directed"
"BNT (V3, D1)","IFIH1",1,"Directed"
"BNT (V3, D1)","AIM2",1,"Directed"
"BNT (V3, D1)","MARCO",1,"Directed"
"BNT (V3, D1)","COLEC12",-1,"Directed"
"BNT (V3, D1)","IRF7",1,"Directed"
"BNT-I (D1)","EPB42",1,"Directed"
"BNT-I (D1)","CD34",1,"Directed"
"BNT-I (D1)","HMGB3",1,"Directed"
"BNT-I (D1)","NFKBIA",1,"Directed"
"BNT-I (D1)","CXCL2",1,"Directed"
"BNT-I (D1)","CXCL3",1,"Directed"
"BNT-I (D1)","FOSL1",1,"Directed"
"BNT-I (D1)","FLT3",1,"Directed"
"BNT-I (D1)","PRG2",1,"Directed"
"BNT-I (D1)","PRR7",1,"Directed"
"BNT-I (D1)","PTX3",1,"Directed"
"BNT-I (D1)","MAPKAPK2",1,"Directed"
"BNT-I (D1)","ZC3H12A",1,"Directed"
"BNT-I (D1)","JMJD6",1,"Directed"
"BNT-I (D1)","JAG1",1,"Directed"
"BNT-I (D1)","IL1R2",1,"Directed"
"BNT-I (D1)","ICAM1",1,"Directed"
"BNT-I (D1)","RAB34",1,"Directed"
"BNT-I (D1)","CD3G",-1,"Directed"
"BNT-I (D1)","TRIM32",-1,"Directed"
"BNT-I (D1)","SBDS",1,"Directed"
"BNT-I (D1)","SPTA1",1,"Directed"
"BNT-I (D1)","ITGA9",1,"Directed"
"BNT-I (D1)","GPR15",-1,"Directed"
"BNT-I (D1)","SLC11A1",1,"Directed"
"BNT-I (D1)","VSIG4",1,"Directed"
"BNT-I (D1)","SLC15A3",1,"Directed"
"BNT-I (D1)","FCGRT",1,"Directed"
"BNT-I (D1)","FCAR",1,"Directed"
"BNT-I (D1)","F12",1,"Directed"
"BNT-I (D1)","GAPDH",1,"Directed"
"BNT-I (D1)","S1PR1",-1,"Directed"
"BNT-I (D1)","CD276",1,"Directed"
"BNT-I (D1)","SMPDL3B",1,"Directed"
"BNT-I (D1)","NFAM1",1,"Directed"
"BNT-I (D1)","TNFAIP3",1,"Directed"
"BNT-I (D1)","NFKBIZ",1,"Directed"
"BNT-I (D1)","C5AR1",1,"Directed"
"BNT-I (D1)","HIF1A",1,"Directed"
"BNT-I (D1)","LAX1",-1,"Directed"
"BNT-I (D1)","MSH2",-1,"Directed"
"BNT-I (D1)","SLPI",1,"Directed"
"BNT-I (D1)","SOX4",1,"Directed"
"BNT-I (D1)","C1R",1,"Directed"
"BNT-I (D1)","IKZF3",-1,"Directed"
"BNT-I (D1)","BCL3",1,"Directed"
"BNT-I (D1)","PIK3R3",-1,"Directed"
"BNT-I (D1)","MPL",1,"Directed"
"BNT-I (D1)","NR4A3",1,"Directed"
"BNT-I (D1)","CD40LG",-1,"Directed"
"BNT-I (D1)","EOMES",-1,"Directed"
"BNT-I (D1)","PURA",-1,"Directed"
"BNT-I (D1)","CXCL16",1,"Directed"
"BNT-I (D1)","ADAM9",1,"Directed"
"BNT-I (D1)","CD83",1,"Directed"
"BNT-I (D1)","RAP1GAP",1,"Directed"
"BNT-I (D1)","CCR6",-1,"Directed"
"BNT-I (D1)","CDC42EP4",1,"Directed"
"BNT-I (D1)","PADI4",1,"Directed"
"BNT-I (D1)","PELI1",1,"Directed"
"BNT-I (D1)","THBS1",1,"Directed"
"BNT-I (D1)","KLRC4",-1,"Directed"
"BNT-I (D1)","TNFSF9",1,"Directed"
"BNT-I (D1)","RAB43",1,"Directed"
"BNT-I (D1)","SH2B2",1,"Directed"
"BNT-I (D1)","CAMP",1,"Directed"
"BNT-I (D1)","LTF",1,"Directed"
"BNT-I (D1)","GPR18",-1,"Directed"
"BNT-I (D1)","ADGRG3",1,"Directed"
"BNT-I (D1)","SIT1",-1,"Directed"
"BNT-I (D1)","CHGA",1,"Directed"
"BNT-I (D1)","CTSK",1,"Directed"
"BNT-I (D1)","KYNU",1,"Directed"
"BNT-I (D1)","ARG1",1,"Directed"
"BNT-I (D1)","ATP1B1",1,"Directed"
"BNT-I (D1)","TUBB4B",1,"Directed"
"BNT-I (D1)","JUN",1,"Directed"
"BNT-I (D1)","CD2",-1,"Directed"
"BNT-I (D1)","SLC18A2",1,"Directed"
"BNT-I (D1)","IL7R",-1,"Directed"
"BNT-I (D1)","CD14",1,"Directed"
"BNT-I (D1)","CCR5",-1,"Directed"
"BNT-I (D1)","EPS8",1,"Directed"
"BNT-I (D1)","IL11",1,"Directed"
"BNT-I (D1)","KLRG1",-1,"Directed"
"BNT-I (D1)","XKR8",1,"Directed"
"BNT-I (D1)","SLAMF6",-1,"Directed"
"BNT-I (D1)","XCL2",-1,"Directed"
"BNT-I (D1)","CR2",-1,"Directed"
"BNT-I (D1)","KLRC1",-1,"Directed"
"BNT-I (D1)","FUT4",1,"Directed"
"BNT-I (D1)","PGLYRP1",1,"Directed"
"BNT-I (D1)","NFKBID",1,"Directed"
"BNT-I (D1)","KITLG",1,"Directed"
"BNT-I (D1)","CD300LD",1,"Directed"
"BNT-I (D1)","RGS1",1,"Directed"
"BNT-I (D1)","RAPGEF3",1,"Directed"
"BNT-I (D1)","CCL24",1,"Directed"
"BNT-I (D1)","CD22",-1,"Directed"
"BNT-I (D1)","FOSL2",1,"Directed"
"BNT-I (D1)","NFIL3",1,"Directed"
"BNT-I (D1)","IL13",1,"Directed"
"BNT-I (D1)","CLEC5A",1,"Directed"
"BNT-I (D1)","HRH2",1,"Directed"
"BNT-I (D1)","OSM",1,"Directed"
"BNT-I (D1)","TNF",1,"Directed"
"BNT-I (D1)","HOXB4",-1,"Directed"
"BNT-I (D1)","TLR3",-1,"Directed"
"BNT-I (D1)","IFNL2",1,"Directed"
"BNT-I (D1)","CXCR5",-1,"Directed"
"BNT-I (D1)","JAM2",-1,"Directed"
"BNT-I (D10, mild)","LY9",-1,"Directed"
"BNT-I (D10, mild)","IFI27",1,"Directed"
"BNT-I (D10, mild)","IL21R",-1,"Directed"
"BNT-I (D10, mild)","IKZF3",-1,"Directed"
"BNT-I (D10, mild)","IL7R",-1,"Directed"
"BNT-I (D10, mild)","SLAMF6",-1,"Directed"
"BNT-I (D10, mild)","RAB32",1,"Directed"
"BNT-I (D10, mild)","TRIM32",-1,"Directed"
"BNT-I (D10, mild)","FCER1A",-1,"Directed"
"BNT-I (D10, mild)","GPR174",-1,"Directed"
"BNT-I (D10, mild)","NFATC2",-1,"Directed"
"BNT-I (D10, mild)","CTSF",-1,"Directed"
"BNT-I (D10, mild)","AKAP1",-1,"Directed"
"BNT-I (D10, mild)","CD96",-1,"Directed"
"BNT-I (D10, mild)","NLRC3",-1,"Directed"
"BNT-I (D10, mild)","THEMIS",-1,"Directed"
"BNT-I (D10, mild)","ETS1",-1,"Directed"
"BNT-I (D10, mild)","ITGB7",-1,"Directed"
"BNT-I (D10, mild)","MAD2L2",1,"Directed"
"BNT-I (D10, mild)","ADD2",-1,"Directed"
"BNT-I (D10, mild)","MS4A2",-1,"Directed"
"BNT-I (D10, mild)","RNF135",1,"Directed"
"BNT-I (D10, mild)","ZAP70",-1,"Directed"
"BNT-I (D10, mild)","RFTN1",-1,"Directed"
"BNT-I (D10, mild)","GCNT4",-1,"Directed"
"BNT-I (D10, mild)","CCR6",-1,"Directed"
"BNT-I (D10, mild)","IL15",1,"Directed"
"BNT-I (D10, mild)","KLRG1",-1,"Directed"
"BNT-I (D10, mild)","CD2",-1,"Directed"
"BNT-I (D10, mild)","CCR7",-1,"Directed"
"BNT-I (D10, mild)","MID2",-1,"Directed"
"BNT-I (D10, mild)","TBX21",-1,"Directed"
"BNT-I (D10, mild)","CNR2",-1,"Directed"
"BNT-I (D10, mild)","CAMK4",-1,"Directed"
"BNT-I (D10, mild)","CXCR5",-1,"Directed"
"BNT-I (D10, mild)","CARD11",-1,"Directed"
"BNT-I (D10, mild)","SCART1",-1,"Directed"
"BNT-I (D10, mild)","SP100",1,"Directed"
"BNT-I (D10, mild)","OTUD7B",-1,"Directed"
"BNT-I (D10, mild)","MAP2K6",1,"Directed"
"BNT-I (D10, mild)","SKAP1",-1,"Directed"
"BNT-I (D10, mild)","CD8B",-1,"Directed"
"BNT-I (D10, mild)","PLCG1",-1,"Directed"
"BNT-I (D10, mild)","TESPA1",-1,"Directed"
"BNT-I (D10, mild)","RASGRP1",-1,"Directed"
"BNT-I (D10, mild)","GPAM",-1,"Directed"
"BNT-I (D10, mild)","CD247",-1,"Directed"
"BNT-I (D10, mild)","STXBP4",-1,"Directed"
"BNT-I (D10, mild)","KLRC4",-1,"Directed"
"BNT-I (D10, mild)","CD3E",-1,"Directed"
"BNT-I (D10, mild)","IL18",1,"Directed"
"BNT-I (D10, mild)","SH2D2A",-1,"Directed"
"BNT-I (D10, mild)","CD6",-1,"Directed"
"BNT-I (D10, mild)","TCF7",-1,"Directed"
"BNT-I (D10, mild)","ITK",-1,"Directed"
"BNT-I (D10, mild)","HLA-DOA",-1,"Directed"
"BNT-I (D10, mild)","MFHAS1",-1,"Directed"
"BNT-I (D10, mild)","AKIRIN2",1,"Directed"
"BNT-I (D10, mild)","CD8A",-1,"Directed"
"BNT-I (D10, mild)","PYHIN1",-1,"Directed"
"BNT-I (D10, mild)","CRTAM",-1,"Directed"
"BNT-I (D10, mild)","KLRC3",-1,"Directed"
"BNT-I (D10, mild)","FBXO9",1,"Directed"
"BNT-I (D10, mild)","CTSW",-1,"Directed"
"BNT-I (D10, mild)","LCK",-1,"Directed"
"BNT-I (D10, mild)","S100A7",1,"Directed"
"BNT-I (D10, mild)","CD5",-1,"Directed"
"BNT-I (D10, mild)","ANXA3",1,"Directed"
"BNT-I (D10, mild)","MEN1",-1,"Directed"
"BNT-I (D10, mild)","LMO4",1,"Directed"
"BNT-I (D10, mild)","HERC5",1,"Directed"
"BNT-I (D10, mild)","CD3G",-1,"Directed"
"BNT-I (D10, mild)","ANKHD1",1,"Directed"
"BNT-I (D10, mild)","TGFBR3",-1,"Directed"
"BNT-I (D10, mild)","RPL22",-1,"Directed"
"BNT-I (D10, mild)","ITGB8",-1,"Directed"
"BNT-I (D10, mild)","EOMES",-1,"Directed"
"BNT-I (D10, mild)","JAK2",1,"Directed"
"BNT-I (D10, mild)","NCR3",-1,"Directed"
"BNT-I (D10, mild)","CD40LG",-1,"Directed"
"BNT-I (D10, mild)","A2M",-1,"Directed"
"BNT-I (D10, mild)","CBLB",-1,"Directed"
"BNT-I (D10, mild)","GATA3",-1,"Directed"
"BNT-I (D10, mild)","PLEKHA1",-1,"Directed"
"BNT-I (D10, mild)","RORA",-1,"Directed"
"BNT-I (D10, mild)","TNIP1",1,"Directed"
"BNT-I (D10, mild)","TRIM65",-1,"Directed"
"BNT-I (D10, mild)","OASL",1,"Directed"
"BNT-I (D10, mild)","TRIM22",1,"Directed"
"BNT-I (D10, mild)","HHEX",1,"Directed"
"BNT-I (D10, mild)","GAPDH",1,"Directed"
"BNT-I (D10, mild)","APOBEC3A",1,"Directed"
"BNT-I (D10, mild)","S1PR1",-1,"Directed"
"BNT-I (D10, mild)","ATM",-1,"Directed"
"BNT-I (D10, mild)","ST6GAL1",-1,"Directed"
"BNT-I (D10, mild)","CD58",1,"Directed"
"BNT-I (D10, mild)","S100A9",1,"Directed"
"BNT-I (D10, mild)","LAX1",-1,"Directed"
"BNT-I (D10, mild)","IL18RAP",1,"Directed"
"BNT-I (D10, mild)","GNLY",-1,"Directed"
"BNT-I (D10, mild)","BCL2",-1,"Directed"
"BNT-I (D10, mild)","LEF1",-1,"Directed"
"BNT-I (D10, mild)","ZBP1",1,"Directed"
"BNT-I (D10, mild)","IFI6",1,"Directed"
"BNT-I (D10, mild)","BCL6",1,"Directed"
"BNT-I (D10, mild)","S100A8",1,"Directed"
"BNT-I (D10, mild)","OAS1",1,"Directed"
"BNT-I (D10, mild)","RORC",-1,"Directed"
"BNT-I (D10, mild)","LY96",1,"Directed"
"BNT-I (D10, mild)","SARM1",-1,"Directed"
"BNT-I (D10, mild)","IL2RB",-1,"Directed"
"BNT-I (D10, mild)","TRIM35",-1,"Directed"
"BNT-I (D10, mild)","ZC3H8",-1,"Directed"
"BNT-I (D10, mild)","IFITM1",1,"Directed"
"BNT-I (D10, mild)","ERBB2",-1,"Directed"
"BNT-I (D10, mild)","MSH2",-1,"Directed"
"BNT-I (D10, mild)","PRF1",-1,"Directed"
"BNT-I (D10, mild)","ANXA1",1,"Directed"
"BNT-I (D10, mild)","SLC12A2",-1,"Directed"
"BNT-I (D10, mild)","KLRC2",-1,"Directed"
"BNT-I (D10, mild)","SPN",-1,"Directed"
"BNT-I (D10, mild)","C1R",1,"Directed"
"BNT-I (D10, mild)","FCRL1",-1,"Directed"
"BNT-I (D10, mild)","SRPK1",1,"Directed"
"BNT-I (D10, mild)","BCL11B",-1,"Directed"
"BNT-I (D10, mild)","CD79B",-1,"Directed"
"BNT-I (D10, mild)","STK39",-1,"Directed"
"BNT-I (D10, mild)","DOCK10",-1,"Directed"
"BNT-I (D10, mild)","DNAJA3",-1,"Directed"
"BNT-I (D10, mild)","PSME1",1,"Directed"
"BNT-I (D10, mild)","POLR3H",-1,"Directed"
"BNT-I (D10, mild)","XCL2",-1,"Directed"
"BNT-I (D10, mild)","NKG7",-1,"Directed"
"BNT-I (D10, mild)","PARP9",1,"Directed"
"BNT-I (D10, mild)","VSIG4",1,"Directed"
"BNT-I (D10, mild)","PLD4",-1,"Directed"
"BNT-I (D10, mild)","SH2D1A",-1,"Directed"
"BNT-I (D10, mild)","VAV3",1,"Directed"
"BNT-I (D10, mild)","TXK",-1,"Directed"
"BNT-I (D10, mild)","RNASE2",1,"Directed"
"BNT-I (D10, mild)","RPS6",-1,"Directed"
"BNT-I (D10, mild)","HMGB2",1,"Directed"
"BNT-I (D10, mild)","SLPI",1,"Directed"
"BNT-I (D10, mild)","IFNLR1",-1,"Directed"
"BNT-I (D10, mild)","VNN1",1,"Directed"
"BNT-I (D10, mild)","IFI30",1,"Directed"
"BNT-I (D10, mild)","NMI",1,"Directed"
"BNT-I (D10, mild)","KLRK1",-1,"Directed"
"BNT-I (D10, mild)","DDX60",1,"Directed"
"BNT-I (D10, mild)","SIT1",-1,"Directed"
"BNT-I (D10, mild)","CR1L",1,"Directed"
"BNT-I (D10, mild)","SH2D1B",-1,"Directed"
"BNT-I (D10, mild)","RSAD2",1,"Directed"
"BNT-I (D10, mild)","OAS2",1,"Directed"
"BNT-I (D10, mild)","CD28",-1,"Directed"
"BNT-I (D10, mild)","KMT2A",-1,"Directed"
"BNT-I (D10, mild)","HLA-C",1,"Directed"
"BNT-I (D10, mild)","GPER1",1,"Directed"
"BNT-I (D10, mild)","NDRG1",1,"Directed"
"BNT-I (D10, mild)","ADAM9",1,"Directed"
"BNT-I (D10, mild)","ADARB1",-1,"Directed"
"BNT-I (D10, mild)","BMPR1A",-1,"Directed"
"BNT-I (D10, mild)","CD22",-1,"Directed"
"BNT-I (D10, mild)","CLEC4A",1,"Directed"
"BNT-I (D10, mild)","MX1",1,"Directed"
"BNT-I (D10, mild)","SLAMF1",-1,"Directed"
"BNT-I (D10, mild)","KYNU",1,"Directed"
"BNT-I (D10, mild)","RAB33A",1,"Directed"
"BNT-I (D10, mild)","LILRA6",1,"Directed"
"BNT-I (D10, mild)","ITGA3",-1,"Directed"
"BNT-I (D10, mild)","IRAK3",1,"Directed"
"BNT-I (D10, mild)","GPR18",-1,"Directed"
"BNT-I (D10, mild)","HP",1,"Directed"
"BNT-I (D10, mild)","NFIL3",1,"Directed"
"BNT-I (D10, mild)","LTF",1,"Directed"
"BNT-I (D10, mild)","FCER1G",1,"Directed"
"BNT-I (D10, mild)","GPR183",-1,"Directed"
"BNT-I (D10, mild)","ALPK1",1,"Directed"
"BNT-I (D10, mild)","FYN",-1,"Directed"
"BNT-I (D10, mild)","MFSD6",-1,"Directed"
"BNT-I (D10, mild)","CYP26B1",-1,"Directed"
"BNT-I (D10, mild)","LCN2",1,"Directed"
"BNT-I (D10, mild)","FKBP1B",1,"Directed"
"BNT-I (D10, mild)","DEFA4",1,"Directed"
"BNT-I (D10, mild)","B2M",1,"Directed"
"BNT-I (D10, mild)","SLC25A5",1,"Directed"
"BNT-I (D10, mild)","IPO7",-1,"Directed"
"BNT-I (D10, mild)","FKBP1A",1,"Directed"
"BNT-I (D10, mild)","OAS3",1,"Directed"
"BNT-I (D10, mild)","CASP1",1,"Directed"
"BNT-I (D10, mild)","LGALS9",1,"Directed"
"BNT-I (D10, mild)","TLR5",1,"Directed"
"BNT-I (D10, mild)","WNT10B",-1,"Directed"
"BNT-I (D10, mild)","PTGDS",-1,"Directed"
"BNT-I (D10, mild)","KLRD1",-1,"Directed"
"BNT-I (D10, mild)","IL5RA",-1,"Directed"
"BNT-I (D10, mild)","POLR3B",-1,"Directed"
"BNT-I (D10, mild)","CD81",-1,"Directed"
"BNT-I (D10, mild)","CD1C",-1,"Directed"
"BNT-I (D10, mild)","CD3D",-1,"Directed"
"BNT-I (D10, mild)","FCGR1A",1,"Directed"
