Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p),padj
RVSV ZEBOV (D7),"BNT-MO (V3, D1)",0,0,4,95,4,95,,0,0,2.656482774303097e-7,6.5756929958842525,2.6671087054003093e-4
RVSV ZEBOV (D7),I-I (D2),0.019,2,2,101,4,103,"CCL2, IFIT1",50,1.94,0.0010989010989010987,2.959041392321094,0.4802197802197801
RVSV ZEBOV (D7),"ChAd (V1, D3)",0,0,4,28,4,28,,0,0,2.780867630700782e-5,4.55581968306119,0.019549499443826498
RVSV ZEBOV (D7),"ChAd-BNT (V2, D3)",0.032,2,2,58,4,60,"CCL2, IFIT1",50,3.33,0.0031729243786356477,2.4985402784613955,1
RVSV ZEBOV (D7),"ChAd-BNT (V2, D7)",0.029,2,2,66,4,68,"CCL2, IFIT1",50,2.94,0.002484472049689442,2.604765884703887,0.9540372670807439
RVSV ZEBOV (D7),I-I (D1),0.009,2,2,219,4,221,"CCL2, IFIT1",50,0.9,2.4239486122894216e-4,3.615476591451174,0.1328323839534603
RVSV ZEBOV (D7),I-I (D3),0.013,2,2,153,4,155,"CCL2, IFIT1",50,1.29,4.899559039686418e-4,3.3098430047160714,0.2400783929446345
RVSV ZEBOV (D7),BNT-I (D2),0.007,1,3,148,4,149,IFIT1,25,0.67,6.971070059254085e-6,5.156700552582018,0.005590798187521776
RVSV ZEBOV (D7),"BNT-I (D51, severe)",0.006,1,3,151,4,152,CCL2,25,0.66,6.571543573441105e-6,5.182332608112747,0.0053295218380607365
RVSV ZEBOV (D7),"ChAd (V2, D3)",0.012,1,3,82,4,83,CCL2,25,1.2,3.908540160250151e-5,4.407985421308136,0.02689075630252099
RVSV ZEBOV (D7),"ZF2001 (V3, D14)",0.012,1,3,79,4,80,CCL2,25,1.25,4.3534571891903564e-5,4.361165721926835,0.029255232311359194
RVSV ZEBOV (D7),BNT-I (D3),0.007,1,3,144,4,145,IFIT1,25,0.69,7.555780549909718e-6,5.121720664215964,0.006014401317728127
RVSV ZEBOV (D7),I-I (D5),0.013,2,2,150,4,152,"CCL2, IFIT1",50,1.32,5.092946269416853e-4,3.2930309056064373,0.2454800101858923
RVSV ZEBOV (D7),"ChAd-BNT (V3, D1)",0,0,4,36,4,36,,0,0,1.0942116205274107e-5,4.960898677326661,0.008469197942882159
RVSV ZEBOV (D7),"ChAd (V1, D7)",0,0,4,25,4,25,,0,0,4.210349037935251e-5,4.375681899659374,0.028588269967580297
RVSV ZEBOV (D7),"ChAd (V1, D6)",0,0,4,9,4,9,,0,0,0.0013986013986013986,2.8543060418010806,0.6027972027972028
RVSV ZEBOV (D7),"BNT (V1, D6)",0,0,4,6,4,6,,0,0,0.004761904761904762,2.322219294733919,1
RVSV ZEBOV (D7),"BNT (V2, D1)",0,0,4,4,4,4,,0,0,0.02857142857142858,1.5440680443502754,1
LVS F TULARENSIS (H18),RVSV ZEBOV (D7),0,0,4,31,4,31,,0,0,1.90985485103132e-5,4.718999637878719,0.014066496163682874
LVS F TULARENSIS (H18),LVS F TULARENSIS (H192),1,31,0,0,31,31,"B2M, CCL18, CCL20, CCR7, CD83, FCGR3A, IRAK1BP1, TAP2, TICAM1, CCR1, CCR2, CD1B, CD1C, CD1D, CD44, CD58, CD68, CD80, CD81, CD86, CDC42, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, LILRB4, TAP1, TIRAP, TLR4",100,100,1,-0,1
LVS F TULARENSIS (H18),LVS F TULARENSIS (H336),1,31,0,0,31,31,"B2M, CCL18, CCL20, CCR7, CD83, FCGR3A, IRAK1BP1, TAP2, TICAM1, CCR1, CCR2, CD1B, CD1C, CD1D, CD44, CD58, CD68, CD80, CD81, CD86, CDC42, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, LILRB4, TAP1, TIRAP, TLR4",100,100,1,-0,1
LVS F TULARENSIS (H18),LVS F TULARENSIS (H48),1,31,0,0,31,31,"B2M, CCL18, CCL20, CCR7, CD83, FCGR3A, IRAK1BP1, TAP2, TICAM1, CCR1, CCR2, CD1B, CD1C, CD1D, CD44, CD58, CD68, CD80, CD81, CD86, CDC42, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, LILRB4, TAP1, TIRAP, TLR4",100,100,1,-0,1
LVS F TULARENSIS (H18),CN54GP140 (D1),0,0,31,7,31,7,,0,0,7.92376953367665e-8,7.101068164595891,8.462585861966661e-5
LVS F TULARENSIS (H18),CN54GP140 (D3),0,0,31,4,31,4,,0,0,1.90985485103132e-5,4.718999637878719,0.014066496163682874
LVS F TULARENSIS (H18),CN54GP140 (D7),0,0,31,2,31,2,,0,0,0.0018939393939393946,2.722633922533812,0.7859848484848487
LVS F TULARENSIS (H18),CN54GP140 (H6),0.094,3,28,1,31,4,"FCGR3A, CCR2, CD1C",9.68,75,0.12499999999999994,0.9030899869919438,1
LVS F TULARENSIS (H18),HIV-1 GAG-POL NEF (D1),0.061,15,16,216,31,231,"CCR7, TAP2, CCR1, CCR2, CD1C, CD44, CD68, CD86, FAS, FCER1A, FCER1G, FCGR2A, LILRB4, TAP1, TLR4",48.39,6.49,5.3817241087591606e-17,16.26907856987859,9.418017190328532e-14
LVS F TULARENSIS (H18),HIV-1 GAG-POL NEF (D3),0.048,3,28,32,31,35,"FCGR3A, CCR1, TAP1",9.68,8.57,7.142763050838898e-15,14.146133756626122,1.1814130086087537e-11
LVS F TULARENSIS (H18),HPV-VLP (M2),0.046,5,26,77,31,82,"CCL18, CCL20, CD83, TAP2, CD1B",16.13,6.1,2.459057334453643e-20,19.60923134529684,4.73860348349217e-17
LVS F TULARENSIS (H18),INFLUENZA (D1),0,0,31,1,31,1,,0,0,0.03125,1.505149978319906,1
LVS F TULARENSIS (H18),PANDEMRIX (D1),0.083,3,28,5,31,8,"CD86, TAP1, TLR4",9.68,37.5,1.4854426619132497e-4,3.8281441073037863,0.0880867498514557
LVS F TULARENSIS (H18),FLUARIX FLUVIRIN (D3),0.039,4,27,72,31,76,"CCR2, CD86, CDC42, FCER1G",12.9,5.26,6.5233911250603925e-21,20.18552658156289,1.2759753040618128e-17
LVS F TULARENSIS (H18),INFLUENZA (D3),0,0,31,5,31,5,,0,0,2.6525761819879467e-6,5.576332134309987,0.0022838680926916223
LVS F TULARENSIS (H18),FLUARIX FLUVIRIN (D7),0.012,1,30,52,31,53,CD83,3.23,1.89,8.909254076273373e-22,21.050158655572478,1.7996693234072213e-18
LVS F TULARENSIS (H18),INFLUENZA (D7),0,0,31,6,31,6,,0,0,4.301474889710179e-7,6.366382607993338,4.2240483416953957e-4
LVS F TULARENSIS (H18),PANDEMRIX (D7),0,0,31,21,31,21,,0,0,5.208555404055817e-15,14.283282711833145,8.667036192348879e-12
LVS F TULARENSIS (H18),FLUMIST (D3),0.031,4,27,96,31,100,"CD44, CD86, CDC42, FCER1G",12.9,4,1.0613632790442867e-23,22.974135942129955,2.2426606086205776e-20
LVS F TULARENSIS (H18),FLUMIST (D7),0.034,6,25,147,31,153,"CD83, CCR2, CD1C, CD1D, CD58, CDC42",19.35,3.92,3.674927372888952e-25,24.43475123940026,8.051765873999693e-22
LVS F TULARENSIS (H18),MENACTRA (D3),0.05,2,29,9,31,11,"CCL20, TLR4",6.45,18.18,2.0114184200871501e-7,6.696497577024841,2.0677381358495903e-4
LVS F TULARENSIS (H18),MENACTRA (D7),0,0,31,1,31,1,,0,0,0.03125,1.505149978319906,1
LVS F TULARENSIS (H18),WETVAX (D2-4),0.062,3,28,17,31,20,"FCGR3A, FCGR1A, FCGR2B",9.68,15,2.685878403358123e-10,9.57091365285344,3.531930100415932e-7
LVS F TULARENSIS (H18),WETVAX (D5-7),0.071,9,22,96,31,105,"CCR7, FCGR3A, TAP2, CCR1, CD1C, FAS, FCGR1A, FCGR2B, TAP1",29.03,8.57,8.133803481364649e-18,17.08970632467669,1.4583909642086817e-14
LVS F TULARENSIS (H18),WETVAX (D50-60),0.029,2,29,38,31,40,"CCR2, CD1C",6.45,5,1.9603329763061555e-17,16.70767015441384,3.4697893680618953e-14
LVS F TULARENSIS (H18),MVA85A (D2),0.032,2,29,31,31,33,"CD68, FCGR1A",6.45,6.06,2.2688776749723543e-15,14.64418891818143,3.818521126978473e-12
LVS F TULARENSIS (H18),ZOSTAVAX (D1),0,0,31,1,31,1,,0,0,0.03125,1.505149978319906,1
LVS F TULARENSIS (H18),ZOSTAVAX (D3),0,0,31,3,31,3,,0,0,1.6711229946524082e-4,3.7769915848564044,0.09657477025898076
LVS F TULARENSIS (H18),YF VAX (ANY),0,0,31,3,31,3,,0,0,1.6711229946524082e-4,3.7769915848564044,0.09657477025898076
LVS F TULARENSIS (H18),YF17D (D3),0,0,31,15,31,15,,0,0,1.954122058170771e-12,11.709048312912806,2.878421791685546e-9
LVS F TULARENSIS (H18),YF VAX (D4-7),0.032,3,28,64,31,67,"FCGR3A, CD86, TAP1",9.68,4.48,4.8386041487620435e-21,20.315279906521344,9.522372964763702e-18
LVS F TULARENSIS (H18),STAMARIL (D10),0.048,4,27,53,31,57,"TAP2, CCR1, FCER1A, TAP1",12.9,7.02,4.1895767293675054e-18,17.377829851350068,7.604081763802022e-15
LVS F TULARENSIS (H18),STAMARIL (D14),0,0,31,10,31,10,,0,0,8.91981561014258e-10,9.049644123238819,1.1283566746830364e-6
LVS F TULARENSIS (H18),STAMARIL (D28),0.026,1,30,7,31,8,FCER1G,3.23,12.5,6.339015626941327e-7,6.1979781776039475,6.022064845594261e-4
LVS F TULARENSIS (H18),STAMARIL (D3),0.081,7,24,55,31,62,"TAP2, TICAM1, CCR1, CD68, CD86, FCER1G, TAP1",22.58,11.29,2.119269837396198e-15,14.673813742944096,3.575208215687386e-12
LVS F TULARENSIS (H18),STAMARIL (D60),0.054,2,29,6,31,8,"CD86, TAP1",6.45,25,1.2044129691188514e-5,4.919224576651119,0.009286023991906336
LVS F TULARENSIS (H18),STAMARIL (D7),0.065,7,24,76,31,83,"TAP2, TICAM1, CCR1, CD68, CD86, FCER1G, TAP1",22.58,8.43,5.248330939533973e-18,17.279978787831716,9.488982338677424e-15
LVS F TULARENSIS (H18),"BNT-I (D10, mild)",0.042,20,11,447,31,467,"B2M, CCL18, CCR7, FCGR3A, IRAK1BP1, TAP2, CD1B, CD1C, CD58, CD81, CD86, CDC42, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, TAP1, TLR4",64.52,4.28,1.275062202857923e-14,13.894468628015119,2.0783513906584145e-11
LVS F TULARENSIS (H18),"BNT-I (D10, severe)",0.044,16,15,334,31,350,"B2M, CCL20, CCR7, FCGR3A, IRAK1BP1, CD1B, CD1C, CD58, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, TAP1, TLR4",51.61,4.57,1.9347784385943823e-18,17.713368761087004,3.5503184348206915e-15
LVS F TULARENSIS (H18),"BNT-I (D26, mild)",0.038,16,15,390,31,406,"CCL20, CCR7, FCGR3A, IRAK1BP1, CD1B, CD1C, CD58, CDC42, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, LILRB4, TLR4",51.61,3.94,2.1865118428445926e-19,18.660248166035508,4.0887771461193883e-16
LVS F TULARENSIS (H18),"BNT-I (D26, severe)",0.037,8,23,183,31,191,"CCR7, FCGR3A, CCR1, CCR2, CD1B, FCER1A, FCGR1A, FCGR2B",25.81,4.19,1.7475521252133733e-24,23.75756986144499,3.778207694711313e-21
LVS F TULARENSIS (H18),"BNT-I-BNT (D51, mild)",0.015,4,27,241,31,245,"CCL20, CCR7, CD1B, CDC42",12.9,1.63,2.404493259140487e-33,32.61897643610824,6.11943534451254e-30
LVS F TULARENSIS (H18),"I (D10, moderate)",0.037,11,20,267,31,278,"CCL18, CCL20, CCR7, IRAK1BP1, CCR2, CD1C, CD58, CD81, FCER1A, FCER1G, FCGR1A",35.48,3.96,1.2962395326050028e-23,22.887314737604054,2.718214299872691e-20
LVS F TULARENSIS (H18),"I (D10, severe)",0.043,15,16,316,31,331,"CCL18, CCL20, CCR7, IRAK1BP1, CCR1, CCR2, CD1C, CD58, CD81, CD86, CDC42, FCER1A, FCER1G, FCGR1A, TLR4",48.39,4.53,2.0217449010683212e-19,18.694273643526206,3.7948151793052387e-16
LVS F TULARENSIS (H18),"I (D26, moderate)",0.026,6,25,203,31,209,"CCL20, CCR7, CCR2, FCER1A, FCER1G, FCGR1A",19.35,2.87,2.538622926334128e-28,27.595401802148672,5.884527943242508e-25
LVS F TULARENSIS (H18),"I (D26, severe)",0.045,16,15,322,31,338,"CCL20, CCR7, CD83, TICAM1, CCR1, CCR2, CD1B, CD1C, CD58, CD68, CD81, CDC42, FAS, FCER1A, FCER1G, FCGR1A",51.61,4.73,3.2267746977184477e-18,17.491231357172342,5.8759567245452934e-15
LVS F TULARENSIS (H18),"I (D51, severe)",0.04,12,19,267,31,279,"CCL20, CCR7, CD83, TICAM1, CCR2, CD1C, CD86, FAS, FCER1A, FCGR1A, FCGR2B, TAP1",38.71,4.3,3.0137569133066234e-22,21.520891780378083,6.126967804752365e-19
LVS F TULARENSIS (H18),"I (D51, moderate)",0.014,2,29,115,31,117,"CCL18, FCGR1A",6.45,1.71,1.3891161876200978e-28,27.857261427745495,3.2408080657176884e-25
LVS F TULARENSIS (H18),"BBIBP (V3, D07)",0.023,2,29,57,31,59,"CCL20, CD83",6.45,3.39,3.0740582891765046e-21,20.512287901824006,6.12045005375042e-18
LVS F TULARENSIS (H18),"BBIBP (V3, D14)",0.012,2,29,137,31,139,"CCL20, CD83",6.45,1.44,1.5650469022757214e-30,29.805472642721806,3.793673691116349e-27
LVS F TULARENSIS (H18),"ChAd (V2, D1)",0,0,31,17,31,17,,0,0,2.356033687156259e-13,12.62781850418991,3.609443608723389e-10
LVS F TULARENSIS (H18),"ZF2001 (V3, D07)",0.026,6,25,198,31,204,"CCL18, CCL20, CD83, TICAM1, CCR1, TAP1",19.35,2.94,4.48948711165715e-28,27.347803270867512,1.034826779236973e-24
LVS F TULARENSIS (H18),"ZF2001 (V3, D28)",0.031,3,28,65,31,68,"CCL18, CCL20, TAP1",9.68,4.41,3.427344605373038e-21,20.46504222685469,6.803279041665481e-18
LVS F TULARENSIS (H18),BNT-I (D1),0.019,4,27,176,31,180,"CCR7, CD83, CD1C, FCGR1A",12.9,2.22,5.9378367421382836e-30,29.226371747286144,1.4197367650452637e-26
LVS F TULARENSIS (H18),"ChAd (V2, D7)",0.04,8,23,171,31,179,"CCL18, CCL20, CD83, FCGR3A, TICAM1, CCR1, FCER1A, FCGR1A",25.81,4.47,7.108272986227022e-24,23.148235901894385,1.5105080095732422e-20
LVS F TULARENSIS (H18),I (D1),0.056,12,19,185,31,197,"IRAK1BP1, TAP2, TICAM1, CCR1, CD1B, CD1C, CD68, FCER1G, FCGR1A, FCGR2B, LILRB4, TAP1",38.71,6.09,1.7145046343648514e-19,18.765861336634565,3.228412226509015e-16
LVS F TULARENSIS (H18),I-I (D0),0.036,7,24,165,31,172,"CCR7, CD83, FCGR3A, IRAK1BP1, CD1C, CD68, LILRB4",22.58,4.07,6.855255295166336e-25,24.16397636710095,1.4903325011691614e-21
LVS F TULARENSIS (H18),"BBIBP (V3, D28)",0.021,2,29,64,31,66,"CCL20, CD83",6.45,3.03,2.1665391710874634e-22,21.66423345450251,4.426239526531688e-19
LVS F TULARENSIS (H18),"BNT-I-BNT (D51, severe)",0.022,5,26,199,31,204,"CCL20, CCR7, CD83, FCGR3A, CD1B",16.13,2.45,1.1711705508671032e-29,28.931379856501454,2.78153005830937e-26
LVS F TULARENSIS (H18),"BNT-MO (V3, D1)",0,0,31,95,31,95,,0,0,3.580756450434958e-30,29.446025217058246,8.597396237494335e-27
LVS F TULARENSIS (H18),I-I (D2),0.031,4,27,99,31,103,"CCL18, CCR7, TICAM1, CD68",12.9,3.88,5.24662224011235e-24,23.280120204134178,1.1201538482639867e-20
LVS F TULARENSIS (H18),"ChAd (V1, D3)",0.035,2,29,26,31,28,"CCL20, FCGR1A",6.45,7.14,3.0930646788732754e-14,13.509610998398351,4.9458104215183676e-11
LVS F TULARENSIS (H18),"ChAd-BNT (V2, D3)",0.011,1,30,59,31,60,FCGR1A,3.23,1.67,4.6053307703019543e-23,22.336739171860614,9.523824032984441e-20
LVS F TULARENSIS (H18),"ChAd-BNT (V2, D7)",0.042,4,27,64,31,68,"CCL20, CD83, CCR1, FCGR1A",12.9,5.88,8.22562705289537e-20,19.08483098514308,1.5645142654606995e-16
LVS F TULARENSIS (H18),I-I (D1),0.063,15,16,206,31,221,"CCL18, CCR7, CD83, FCGR3A, IRAK1BP1, TAP2, CD1B, CD1C, CD68, CD80, CD86, FCGR1A, FCGR2B, LILRB4, TAP1",48.39,6.79,1.0651269355674996e-16,15.972598632477347,1.8479952332096117e-13
LVS F TULARENSIS (H18),I-I (D3),0.011,2,29,153,31,155,"CCL18, CD83",6.45,1.29,8.836072461238764e-32,31.053740731303645,2.2019492573407e-28
LVS F TULARENSIS (H18),BNT-I (D2),0.053,9,22,140,31,149,"CCL18, CCR7, IRAK1BP1, TICAM1, CD1B, CD1C, CD68, FCER1A, LILRB4",29.03,6.04,6.954770167273545e-21,20.15771721746692,1.357571136651796e-17
LVS F TULARENSIS (H18),"BNT-I (D51, severe)",0.04,7,24,145,31,152,"CCL18, CCL20, FCGR3A, CCR1, CCR2, FCGR2A, TLR4",22.58,4.61,1.0810668703103605e-23,22.966147441561414,2.2799700294845503e-20
LVS F TULARENSIS (H18),"ChAd (V2, D3)",0.009,1,30,82,31,83,CCL18,3.23,1.2,1.4540835626456704e-26,25.837410634912253,3.2571471803263014e-23
LVS F TULARENSIS (H18),"ZF2001 (V3, D14)",0.018,2,29,78,31,80,"FAS, TAP1",6.45,2.5,2.0379547454096445e-24,23.69080546411619,4.395868385848603e-21
LVS F TULARENSIS (H18),BNT-I (D3),0.041,7,24,138,31,145,"CCL18, IRAK1BP1, TICAM1, CCR2, CD1B, CD68, LILRB4",22.58,4.83,3.0756869955936116e-23,22.512057863605065,6.4035803248259e-20
LVS F TULARENSIS (H18),I-I (D5),0.052,9,22,143,31,152,"CD83, CCR1, CD1B, CD1C, CD68, FCGR1A, FCGR2B, LILRB4, TAP1",29.03,5.92,4.624563834105435e-21,20.33492922149224,9.119639880855918e-18
LVS F TULARENSIS (H18),"ChAd-BNT (V3, D1)",0.015,1,30,35,31,36,CD1B,3.23,2.78,5.619306595939638e-18,17.25031727164381,1.0131609792479168e-14
LVS F TULARENSIS (H18),"ChAd (V1, D7)",0.018,1,30,24,31,25,CCL20,3.23,4,1.0045851093776461e-14,13.998013263527703,1.649528749598095e-11
