"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"11","ADAPTIVE IMMUNE SYSTEM","MACROPHAGES",16,660,19,676,36,"CCL2, CCR2, SYK, SLC11A1, TLR4, PLCG2, IL33, LIPA, LBP, CCL3, PRKCE, SAA1, CCL5, JMJD6, TICAM1, MCOLN2",2.37,44.44,6.36381998917365e-28,27.1962821135657
"12","INNATE IMMUNE SYSTEM","CELLULAR ADAPTIVE IMMUNE SYSTEM",98,451,286,549,384,"TAP2, IL10, HMGB1, PIK3CG, TOX, IL15, LAG3, HLA-E, B2M, SLC11A1, GPR183, BTK, CCL3, CEBPB, LIPA, KITLG, KIT, STAT5B, CCR7, PRDX2, PSEN1, IL33, IFNA8, IFNE, IL12B, EMP2, ITK, FOSL2, TLR4, FCER1G, CD1D, CD1C, FCER1A, CCR2, JAML, PHB1, DOCK8, HSPD1, SYK, PDE4B, PLCG2, BCL10, NCKAP1L, SOD1, BAX, ITPKB, RAB27A, CORO1A, ADAM17, IL6R, IRF1, JAK1, RELB, GATA3, KLRK1, IL2, RASGRP1, SP3, PBX1, PTPRC, KLRC1, SRC, TRIL, JMJD6, NOTCH1, IL20RB, CCL2, F2RL1, DEFA1, DEFA4, GPR15LG, PTPN6, PRKDC, UBE2N, NCK1, CTSH, WDFY4, CCL20, VAV1, CXADR, WAS, TRGV8, TRDV1, TRGV2, TRAF2, CD46, JAK3, CD160, TRGV4, TRGV5, GZMM, TNFAIP8L2, CR1, ZNF683, TRDV2, ZAP70, TRDV3, CR2",17.85,25.52,7.33310414376274e-139,138.134712147169
"13","INNATE IMMUNE SYSTEM","HUMORAL ADAPTIVE IMMUNE SYSTEM",32,517,111,549,143,"MPL, FCGR2B, HCK, GPR183, LIPA, KIT, IRF8, MBL2, LBP, PRKCE, FCER1G, FCER1A, CD6, DOCK8, HSPD1, SYK, PLCG2, BCL10, HLA-G, ADAM17, SPI1, NOTCH2, GATA3, PBX1, SRC, PRKCD, PRKDC, VAV1, PTX3, FGR, C4B, NFKB2",5.83,22.38,2.8755052456005e-97,96.5412858358099
"14","INNATE IMMUNE SYSTEM","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE",5,544,57,549,62,"MPL, FCGR2B, FCER1G, BCL10, PRKCD",0.91,8.06,9.9738656846869e-75,74.0011364846029
"15","INNATE IMMUNE SYSTEM","T CELLS",80,469,153,549,364,"TAP2, IL10, HLA-DRB3, PIK3CG, TOX, IL15, LAG3, HLA-E, B2M, SLC11A1, GPR183, BTK, CCL3, LIPA, KITLG, KIT, STAT5B, CCR7, PRDX2, PSEN1, IL33, IFNA8, IFNE, IL12B, EMP2, ITK, FOSL2, FCER1G, CD1D, CD1C, FCER1A, JAML, CD6, DOCK8, HSPD1, SYK, PDE4B, PLCG2, BCL10, NCKAP1L, BAX, ITPKB, RAB27A, CORO1A, ADAM17, IRF1, GATA3, KLRK1, IL2, RASGRP1, SP3, PTPRC, KLRC1, SRC, JMJD6, IL20RB, CCL2, F2RL1, DEFA1, DEFA4, GPR15LG, PTPN6, PRKDC, UBE2N, NCK1, CTSH, WDFY4, CCL20, VAV1, CXADR, WAS, CD46, JAK3, CD160, GZMM, TNFAIP8L2, CR1, ZNF683, ZAP70, CR2",14.57,21.98,2.64096665447517e-95,94.5782370822724
"16","INNATE IMMUNE SYSTEM","B CELLS",56,493,150,549,310,"MPL, IL10, FCGR2B, HCK, TICAM1, GPR183, BTK, KIT, STAT5B, TNFAIP3, IRF8, MBL2, LBP, IFNA8, IFNE, ITK, FOSL2, NFKBIA, TLR4, PRKCE, FCER1G, PHB1, CD40, CH25H, HSPD1, SYK, PLCG2, BCL10, HLA-G, NCKAP1L, BAX, ADAM17, SPI1, NOTCH2, RBPJ, GATA3, RASGRP1, SP3, PTPRC, EP300, SRC, PRKCD, PTPN6, CEBPG, MNDA, PRKDC, BST2, HDAC4, VAV1, PTX3, JAK3, FGR, C4B, NFKB1, ZAP70, CR2",10.2,18.06,5.29321931546304e-106,105.276280111389
"17","INNATE IMMUNE SYSTEM","ARPP",91,458,0,549,173,"TAP2, FCGR2B, TICAM1, HLA-DRB3, KLRC2, TIRAP, SCIMP, PSME1, FCGR1A, HLA-F, HLA-E, B2M, SLC11A1, CTSS, BTK, MAP2K6, TNFAIP3, CALR, PDIA3, PIK3AP1, TNIP2, MBL2, LBP, CD14, NFKBIA, TLR4, XIAP, PRKCE, TICAM2, RAB11FIP2, FCER1G, IFI30, MFSD6, CD1D, CD1B, CD1E, CD1C, MAVS, RIGI, CGAS, STING1, CASP1, LACC1, RNF135, PHB1, LSM14A, CD40, TAP1, ERAP2, IDE, AP3B1, REG3G, HSPD1, SYK, CLEC6A, PLCG2, BCL10, RAET1L, RAET1G, HLA-C, HLA-G, HLA-DMB, HLA-DRB4, HLA-DMA, HLA-DOB, HLA-DPA1, RAB27A, ACE, IRGM, RELA, RELB, KLRK1, KLRC1, EP300, KLRC3, SRC, NAGLU, TRIL, FOSL1, RPS6KA3, MAPKAPK2, DNM2, CTSE, CTSH, RAB4A, PSMB8, RAB5B, WDFY4, RAB3B, RAB10, RAB6A",16.58,52.6,1,0
"18","INNATE IMMUNE SYSTEM","ANTIVIRAL AND INTERFERON",101,448,0,549,114,"IFIT1, HCK, XCL1, NLRP6, IFNLR1, CCL3, LGALS9, IRF8, MBL2, IFNA8, IFNE, IL12B, TLR4, MAVS, RIGI, STING1, SIRPA, STXBP3, CASP1, RNF135, PHB1, SP100, MX1, CDC42, HLA-DPA1, FCAR, STAT1, IRF1, JAK1, IFNGR1, TYK2, IFNGR2, CCL5, IL10RB, IFNL1, IFNL4, IFNL3, IFNL2, CCL2, RPL13A, AIF1, CX3CL1, NOS2, KIF5B, GBP2, CCL4, CCL18, CCL23, CCL1, CCL8, CCL4L1, CCL7, CCL3L1, CCL24, IFITM2, C9JQL5, IFITM1, IFITM3, ADAMTS13, TRIM65, UBE2N, NMB, NMBR, EIF2AK2, NCK1, IFIT2, PDE12, STAT2, HDAC4, OAS2, IFNAR1, IFNAR2, IFI27, TBKBP1, CCL20, DAPK1, WAS, STXBP1, AQP4, STXBP4, CD47, STX4, CLDN1, GBP6, GBP1, ACTG1, RAB43, IL12RB1, RPS6KB1, MRC1, TDGF1, MYO1C, ACTR2, ACTR3, FASLG, VIM, CD58, CALM1, GBP7, WNT5A, ACOD1",18.4,88.6,1,0
"19","INNATE IMMUNE SYSTEM","INFLAMMATION",21,528,0,549,22,"IL10, HMGB1, ELANE, SIRT2, NLRP6, LIPA, PRDX2, FOSL2, IL31RA, CD6, CXCR2, NOTCH2, RBPJ, RASGRP1, NOTCH1, PNMA1, IL20RB, HMGB2, IL5RA, IL1RN, CD68",3.83,95.45,1,0
"20","INNATE IMMUNE SYSTEM","DENDRITIC CELLS",29,520,0,549,32,"HMGB1, HLA-DRB3, PIK3CG, LAG3, GPR183, F2R, CCR7, ARHGEF5, ZBTB46, IRF8, PSEN1, TGFBR2, CCR2, CXCR2, ALOX5, CDC42, EPS8, DOCK8, NLRP12, SPI1, BATF2, NOTCH2, LTBR, RELB, RBPJ, CCR1, CXCR4, CXCR1, CCL5",5.28,90.62,1,0
"21","INNATE IMMUNE SYSTEM","MACROPHAGES",35,514,0,549,36,"LGALS3, TICAM1, SLC11A1, CCL3, LIPA, CSF1, AZU1, LBP, IL33, TLR4, PRKCE, CCR2, BCR, ROR2, MCOLN2, B4GALT1, SYK, PLCG2, HAMP, FCGR3A, IFI35, CCL5, IL13, CRTC3, JMJD6, TMEM229B, ADGRF5, EDN2, SFTPD, CCL2, EDNRB, RPL13A, CXCL17, SAA1, MMP2",6.38,97.22,1,0
"22","CELLULAR ADAPTIVE IMMUNE SYSTEM","HUMORAL ADAPTIVE IMMUNE SYSTEM",38,346,105,384,143,"ABL1, ADAM17, BCL10, BCL2, BCL3, BCL6, CACNB4, CD40LG, CD81, CLEC4G, DOCK8, FCER1A, FCER1G, GATA3, GPR183, HSPD1, IL2RG, IL4R, KIT, KMT2A, LFNG, LGALS1, LIG4, LIPA, MSN, MYO1G, PBX1, PLCG2, PRF1, PRKDC, RAG1, RAG2, RC3H1, SRC, STAT6, SYK, VAV1, WNT4",9.9,26.57,5.33387801011661e-75,74.2729569211807
"23","CELLULAR ADAPTIVE IMMUNE SYSTEM","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE",3,381,59,384,62,"BCL10, FCER1G, IL4R",0.78,4.84,2.17989360533617e-70,69.6615647026078
