Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p),padj
"BBIBP (V3, D28)","BNT-I (D26, mild)",0.079,18,74,135,92,153,"ADM, BCL3, BCL6, BPI, CD58, CDC42, CTNNB1, FUT4, GATA3, HMGB2, HPRT1, LCN2, NFKBIA, PPP2CA, PTPRJ, RC3H1, SLC15A4, VIM",19.57,11.76,6.0331605180833074e-43,42.21945511970424,2.4120575751297062e-39
"BBIBP (V3, D28)",BNT-I (D3),0.086,23,69,175,92,198,"BPI, CCL3, CDC42, CNIH1, CSF1, CTNNB1, CXCL8, DNM2, GATA3, GPR183, IDE, LSM14A, PDE4B, PSMA1, PTGER4, PTPRJ, RELA, RPL39, SIRT2, SLC15A4, SRF, TICAM1, TRIM23",25,11.62,2.785575414018036e-44,43.555085079369846,1.1250939097218847e-40
"BBIBP (V3, D28)","I (D10, moderate)",0.09,29,63,232,92,261,"ADM, BCL3, BCL6, BPI, CD58, CTNNB1, CXCL2, CXCL5, CXCL8, FUT4, GATA3, GPR183, HMGB2, IL1RN, ITGB8, KIF5B, LCN2, LRRC8A, MAP3K8, MS4A2, NFKBIA, PTX3, RASGRP1, RC3H1, RPS6, SLC15A4, TNFAIP3, VIM, ZNF3",31.52,11.11,6.143874963798841e-45,44.211557631369246,2.496870785287849e-41
"BBIBP (V3, D28)","I (D26, moderate)",0.084,22,70,170,92,192,"BCL6, BPI, CD58, CDC42, CTNNB1, CXCL2, FUT4, GATA3, HMGB2, HPRT1, ITGB8, LCN2, LRRC8A, MS4A2, NFKBIA, PPP2CA, PTPRJ, RASGRP1, RC3H1, RPS6, VIM, ZNF3",23.91,11.46,1.4998922663868161e-44,43.823939934140334,6.076063571132993e-41
"BBIBP (V3, D28)","I (D51, severe)",0.142,37,55,168,92,205,"ADM, B4GALT1, BCL3, BCL6, BPI, CCL20, CDC42, CXCL2, FUT4, GATA3, HMGB2, IL1RN, IRF1, IRF2BP2, ITGB8, JMJD6, KIF5B, LCN2, MAP3K8, MS4A2, NFKB2, NFKBIA, PDE4B, PPP2CA, PSME1, PTX3, RAP1GAP, RC3H1, RELA, RNF19B, RPS6, SIRT2, SLC15A4, TICAM1, TNFAIP3, WNT4, ZNF3",40.22,18.05,6.413916285046097e-32,31.192876712817277,2.294257855160989e-28
"BBIBP (V3, D28)","ChAd (V1, D7)",0.125,38,54,211,92,249,"AIMP1, B4GALT1, BCL3, BMP6, BPI, CCL20, CCL3, CD83, CSF1, CXCL2, CXCL8, CXCR2, DHX9, DNM2, EPB42, FUT4, GPR183, HMGB2, IDE, IRF1, IRF2BP2, LCN2, LRRC8A, NFKBIA, PDE4B, PKHD1L1, PSMA1, PSME1, PTGER4, PTX3, RELA, SIRT2, SNCA, TICAM1, TNFAIP3, TRIM23, VIM, ZNF3",41.3,15.26,3.648142683842546e-35,34.43792818416115,1.3582035211945799e-31
"BBIBP (V3, D28)","ChAd (V2, D3)",0.041,6,86,53,92,59,"CHRNB2, CRTC3, CSF1, ITGB8, NFKB2, SIRT2",6.52,10.17,2.976954073739725e-33,32.52622786527778,1.0839089782486339e-29
"BBIBP (V3, D28)",BNT-I (D1),0.077,15,77,103,92,118,"CD58, CNIH1, CTNNB1, CXCL2, FUT4, HPRT1, LCN2, MPL, PDE4B, PSMA1, PTK2, PTX3, RPS6, VIM, ZNF3",16.3,12.71,1.719146780014656e-39,38.76468704185335,6.680604387136953e-36
"BBIBP (V3, D28)","ZF2001 (V3, D14)",0.146,36,56,154,92,190,"ADM, CCL3, CHRNB2, CNIH1, CSF1, CTNNB1, CXCL2, CXCL8, FUT4, FYB2, HPRT1, HTN1, IDE, IDO2, IL1RN, IRF2BP2, ITGB8, LCN2, LRRC8A, MS4A2, NFKBIA, PPP2CA, PSMA1, PSME1, PTX3, RASGRP1, RNF19B, SHLD3, SRF, STMP1, TICAM1, TRIM23, TRIM49D1, VIM, WFDC11, WNT4",39.13,18.95,3.8178713404333073e-31,30.41817871111295,1.3469450089048708e-27
"BBIBP (V3, D28)",I (D1),0.072,21,71,201,92,222,"ADM, BPI, CD58, CXCL8, DNM2, FUT4, GPR183, HPRT1, IL1RN, NFKBIA, PSME1, RAP1GAP, RNF19B, RPL39, RPS6, SIRT2, SRF, TICAM1, TRIM23, VIM, ZNF3",22.83,9.46,1.8165989484041083e-49,48.740740941552694,7.6133661927616185e-46
"BBIBP (V3, D28)","ZF2001 (V3, D28)",0.168,29,63,81,92,110,"BPI, CCL20, CCL3, CHRNB2, CNIH1, CSF1, CXCL2, CXCL8, FYB2, GATA3, HPRT1, IDO2, IL1RN, LRRC8A, NFKBIA, PPP2CA, PSME1, PTGER4, PTX3, RASGRP1, RC3H1, RELA, RNF19B, SHLD3, STMP1, TICAM1, TNFAIP3, WNT4, ZNF3",31.52,26.36,6.21925616856451e-25,24.206261554409704,1.9646630236495285e-21
"BBIBP (V3, D28)","BNT-MO (V3, D1)",0.056,7,85,32,92,39,"BPI, CD58, CDC42, CHRNB2, LCN2, RPL39, TRIM23",7.61,17.95,3.342363694415067e-23,22.475946294752717,1.0160785631021803e-19
"BBIBP (V3, D28)","BNT (V1, D6)",0.037,5,87,43,92,48,"C4B, CHRNB2, CXCL2, CXCL5, PTGER4",5.43,10.42,4.78259891404148e-30,29.320336039099274,1.6552574841497563e-26
"BBIBP (V3, D28)","BNT (V2, D1)",0.075,14,78,95,92,109,"BPI, C4B, CXCL2, CXCL8, IDO2, IRF1, IRF2BP2, LCN2, LRRC8A, PDE4B, RASGRP1, SHLD3, STMP1, VIM",15.22,12.84,1.4366965132873207e-38,37.84263496222389,5.537028362209334e-35
"BBIBP (V3, D28)","BNT-I-BNT (D51, mild)",0.061,8,84,40,92,48,"BPI, CDC42, CTNNB1, FUT4, LCN2, MPL, PTK2, SLC15A4",8.7,16.67,3.424639734885848e-26,25.465385108662215,1.1133503778113893e-22
"BBIBP (V3, D28)","BBIBP (V3, D07)",0.395,45,47,22,92,67,"ADM, B4GALT1, BCL3, BCL6, CCL20, CCL3, CD83, CDC42, CNIH1, CSF1, CTNNB1, CXCL2, CXCL5, CXCL8, FUT4, FYB2, GATA3, GEM, GPR183, HLA-DMA, HPRT1, IDO2, IRF2BP2, ITGB8, JMJD6, LRRC8A, MAP3K8, MS4A2, NFKB2, NFKBIA, PDE4B, PPP2CA, PSMA1, PTGER4, PTX3, RGS1, RNF19B, RPL39, RPS6, SHLD3, SIRT2, TICAM1, TNFAIP3, TRIM23, VIM",48.91,67.16,1.614286089407188e-6,5.792019495611176,0.0024491637394863214
"BBIBP (V3, D28)","BBIBP (V3, D14)",0.485,66,26,44,92,110,"ADM, AIMP1, B4GALT1, BCL3, BCL6, BMP6, C4B, CCL20, CCL3, CD58, CD83, CHRNB2, CNIH1, CRTC3, CSF1, CTNNB1, CXCL2, CXCL8, DCAF12, DHX9, EPB42, FUT4, FYB2, GATA3, GPR183, HLA-DMA, HMGB2, HPRT1, HTN1, IDO2, IL1RN, IRF1, IRF2BP2, ITGB8, JMJD6, KIF5B, LRRC8A, MAP3K8, MS4A2, NFKB2, NFKBIA, PBX1, PDE4B, PPP2CA, PSMA1, PSME1, PTGER4, PTX3, RAB11FIP2, RAP1GAP, RELA, RGS1, RNF19B, RPL39, RPS6, SHLD3, SLC15A4, SNCA, TICAM1, TNFAIP3, TRIM49D1, TRIM58, VAMP2, VIM, WFDC11, WNT4",71.74,60,1.2317134201098436e-5,4.9094903267030165,0.016812888184499365
"BBIBP (V3, D28)","ChAd (V1, D6)",0.041,5,87,29,92,34,"CXCL5, PTK2, SLC15A4, STMP1, VIM",5.43,14.71,3.7806732989268334e-23,22.42243084990631,1.1481904808840792e-19
"BBIBP (V3, D28)",I-I (D1),0.022,3,89,43,92,46,"IL1RN, NFKBIA, RPS6",3.26,6.52,4.2398926542921076e-32,31.372645138746595,1.5204255058291497e-28
"BBIBP (V3, D28)",I-I (D5),0.018,3,89,76,92,79,"DHX9, GPR183, RPS6",3.26,3.8,7.341843554001972e-45,44.13419487403491,2.981522667280201e-41
"BBIBP (V3, D28)",I-I (D3),0.01,1,91,10,92,11,RPS6,1.09,9.09,5.164110510257177e-13,12.28700447254788,1.1877454173591467e-9
"BBIBP (V3, D28)","I (D51, moderate)",0.06,7,85,25,92,32,"BPI, CCL3, CTNNB1, FUT4, LCN2, SNCA, VIM",7.61,21.88,1.6357713140023338e-19,18.78627741216162,4.540901167670479e-16
"BBIBP (V3, D28)",I-I (D0),0,0,92,8,92,8,,0,0,5.373804694613052e-12,11.269718121600873,1.1978210664292491e-8
"BBIBP (V3, D28)","ChAd (V2, D7)",0.062,7,85,20,92,27,"CD83, CRTC3, CXCL8, IRF1, ITGB8, NFKB2, RGS1",7.61,25.93,1.3610015439285299e-16,15.866141382130053,3.4705539370177513e-13
"BBIBP (V3, D28)","ChAd-BNT (V3, D1)",0,0,92,5,92,5,,0,0,1.551686105569527e-8,7.809196128700669,2.8876878424648883e-5
"BBIBP (V3, D28)","BNT-I-BNT (D51, severe)",0.01,1,91,7,92,8,CTNNB1,1.09,12.5,5.37380469461307e-10,9.26971812160087,1.0951813967621403e-6
"BBIBP (V3, D28)","ChAd (V2, D1)",0.009,1,91,16,92,17,CXCL8,1.09,5.88,3.33991229909934e-18,17.476264936936122,8.940945224688934e-15
"BBIBP (V3, D28)","BNT-I (D51, severe)",0,0,92,3,92,3,,0,0,7.224650507531695e-6,5.141183157058838,0.010208431167142285
"BBIBP (V3, D28)",I-I (D2),0,0,92,17,92,17,,0,0,3.064139723944372e-20,19.513691434876744,8.665387139314684e-17
"BBIBP (V3, D28)",Yellow Fever/LA (D1),0.17,35,57,114,92,160,"ABL1, B4GALT1, BCL6, BMP6, CCL20, CD83, CLU, CTNNB1, CXCL2, CXCL8, DHX9, GPR183, IL1RN, IRF1, JMJD6, MAP3K8, MPL, NFKB2, NFKBIA, OTUD4, PBX1, PDE4B, PPP2CA, PSME1, PTGER4, PTK2, PTPRJ, RAB11FIP2, RELA, RGS1, RNF19B, SNCA, TICAM1, TNFAIP3, TRIM23",38.04,21.88,8.18749710664985e-27,26.0868488404739,2.694505297798466e-23
"BBIBP (V3, D28)",HIV/VV (D1),0.054,15,77,184,92,201,"ADM, CSF1, FUT4, HLA-DMA, IL1RN, IRF1, JMJD6, LSM14A, NFKB2, PSME1, RASGRP1, RNF19B, RPS6, TRIM23, VAMP2",16.3,7.46,1.3452989260946929e-53,52.87118120448752,5.745771713350433e-50
"BBIBP (V3, D28)",Pneumococcus/PS (D1),0.058,8,84,46,92,59,"ADM, BCL6, CD58, CXCR2, IL1RN, MAP3K8, PSMA1, RNF19B",8.7,13.56,1.029426526607633e-28,27.987404644895946,3.504167896572383e-25
"BBIBP (V3, D28)",Influenza/IN (D1),0.098,37,55,286,92,325,"ADM, BCL6, CD83, CNIH1, CXCL8, DHX9, FUT4, GATA3, GPR183, HLA-DMA, IDE, IL1RN, IRF1, KIF5B, LSM14A, MAP3K8, MPL, NFKB2, NFKBIA, OTUD4, PBX1, PDE4B, PSMA1, PSME1, PTK2, PTPRJ, RASGRP1, RGS1, RNF19B, RPS6, SNCA, TICAM1, TNFAIP3, TRIM23, VAMP2, VIM, ZNF3",40.22,11.38,9.741160073371598e-42,41.01138931997322,3.859447621069827e-38
"BBIBP (V3, D28)",Ebola/VV (D1),0.08,31,61,297,92,328,"ADM, B4GALT1, CHRNB2, CSF1, CXCL5, CXCL8, DHX9, DNM2, FUT4, GPR183, HPRT1, HTN1, IL1RN, IRF1, LCN2, NFKBIA, PBX1, PDE4B, PSMA1, PSME1, PTK2, RASGRP1, RGS1, RNF19B, RPS6, SIRT2, TICAM1, TNFAIP3, VAMP2, VIM, ZNF3",33.7,9.45,2.2434266904569352e-48,47.649088117550654,9.321437898848566e-45
"BBIBP (V3, D28)",Malaria/SU (D1),0.064,24,68,285,92,309,"ADM, AIMP1, BCL6, CNIH1, CSF1, FUT4, GATA3, GPR183, HLA-DMA, HMGB2, IDE, IL1RN, IRF1, JMJD6, LSM14A, MAP3K8, PSME1, RASGRP1, RNF19B, RPS6, TICAM1, TNFAIP3, VAMP2, ZNF3",26.09,7.77,8.079694014793343e-55,54.09260508603272,3.4621488853389473e-51
"BBIBP (V3, D28)",Varicella Zoster/LA (D1),0,0,92,7,92,7,,0,0,6.717255868266339e-11,10.172808108592815,1.4314472255275568e-7
"BBIBP (V3, D28)",Tuberculosis/VV (D2),0.028,3,89,17,92,20,"CD58, CNIH1, FUT4",3.26,15,3.4931192852965726e-17,16.45678658354027,9.075123903200496e-14
"BBIBP (V3, D28)",Yellow Fever/LA (D2),0.076,10,82,39,92,49,"ABL1, CD83, CDC42, CXCL2, CXCL8, NFKBIA, PDE4B, RGS1, TNFAIP3, TRIM23",10.87,20.41,2.461174422804659e-24,23.608857606867172,7.676403024727731e-21
"BBIBP (V3, D28)",Influenza/IN (D2),0.048,6,86,32,92,38,"ABL1, GATA3, PSME1, TRIM23, VAMP2, ZNF3",6.52,15.79,5.99911432330907e-24,23.221912861764963,1.8555260601994954e-20
"BBIBP (V3, D28)",Ebola/VV (D3),0.045,12,80,174,92,186,"AIMP1, BCL6, BMP6, CD83, CXCR2, FUT4, IL1RN, PBX1, PDE4B, PSME1, PTPRJ, TICAM1",13.04,6.45,1.5532918065894279e-55,54.80874694859413,6.67915476833454e-52
"BBIBP (V3, D28)",Yellow Fever/LA (D3),0.059,11,81,96,92,107,"ABL1, BCL6, DHX9, GPR183, IL1RN, LSM14A, PPP2CA, PSME1, RPS6, TICAM1, VIM",11.96,10.28,1.4177823617795635e-41,40.84839043088246,5.611582587923513e-38
"BBIBP (V3, D28)",Malaria/SU (D3),0.083,13,79,65,92,78,"AIMP1, CD83, CXCL2, CXCL8, DHX9, LCN2, NFKBIA, PBX1, PDE4B, PTGER4, RGS1, TNFAIP3, VAMP2",14.13,16.67,1.9284717919323293e-31,30.71478670924685,6.8267901434404455e-28
"BBIBP (V3, D28)",Influenza/IN (D3),0.05,10,82,109,92,119,"BCL6, CDC42, CXCR2, GPR183, HLA-DMA, IDE, PDE4B, RNF19B, SNCA, VAMP2",10.87,8.4,1.2053963734348358e-45,44.91887011948799,4.919222599987565e-42
"BBIBP (V3, D28)",Influenza/LA (D3),0.055,9,83,71,92,80,"CXCL8, GATA3, GPR183, JMJD6, PDE4B, PPP2CA, RAB11FIP2, RELA, TNFAIP3",9.78,11.25,1.2238972631842863e-36,35.912255036361024,4.6361228329420766e-33
"BBIBP (V3, D28)",HIV/VV (D3),0.023,4,88,81,92,85,"BMP6, IL1RN, MPL, RPS6",4.35,4.71,3.953702712171513e-45,44.40299598937677,1.6079708930401544e-41
"BBIBP (V3, D28)",Meningococcus/PS (D3),0,0,92,1,92,1,,0,0,0.010752688172043008,1.9684829485539352,1
"BBIBP (V3, D28)",Meningococcus/CONJ (D3),0.021,2,90,3,92,5,"LCN2, PBX1",2.17,40,7.224650507531688e-5,4.141183157058839,0.08539536899902456
"BBIBP (V3, D28)",Varicella Zoster/LA (D3),0.02,2,90,6,92,8,"CXCL2, CXCL8",2.17,25,2.66003332383346e-8,7.575112922667303,4.851734857407004e-5
"BBIBP (V3, D28)",Influenza/IN (D4),0.047,6,86,35,92,41,"GATA3, LSM14A, PTGER4, RGS1, TNFAIP3, VIM",6.52,14.63,1.918276975972254e-25,24.71708868577234,6.125058384279407e-22
"BBIBP (V3, D28)",Yellow Fever/LA (D5),0.113,12,80,14,92,26,"ABL1, CD83, CXCL2, CXCL8, LCN2, NFKBIA, PDE4B, PSMA1, PTGER4, RGS1, TNFAIP3, TRIM23",13.04,46.15,9.136001112824821e-11,10.03924385619831,1.9322642353624498e-7
"BBIBP (V3, D28)",Influenza/IN (D5),0,0,92,3,92,3,,0,0,7.224650507531695e-6,5.141183157058838,0.010208431167142285
"BBIBP (V3, D28)",Influenza/IN (D6),0,0,92,2,92,2,,0,0,2.2878059940517013e-4,3.640580806489653,0.23701670098375624
"BBIBP (V3, D28)",Ebola/VV (D7),0.023,4,88,82,92,86,"CSF1, CXCL5, IL1RN, MAP3K8",4.35,4.65,1.9541289267054297e-45,44.709046786415804,7.965029505251331e-42
"BBIBP (V3, D28)",Yellow Fever/LA (D7),0.067,18,74,177,92,195,"ADM, B4GALT1, BCL6, BMP6, CNIH1, CTNNB1, DHX9, GPR183, IL1RN, LSM14A, PDE4B, PPP2CA, PSME1, PTGER4, RAB11FIP2, RPS6, TICAM1, TRIM23",19.57,9.23,2.0407686167658337e-49,48.6902062329901,8.546738967015312e-46
"BBIBP (V3, D28)",Smallpox/LA (D7),0,0,92,2,92,2,,0,0,2.2878059940517013e-4,3.640580806489653,0.23701670098375624
"BBIBP (V3, D28)",Tuberculosis/VV (D7),0,0,92,4,92,4,,0,0,3.0102710448048745e-7,6.521394398770444,4.933834242435189e-4
"BBIBP (V3, D28)",Hepatitis A/B/IN/SU (D7),0.035,4,88,22,92,26,"CXCL5, MPL, RAP1GAP, SNCA",4.35,15.38,8.217332373768538e-20,19.08526914637501,2.2959226652309293e-16
"BBIBP (V3, D28)",Influenza/IN (D7),0.107,19,73,86,92,105,"B4GALT1, BCL6, BMP6, CD83, CXCL2, CXCL8, EPB42, FUT4, HPRT1, IRF1, MAP3K8, NFKBIA, OTUD4, RGS1, RNF19B, SNCA, TRIM23, VAMP2, VIM",20.65,18.1,1.8058491639219223e-32,31.743318527561883,6.519115481758139e-29
"BBIBP (V3, D28)",Influenza/LA (D7),0.079,12,80,59,92,71,"BCL6, CD83, CSF1, CXCL2, CXCL8, GPR183, JMJD6, PDE4B, PPP2CA, PTGER4, RAB11FIP2, RGS1",13.04,16.9,2.559888632241082e-30,29.591778928225352,8.900732774302241e-27
"BBIBP (V3, D28)",Pneumococcus/PS (D7),0,0,92,12,92,12,,0,0,5.785037912909472e-16,15.237693790504206,1.448573493392532e-12
"BBIBP (V3, D28)",HIV/VV (D7),0.02,2,90,9,92,11,"BMP6, CXCL5",2.17,18.18,2.633696360231155e-11,10.579434296449945,5.69931892354022e-8
"BBIBP (V3, D28)",Meningococcus/PS (D7),0,0,92,1,92,1,,0,0,0.010752688172043008,1.9684829485539352,1
"BBIBP (V3, D28)",Meningococcus/CONJ (D7),0.026,3,89,25,92,28,"B4GALT1, IDE, RGS1",3.26,10.71,1.5921022244183128e-22,21.798029050872533,4.761977753235174e-19
"BBIBP (V3, D28)",Varicella Zoster/LA (D7),0,0,92,2,92,2,,0,0,2.2878059940517013e-4,3.640580806489653,0.23701670098375624
"BBIBP (V3, D28)",Smallpox/LA (D10),0,0,92,3,92,3,,0,0,7.224650507531695e-6,5.141183157058838,0.010208431167142285
"BBIBP (V3, D28)",Influenza/IN (D10),0.021,2,90,5,92,7,"EPB42, RAB11FIP2",2.17,28.57,3.258540821695994e-7,6.486976833966751,5.317938621007862e-4
"BBIBP (V3, D28)",Pneumococcus/PS (D10),0,0,92,1,92,1,,0,0,0.010752688172043008,1.9684829485539352,1
"BBIBP (V3, D28)",Yellow Fever/LA (D10),0.008,1,91,33,92,34,PSME1,1.09,2.94,1.950535037044192e-29,28.70984624414312,6.703988922320889e-26
"BBIBP (V3, D28)",Smallpox/LA (D13),0.01,1,91,6,92,7,VAMP2,1.09,14.29,6.650083309583652e-9,8.177172913995266,1.2681708871376025e-5
"BBIBP (V3, D28)",Yellow Fever/LA (D14),0.082,14,78,78,92,92,"ABL1, ADM, BCL6, BMP6, FUT4, KIF5B, LCN2, MAP3K8, PDE4B, PPP2CA, PTGER4, RAP1GAP, SNCA, VIM",15.22,15.22,2.647614269450769e-34,33.57714528692549,9.759106197195534e-31
"BBIBP (V3, D28)",Malaria/SU (D14),0.053,13,79,153,92,166,"AIMP1, CD58, CTNNB1, CXCL5, DHX9, HMGB2, MAP3K8, PPP2CA, PSMA1, PTGER4, RNF19B, SIRT2, SRF",14.13,7.83,5.218455816522478e-51,50.282457989253686,2.2021883545724854e-47
"BBIBP (V3, D28)",Pneumococcus/PS (D14),0.011,1,91,1,92,2,DNM2,1.09,50,0.021505376344086013,1.667452952889954,1
"BBIBP (V3, D28)",Influenza/IN (D14),0.023,3,89,39,92,42,"CDC42, CTNNB1, SNCA",3.26,7.14,3.438171395162524e-30,29.463672477236535,1.1923578398423633e-26
"BBIBP (V3, D28)",Smallpox/LA (D21),0,0,92,2,92,2,,0,0,2.2878059940517013e-4,3.640580806489653,0.23701670098375624
"BBIBP (V3, D28)",Pneumococcus/PS (D21),0.01,1,91,5,92,6,HMGB2,1.09,16.67,9.310116633417155e-8,7.031044878317026,1.609719165917826e-4
"BBIBP (V3, D28)",Influenza/IN (D21),0,0,92,7,92,7,,0,0,6.717255868266339e-11,10.172808108592815,1.4314472255275568e-7
"BBIBP (V3, D28)",Yellow Fever/LA (D21),0,0,92,16,92,16,,0,0,1.9646542935878373e-19,18.706713858314398,5.446021701825485e-16
"BBIBP (V3, D28)",Yellow Fever/LA (D28),0.059,10,82,78,92,88,"ABL1, GPR183, HLA-DMA, ITGB8, MAP3K8, OTUD4, PPP2CA, PTGER4, RGS1, TRIM23",10.87,11.36,1.1366613007946896e-37,36.94436892590965,4.3488661368404825e-34
"BBIBP (V3, D28)",Influenza/IN (D28),0.086,12,80,47,92,59,"ABL1, CD83, CXCL8, CXCR2, HMGB2, MAP3K8, NFKBIA, RELA, SNCA, TRIM23, VIM, WNT4",13.04,20.34,3.745154095514137e-26,25.426530308417206,1.2145534731752348e-22
"BBIBP (V3, D28)",Pneumococcus/PS (D28),0,0,92,2,92,2,,0,0,2.2878059940517013e-4,3.640580806489653,0.23701670098375624
