"process","genes","set_size","immune_system","immune_sub_system","immune_tissue","go_term","gene_set_short"
"ADAPTIVE IMMUNE SYSTEM","TGFBR1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","MAPK3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","EPHB3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LMO4",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","MAPK1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TYR",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","IL9",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CTPS1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD38",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","FOSL2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","WNT3A",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PSMB10",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","FKBP1B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","KITLG",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LMBR1L",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TNFRSF4",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","IDO1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD151",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","SCGB1A1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CCND3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","KDELR1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","DTX1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","SOX4",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PTPN2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LEPR",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","GPR89A",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LEP",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","EGR1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PKNOX1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PIK3R1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","NRARP",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","SP3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","GPR89B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BCAR1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CTLA4",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD79B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","GRB2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","MNDA",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BMX",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","NFKBIA",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TEC",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","NFAM1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","NFKB1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","WAS",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","RBX1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","NCK1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","SMAD3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PPP3CA",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LAG3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","NLRC3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","FKBP1A",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","MFAP3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TNFAIP8L2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD7",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD276",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD44",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","DCAF12",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD8B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","DDOST",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PAX5",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TOP2B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","ADGRG3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","FZD9",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","EP300",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PTPRJ",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LYL1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CEBPG",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","ZBTB7A",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","ITGA4",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","IL11",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TPD52",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","RBPJ",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HHEX",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","VCAM1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","SKAP1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","THEMIS2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","KHDRBS1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CACNB3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PDE4B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PDE4D",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","UBE2N",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","NFKBID",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","DENND1B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TXK",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","VTCN1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","FYB2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BTNL8",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BCL10",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BTNL10P",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","ZNF683",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","PLCG1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","EIF2B2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BTNL9",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BTNL3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BTN2A1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HLA-DRB3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","IL9R",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","MPL",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","IL2RB",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD27",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CSF2RB",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HLA-DOB",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","FBXO38",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","P0DOX7",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","OTUD7B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HLA-C",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CLEC6A",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD1B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRB2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HLA-DMB",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","NLRP10",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","P0DOX6",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","P0DOX8",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CTSS",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","RAPGEF3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CX3CR1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRA6",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","BTLA",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","KLRC2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","RAP1GAP2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TAP1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LAIR1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","RAP1GAP",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","ARG2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","ERAP2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","MCOLN2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","LILRA3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","RNF19B",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD1E",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","P0DOX5",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HLA-DRB4",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","P0DOX2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CD8B2",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","CLEC10A",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TFEB",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","C1QBP",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HLA-DPA1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TARM1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","P0DOX4",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HMHB1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","HLA-DMA",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","P0DOX3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","FGL1",438,"Adaptive","General","General","Manual","Adaptive immune system"
"ADAPTIVE IMMUNE SYSTEM","TFE3",438,"Adaptive","General","General","Manual","Adaptive immune system"
"IMMUNE SYSTEM PROCESS","TXK",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","P0DOX8",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","STMP1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","GZMM",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","EIF2AK2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","LILRA5",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","FBXO38",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","LGALS9",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","P0DOX7",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","LILRA3",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","P0DOX3",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CEACAM20",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","THEMIS",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD55",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","GBP2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","FGR",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CLEC6A",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","RNF135",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HK1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","JAGN1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TMEM33",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","C6",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","ADSS2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","IFIT2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","IFITM2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD40",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","BTN3A2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","BPI",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","LILRA6",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","MYO1G",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD1D",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TRIM23",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HLA-E",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","LGALS3",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","SPIRE1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","ENDOD1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CAMP",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PRKDC",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CFD",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HLA-G",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PRKCE",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CASP4",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","C1S",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","SLC15A4",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","IFI6",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HLA-F",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD81",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","OLR1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TEC",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CFB",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","XRCC6",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","XRCC5",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD19",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","GBP1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CFH",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","ADAR",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TAP1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","F2RL1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HLA-DMB",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","ACOD1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","SFTPD",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CTPS1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","RIGI",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","SARM1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TRIM26",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","MBL2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PSMB8",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","KLRC2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","LCN2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","RNF213",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","C7",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PRKCQ",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","NMB",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","P0DOX4",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","NLRC5",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","S100A12",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","BPIFC",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","LILRB2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TAP2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HLA-DPA1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TRIM65",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HMGB1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","LAIR1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CSK",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","ITGAM",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TREML4",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PTMS",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PSMA1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CSF1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","USP14",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","APOBEC3H",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","FCGR2A",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TAX1BP1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD160",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CLU",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","BCL6",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","P0DOX5",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PELI3",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HP",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HEXIM1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","TNFAIP8L2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","OTUD7B",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD79A",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD14",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","SFPQ",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","DEFA5",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PLD3",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","HMGB2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","APOBEC3F",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","BTK",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","PRG2",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","KLRC1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CD177",274,"General","General","Undefined","GO:0002376","Immune system, Process"
"IMMUNE SYSTEM PROCESS","CR1",274,"General","General","Undefined","GO:0002376","Immune system, Process"
