"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size","gene_set_short_2","process_2","immune_system_2","immune_sub_system_2","immune_tissue_2","go_term_2","genes_2","set_size_2"
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","SAR1B","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","ERAP1","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","CFD","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","CR1","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","CFP","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","CFB","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","CR2","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","CFH","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","C7","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","C3","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","C5","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","C8A","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","C8B","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","C8G","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","C9","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","VSIG4","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","CFHR5","GO:0006957","Complement","Complement","Complement, Alternative pathway","Undefined",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","ITK","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","CXADR","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","JAML","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","CD3G","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","CD247","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","CD3E","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","MICB","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","TRGC1","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","TRGC2","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","TRDC","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-DELTA T CELL ACTIVATION","MICA","GO:0046629","Adaptive","Cellular","Activation, gdT cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","SPNS2","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","SOS1","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","BCL2","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","TNFRSF17","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","SKIL","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","PACS1","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","SOS2","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","SPTA1","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","LAT","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"LYMPHOCYTE HOMEOSTASIS","SLC40A1","GO:0002260","Adaptive","General","Homeostasis, Lymphocyte","Lymphocyte",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","TICAM1","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFI35","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","IL33","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","PRKCE","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","SYK","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","LBP","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","PLCG2","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNG","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","TNF","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","DYSF","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","NMI","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","TREX1","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","SBNO2","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","SUCNR1","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","HAVCR2","GO:0002281","Innate","APC","Activation, Immune response, Macrophage","Macrophage",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DRB3","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DMB","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DMA","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","B2M","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DRB4","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DPA1","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DOB","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DOA","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DPB1","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DQA1","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DQA2","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DQB1","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DQB2","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DRA","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DRB1","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","HLA-DRB5","GO:0002503","Innate","APP","MHCII, Peptide complex","APC",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","CXCL12","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","CCL3","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","DEFA4","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","GPR183","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","SLC12A2","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","PIK3CG","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","DEFA1","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","CXCL10","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","PIK3CD","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","PLEC","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","CXCL11","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","TNFSF14","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","CCL26","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","CXCL16","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T CELL CHEMOTAXIS","DEFA1B","GO:0010818","Adaptive","Cellular","Chemotaxis, T cell","T cell",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","BCL6","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","IL4R","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","GATA3","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","MYB","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","MEN1","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","BCL3","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","KMT2A","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","HLX","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","IL4","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"T-HELPER 2 CELL DIFFERENTIATION","BATF","GO:0045064","Adaptive","Cellular","Differentiation, Th2 cell","T helper",7,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","RPL22","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","BRAF","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","GLI3","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","ADA","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","ABL1","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","ZAP70","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","ANXA1","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","SHH","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","BCL11B","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ALPHA-BETA T CELL DIFFERENTIATION","PRR7","GO:0046632","Adaptive","Cellular","Differentiation, abT cell","T cell",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CX3CR1","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC6A","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","PLCG2","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","BCL10","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB119","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB106A","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB4A","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","RARRES2","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC4E","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC4A","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CARD9","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC7A","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","RNASE8","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC4C","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB114","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","CLEC4D","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB106B","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIFUNGAL INNATE IMMUNE RESPONSE","DEFB136","GO:0061760","Innate","Antifungal","Antifungal innate immune response","Undefined",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HLA-E","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","RAET1L","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","RAET1G","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HLA-C","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HLA-G","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HLA-F","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HFE","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HLA-A","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HLA-B","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","HLA-H","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","MICB","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","ULBP3","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","ULBP2","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","ULBP1","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","RAET1E","GO:0002486","Innate","APP","APP, MHC I, endogenous peptide, TAP-independent","All",6,NA,NA,NA,NA,NA,NA,NA,NA
