"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"INNATE IMMUNE RESPONSE","IFIT1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIM49C","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","CD55","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","GBP6","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIM59","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","CD1D","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","NMB","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","NFKB2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","MMP3","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","RELB","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","GBP2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIM64","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","PIK3CG","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IFI27","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","ANKHD1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IRF1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","SDHAF4","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","CD14","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","F12","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","ACOD1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","UBA7","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DEFB123","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DEFB132","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","USP27X","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","B2M","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","LACC1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","NLRX1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","PLPP6","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","SPIRE1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","NLRP9","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","HLA-E","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","ZC3HAV1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","MX2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TBKBP1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","PI3","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","ZNF683","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IL27","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TICAM2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","C4A","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","OTUD4","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DHX9","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","C1R","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIM49B","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIM43B","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","CORO1A","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","NFKB1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","MATR3","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DEFA4","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","HMGB1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","GBP7","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","SIRT2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DEFB119","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","ITGAM","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","LCN2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","SRC","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","C7","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","SRPK2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DEFA6","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","USP14","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IL34","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIM49","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","SLC15A3","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","FCER1G","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","MX1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IFITM2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","BCL10","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TIRAP","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","FOSL2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","ENDOD1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","SUSD4","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DEFB106A","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","ZAP70","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","NQO1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IPO7","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DDX60","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","MCOLN2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","C6","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","EIF2AK2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IFITM1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","HEXIM1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","C4BPB","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TREML4","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","CRISP3","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","ARID5A","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","WFDC9","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DEFB107A","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","CFB","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","MASP1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIML1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIL","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","CR2","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","RELA","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIM58","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IFNL1","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","AXL","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","WFDC11","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","NLRP6","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","DAB2IP","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","TRIM68","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE","IL23R","GO:0045087","Innate","General","Innate immune response","Innate",250
"INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY","LILRA2","GO:0002220","Innate","Innate","Cell surface receptor, Innate","Innate",1
"INNATE IMMUNE RESPONSE IN MUCOSA","NOS2","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","FAU","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","H2BC12L","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","DEFA3","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","DEFB1","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","H2BC10","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","DEFA1","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","RNASE3","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","RNASE2","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","DEFA6","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","DEFA5","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","DEFA4","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","CAMP","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE IN MUCOSA","RPL39","GO:0002227","Innate","Innate","Innate immune response, mucosa","Innate",14
"INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY","HCK","GO:0002758","Innate","Innate","Innate immune response, Pathway","Innate",1
"INNATE IMMUNE SYSTEM","TFEB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LGALS4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TAP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","GP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","VEGFA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MPL","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFIT1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL10","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","EPX","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RAB44","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CLU","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FCGR2B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LILRA2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HCK","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SLC15A4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","XCL1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LGALS3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TICAM1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HMGB1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-DRB3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PIK3CG","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KLRC2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ELANE","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TOX","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL15","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SIRT2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NLRP6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LAG3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNLR1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SLC18A2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TIRAP","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SCIMP","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PSME1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FCGR1A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-F","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-E","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","B2M","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SLC11A1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CTSS","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","GPR183","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","F2R","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","BTK","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL17RC","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","UNC13D","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CEBPB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LIPA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CSF1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","S100A12","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CHGA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KITLG","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NF1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KIT","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SERPINB9","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NDST2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","STAT5B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCR7","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ARHGEF5","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LGALS9","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SCNN1B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","AZU1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","F2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CTSG","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MAP2K6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TNFAIP3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CALR","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PDIA3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ZBTB46","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IRF8","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PRDX2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PIK3AP1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TNIP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PSEN1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LRP1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","GRN","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MBL2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LBP","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD14","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TGFBR2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ITGB8","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ITGB6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CX3CR1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL33","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNA8","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNE","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL12B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","EMP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ATF2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ITK","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FOSL2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NFKBIA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TLR4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","XIAP","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PRKCE","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TICAM2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RAB11FIP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FCER1G","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFI30","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MFSD6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD1D","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD1B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD1E","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD1C","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MAVS","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RIGI","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CGAS","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","STING1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","VAMP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","VAMP7","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FCER1A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SNAP23","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCR2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","JAML","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SIRPA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PECAM1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MERTK","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","AXL","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","STXBP3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","BCR","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ANXA3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CASP1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LACC1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RNF135","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PHB1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LSM14A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD40","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SP100","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SHMT2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CH25H","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SMPD1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MX1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL31RA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CXCR2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TAP1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ERAP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IDE","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","AP3B1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ALOX5","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CDC42","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","EPS8","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DOCK8","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NLRP12","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ROR2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MCOLN2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","B4GALT1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","REG3G","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HSPD1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SYK","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DNASE1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD177","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PRTN3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PDE4B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MTHFD1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","JAGN1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CLEC6A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PLCG2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","BCL10","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DEFB119","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DEFB106A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RAET1L","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RAET1G","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-C","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-G","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-DMB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-DRB4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-DMA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-DOB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HLA-DPA1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HYAL2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MT1G","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SPACA3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","P0DOX3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FANCC","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NCKAP1L","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SOD1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","BAX","Manual","Innate","General","Innate immune system","General",549
